Keywords,city,store_number,store_number,address,state,zip_code
Publix,Cape Coral,854,854 #0854 #854,2420 Santa Barbara Blvd,FL,33914-4485
Publix,Port Saint Lucie,855,855 #0855 #855,7576 S US Highway 1,FL,34952-1450
Publix,Ocala,856,856 #0856 #856,5400 SW College Rd Ste 200,FL,34474-5757
Publix,Tallahassee,857,857 #0857 #857,6615 Mahan Dr,FL,32308-1400
Publix,Lawrenceville,859,859 #0859 #859,3370 Sugarloaf Pkwy,GA,30044-5478
Publix,Deerfield Beach,861,861 #0861 #861,150 S Federal Hwy,FL,33441-4128
Publix,Eustis,862,862 #0862 #862,2840 David Walker Dr,FL,32726-6172
Publix,Lawrenceville,863,863 #0863 #863,1030 Old Peachtree Rd NW,GA,30043-3308
Publix,Fort Myers,864,864 #0864 #864,13650 Fiddlesticks Blvd,FL,33912-0312
Publix,Longwood,865,865 #0865 #865,3883 Wekiva Springs Rd,FL,32779-3362
Publix,Clearwater,866,866 #0866 #866,1555 S Highland Ave,FL,33756-2374
Publix,Clearwater,867,867 #0867 #867,619 S Fort Harrison Ave,FL,33756-5301
Publix,Davie,871,871 #0871 #871,5997 Stirling Rd,FL,33314-7225
Publix,Coconut Creek,872,872 #0872 #872,4760 W Hillsboro Blvd,FL,33073-4339
Publix,Trinity,873,873 #0873 #873,3100 Little Rd,FL,34655-1864
Publix,Greenville,874,874 #0874 #874,215 Pelham Rd,SC,29615-2546
Publix,Tampa,876,876 #0876 #876,10928 Cross Creek Blvd,FL,33647-4034
Publix,Land O Lakes,877,877 #0877 #877,2121 Collier Pkwy,FL,34639-5286
Publix,Valrico,878,878 #0878 #878,3461 Lithia Pinecrest Rd,FL,33596-6302
Publix,Davenport,879,879 #0879 #879,2424 Sand Mine Rd,FL,33897-3400
Publix,Woodstock,880,880 #0880 #880,6236 Holly Springs Pkwy,GA,30188
Publix,Winter Garden,881,881 #0881 #881,13750 W Colonial Dr,FL,34787-4204
Publix,Birmingham,882,882 #0882 #882,410 Doug Baker Blvd,AL,35242-2682
Publix,Columbia,883,883 #0883 #883,2732 N Lake Dr,SC,29212-8733
Publix,Jacksonville,884,884 #0884 #884,4320 Deerwood Lake Pkwy,FL,32216-1177
Publix,Sandestin,885,885 #0885 #885,725 Grand Blvd,FL,32550-7873
Publix,Orlando,886,886 #0886 #886,10615 Narcoossee Rd,FL,32832-6904
Publix,Tallahassee,887,887 #0887 #887,3551 Blairstone Rd,FL,32301-8826
Publix,Miami,889,889 #0889 #889,15755 SW 56th St,FL,33185-3879
Publix,Riverview,890,890 #0890 #890,11109 Winthrop Market St,FL,33578-4252
Publix,Palm Harbor,891,891 #0891 #891,30535 US Highway 19 N,FL,34684-4415
Publix,Tyrone,892,892 #0892 #892,1512 Highway 74 N,GA,30290-1663
Publix,Merritt Island,893,893 #0893 #893,1850 N Courtenay Pkwy,FL,32953-2629
Publix,West Palm Beach,894,894 #0894 #894,6820 Okeechobee Blvd,FL,33411-2510
Publix,Greenacres,895,895 #0895 #895,4849 S Military Trl,FL,33463-5310
Publix,Navarre,896,896 #0896 #896,8244 Navarre Pkwy,FL,32566-6943
Publix,Orlando,897,897 #0897 #897,16825 E Colonial Dr,FL,32820-1910
Publix,Vero Beach,898,898 #0898 #898,4145 9th St SW,FL,32968-4804
Publix,North Miami,1003,1003 #01003 #1003,12855 NE 6th Ave,FL,33161-4714
Publix,Bradenton,1004,1004 #01004 #1004,7310 Manatee Ave W,FL,34209-3441
Publix,Panama City Beach,1005,1005 #01005 #1005,23026 Panama City Beach Pkwy,FL,32413-1107
Publix,Palm Beach Gardens,1006,1006 #01006 #1006,6251 P G A Blvd,FL,33418-4000
Publix,Cape Coral,1007,1007 #01007 #1007,3015 SW Pine Island Rd,FL,33991-1703
Publix,Kathleen,1008,1008 #01008 #1008,1114 Ga Highway 96,GA,31047-2111
Publix,Miami,1009,1009 #01009 #1009,911 SW 1st Ave,FL,33130
Publix,Atlanta,1010,1010 #01010 #1010,1380 Atlantic Dr NW Ste 14135,GA,30363-1144
Publix,Palm Harbor,1011,1011 #01011 #1011,2886 Alternate US 19,FL,34683
Publix,Mauldin,1012,1012 #01012 #1012,111 W Butler Rd,SC,29662-2534
Publix,Port Charlotte,1013,1013 #01013 #1013,19451 Cochran Blvd Unit 2000,FL,33948-2008
Publix,Palm City,1014,1014 #01014 #1014,1395 SW Martin Hwy,FL,34990-3373
Publix,Orlando,1015,1015 #01015 #1015,6485 S Chickasaw Trl,FL,32829-8366
Publix,Smyrna,1016,1016 #01016 #1016,661 President Pl,TN,37167-5671
Publix,North Miami,1017,1017 #01017 #1017,14641 Biscayne Blvd,FL,33181-1211
Publix,Delray Beach,1018,1018 #01018 #1018,16130 Jog Rd,FL,33446-2319
Publix,Alpharetta,1019,1019 #01019 #1019,270 Rucker Rd,GA,30004-4045
Publix,New Port Richey,1020,1020 #01020 #1020,5127 US Highway 19,FL,34652-3966
Publix,Brentwood,1021,1021 #01021 #1021,101 Creekside Xing,TN,37027-1062
Publix,Jacksonville,1022,1022 #01022 #1022,11406 San Jose Blvd,FL,32223-7963
Publix,Sarasota,1023,1023 #01023 #1023,1044 N Tamiami Trl,FL,34236-2428
Publix,Montgomery,1024,1024 #01024 #1024,7076 Atlanta Hwy,AL,36117-4242
Publix,Montgomery,1025,1025 #01025 #1025,4045 Atlanta Hwy,AL,36109-2920
Publix,Montgomery,1026,1026 #01026 #1026,7700 Vaughn Rd,AL,36116-1337
Publix,Montgomery,1027,1027 #01027 #1027,3026 Zelda Rd,AL,36106-2700
Publix,Ponte Vedra,1028,1028 #01028 #1028,3777 Palm Valley Rd,FL,32082-4115
Publix,Homestead,1029,1029 #01029 #1029,3060 NE 41st Ter,FL,33033-6619
Publix,Port Saint Lucie,1030,1030 #01030 #1030,10400 SW Village Center Dr,FL,34987-2186
Publix,Franklin,1031,1031 #01031 #1031,1400 Liberty Pike Ste 200,TN,37067-8628
Publix,Riverview,1032,1032 #01032 #1032,13154 US Highway 301 S,FL,33579
Publix,Gallatin,1033,1033 #01033 #1033,1483 Nashville Pike,TN,37066-7144
Publix,Largo,1034,1034 #01034 #1034,10411 Ulmerton Rd,FL,33771-3530
Publix,Sebastian,1035,1035 #01035 #1035,1451 Sebastian Blvd Ste 200,FL,32958-8200
Publix,Pompano Beach,1036,1036 #01036 #1036,1405 S Federal Hwy,FL,33062-7240
Publix,Jacksonville,1037,1037 #01037 #1037,7749 Normandy Blvd,FL,32221-7657
Publix,Gainesville,1038,1038 #01038 #1038,5200 SW 34th St,FL,32608-5010
Publix,Fort Myers,1039,1039 #01039 #1039,11851 Palm Beach Blvd,FL,33905-5912
Publix,Plantation,1040,1040 #01040 #1040,550 N Pine Island Rd,FL,33324-1308
Publix,Boynton Beach,1041,1041 #01041 #1041,1005 Gateway Blvd,FL,33426-8312
Publix,Palm Coast,1042,1042 #01042 #1042,5415 N Oceanshore Blvd,FL,32137-3217
Publix,Roswell,1043,1043 #01043 #1043,1425 Market Blvd Ste 600,GA,30076-6711
Publix,Atlanta,1044,1044 #01044 #1044,2325 Cheshire Bridge Rd NE,GA,30324-3733
Publix,Saint Cloud,1045,1045 #01045 #1045,1951 S Narcoossee Rd,FL,34771-7211
Publix,Royal Palm Beach,1046,1046 #01046 #1046,127 S State Road 7,FL,33414-4338
Publix,Spring Hill,1047,1047 #01047 #1047,4935 Main St,TN,37174-2735
Publix,Orlando,1048,1048 #01048 #1048,1501 Meeting Pl,FL,32814-6602
Publix,Tequesta,1049,1049 #01049 #1049,500 N US Highway 1,FL,33469-2372
Publix,Jupiter,1050,1050 #01050 #1050,123 Honeybell Way,FL,33458-7837
Publix,Tallahassee,1051,1051 #01051 #1051,101 N Blairstone Rd,FL,32301-2877
Publix,Locust Grove,1052,1052 #01052 #1052,2730 Highway 155,GA,30248-2401
Publix,Kissimmee,1053,1053 #01053 #1053,1980 E Osceola Pkwy,FL,34743-8600
Publix,McDonough,1054,1054 #01054 #1054,2158 Highway 20 W,GA,30253-7205
Publix,Mount Pleasant,1055,1055 #01055 #1055,1435 Ben Sawyer Blvd,SC,29464-4574
Publix,Atlanta,1056,1056 #01056 #1056,3730 Carmia Dr SW Ste 200,GA,30331-6259
Publix,Brentwood,1057,1057 #01057 #1057,10638 Concord Rd,TN,37027-8811
Publix,Indian Harbour Beach,1058,1058 #01058 #1058,270 E Eau Gallie Blvd,FL,32937-4874
Publix,Birmingham,1059,1059 #01059 #1059,1325 Montclair Rd,AL,35210-2205
Publix,Alpharetta,1060,1060 #01060 #1060,980 Birmingham Rd Ste 100,GA,30004-4418
Publix,Atlanta,1061,1061 #01061 #1061,950 W Peachtree St NW,GA,30309-3846
Publix,Miami,1062,1062 #01062 #1062,15771 SW 152nd St,FL,33187-5417
Publix,Dallas,1063,1063 #01063 #1063,51 E Paulding Dr,GA,30157-7190
Publix,Canton,1064,1064 #01064 #1064,120 Prominence Point Pkwy,GA,30114-9008
Publix,Hueytown,1065,1065 #01065 #1065,3014 Allison Bonnett Memorial Dr Ste 130,AL,35023-2395
Publix,Jacksonville,1066,1066 #01066 #1066,10500 San Jose Blvd Ste 36,FL,32257-6209
Publix,Boynton Beach,1067,1067 #01067 #1067,12425 Hagen Ranch Rd,FL,33437-4107
Publix,Pembroke Pines,1068,1068 #01068 #1068,15729 Pines Blvd,FL,33027-1206
Publix,Pinson,1069,1069 #01069 #1069,5150 Old Springville Rd,AL,35126-3635
Publix,Maitland,1070,1070 #01070 #1070,242 N Orlando Ave,FL,32751-5506
Publix,Conyers,1071,1071 #01071 #1071,2880 Georgia Highway 212 SW,GA,30094-3349
Publix,Hialeah,1072,1072 #01072 #1072,155 E 2nd Ave,FL,33010-4924
Publix,Alabaster,1073,1073 #01073 #1073,9200 Highway 119 Ste 1400,AL,35007-5344
Publix,Helena,1074,1074 #01074 #1074,4730 Highway 17,AL,35080-3503
Publix,Northport,1075,1075 #01075 #1075,2300 McFarland Blvd,AL,35476-2927
Publix,Haines City,1076,1076 #01076 #1076,617 US Highway 17 92 W,FL,33844-5047
Publix,Kennesaw,1077,1077 #01077 #1077,2090 Baker Rd NW,GA,30144-4600
Publix,Lawrenceville,1078,1078 #01078 #1078,930 New Hope Rd,GA,30045-6407
Publix,Weston,1079,1079 #01079 #1079,4567 Weston Rd,FL,33331-3141
Publix,The Villages,1080,1080 #01080 #1080,3475 Wedgewood Ln,FL,32162-7183
Publix,Mount Pleasant,1081,1081 #01081 #1081,1125 Park West Blvd,SC,29466-6974
Publix,Trussville,1082,1082 #01082 #1082,7272 Gadsden Hwy,AL,35173-1687
Publix,Tuscaloosa,1083,1083 #01083 #1083,1190 University Blvd,AL,35401-1601
Publix,Saint Johns,1084,1084 #01084 #1084,2750 Race Track Rd,FL,32259-3227
Publix,Mountain Brk,1085,1085 #01085 #1085,3141 Overton Rd,AL,35223-2846
Publix,Phenix City,1086,1086 #01086 #1086,5408 Summerville Rd Ste 200,AL,36867-7481
Publix,Fayetteville,1087,1087 #01087 #1087,840 Glynn St S,GA,30214-2031
Publix,Tampa,1088,1088 #01088 #1088,8975 Race Track Rd,FL,33635-9724
Publix,Alpharetta,1089,1089 #01089 #1089,5180 McGinnis Ferry Rd,GA,30005-1792
Publix,Miami,1090,1090 #01090 #1090,5715 NW 7th St,FL,33126-3105
Publix,Suwanee,1091,1091 #01091 #1091,7780 McGinnis Ferry Rd,GA,30024-1622
Publix,Orlando,1092,1092 #01092 #1092,3400 Avalon Park East Blvd,FL,32828-7362
Publix,Stuart,1093,1093 #01093 #1093,6550 S Kanner Hwy,FL,34997-6396
Publix,Fort Lauderdale,1094,1094 #01094 #1094,1415 E Sunrise Blvd,FL,33304-2324
Publix,Columbia,1095,1095 #01095 #1095,501 Gervais St,SC,29201-3045
Publix,Acworth,1096,1096 #01096 #1096,6110 Cedarcrest Rd NW,GA,30101-9539
Publix,Fort Lauderdale,1097,1097 #01097 #1097,1940 Cordova Rd,FL,33316-2156
Publix,Cocoa Beach,1098,1098 #01098 #1098,5645 N Atlantic Ave,FL,32931-3919
Publix,Saint Johns,1099,1099 #01099 #1099,2845 County Road 210 W,FL,32259-2016
Publix,Orlando,1101,1101 #01101 #1101,13850 Landstar Blvd,FL,32824-5526
Publix,Fort Pierce,1102,1102 #01102 #1102,1851 N US Highway 1,FL,34946-1406
Publix,Auburndale,1103,1103 #01103 #1103,606 Havendale Blvd,FL,33823-4687
Publix,West Palm Beach,1104,1104 #01104 #1104,926 S Military Trl,FL,33415-3910
Publix,Jacksonville,1105,1105 #01105 #1105,13820 Old Saint Augustine Rd,FL,32258-2448
Publix,Windermere,1106,1106 #01106 #1106,13450 Summerport Village Pkwy,FL,34786-7366
Publix,Wellington,1107,1107 #01107 #1107,11950 W Forest Hill Blvd,FL,33414-6248
Publix,Miami,1108,1108 #01108 #1108,20201 SW 127th Ave,FL,33177-5119
Publix,Lauderhill,1109,1109 #01109 #1109,5855 W Oakland Park Blvd Ste 203,FL,33313-1321
Publix,Gainesville,1110,1110 #01110 #1110,879 Dawsonville Hwy,GA,30501-2616
Publix,Gainesville,1111,1111 #01111 #1111,2755 SW 91st St,FL,32608-2749
Publix,Mableton,1112,1112 #01112 #1112,1025 Veterans Memorial Hwy SE Ste 400,GA,30126-7709
Publix,Apollo Beach,1113,1113 #01113 #1113,6434 US Highway 41 N,FL,33572-1804
Publix,Coral Springs,1114,1114 #01114 #1114,11600 W Sample Rd,FL,33065-2650
Publix,Orange Park,1115,1115 #01115 #1115,950 Blanding Blvd,FL,32065-5910
Publix,Nashville,1116,1116 #01116 #1116,15544 Old Hickory Blvd,TN,37211-7329
Publix,Clearwater,1117,1117 #01117 #1117,2514 N McMullen Booth Rd,FL,33761-4150
Publix,Conyers,1118,1118 #01118 #1118,1591 Georgia Highway 20 NE,GA,30012-3834
Publix,Atlanta,1119,1119 #01119 #1119,2020 Howell Mill Rd NW Ste A,GA,30318-1732
Publix,Summerville,1120,1120 #01120 #1120,1585 Central Ave Unit A,SC,29483-5587
Publix,Coral Springs,1121,1121 #01121 #1121,6270 W Sample Rd,FL,33067-3176
Publix,Orlando,1122,1122 #01122 #1122,409 S Chickasaw Trl,FL,32825-7803
Publix,Deltona,1123,1123 #01123 #1123,605 Courtland Blvd,FL,32738-8913
Publix,Fort Lauderdale,1124,1124 #01124 #1124,3500 Davie Blvd,FL,33312-3438
Publix,Jacksonville,1125,1125 #01125 #1125,4413 Town Center Pkwy Ste 100,FL,32246-8570
Publix,Huntsville,1126,1126 #01126 #1126,2246 Winchester Rd NE,AL,35811-6800
Publix,Lake Mary,1127,1127 #01127 #1127,4195 W Lake Mary Blvd,FL,32746-2410
Publix,Port Saint Lucie,1128,1128 #01128 #1128,788 SE Becker Rd,FL,34984-6621
Publix,Miami Lakes,1129,1129 #01129 #1129,15000 Miami Lakes Dr E,FL,33014-2700
Publix,Cumming,1130,1130 #01130 #1130,5475 Bethelview Rd,GA,30040-9731
Publix,Orlando,1131,1131 #01131 #1131,400 E Central Blvd,FL,32801-1923
Publix,Brooksville,1132,1132 #01132 #1132,19390 Cortez Blvd,FL,34601-3041
Publix,Nashville,1133,1133 #01133 #1133,8028 Highway 100,TN,37221-4212
Publix,Lithia,1135,1135 #01135 #1135,5642 FishHawk Crossing Blvd,FL,33547-5900
Publix,Homestead,1136,1136 #01136 #1136,2950 NE 8th St,FL,33033-5694
Publix,Parkland,1137,1137 #01137 #1137,8095 N University Dr,FL,33067-2602
Publix,Palm Coast,1138,1138 #01138 #1138,800 Belle Terre Pkwy,FL,32164-2314
Publix,Douglasville,1139,1139 #01139 #1139,4300 Chapel Hill Rd,GA,30135-4200
Publix,Jacksonville Beach,1140,1140 #01140 #1140,408 Beach Blvd Ste 100,FL,32250-5482
Publix,Goodlettsville,1141,1141 #01141 #1141,460 Long Hollow Pike,TN,37072-3480
Publix,Land O Lakes,1142,1142 #01142 #1142,7830 Land O Lakes Blvd,FL,34638-5701
Publix,Newnan,1143,1143 #01143 #1143,1111 Lower Fayetteville Rd,GA,30265-6501
Publix,Lake Worth,1144,1144 #01144 #1144,5970 S Jog Rd,FL,33467-6590
Publix,Johns Island,1145,1145 #01145 #1145,3642 Savannah Hwy Ste 132,SC,29455-7948
Publix,Athens,1146,1146 #01146 #1146,1860 Barnett Shoals Rd,GA,30605-6811
Publix,Cape Coral,1147,1147 #01147 #1147,2481 Del Prado Blvd N,FL,33909-4002
Publix,Greenville,1148,1148 #01148 #1148,400 E McBee Ave Ste 100,SC,29601-2940
Publix,Treasure Island,1149,1149 #01149 #1149,111 104th Ave,FL,33706-4804
Publix,Vero Beach,1150,1150 #01150 #1150,415 21st St,FL,32960-5455
Publix,Miami,1151,1151 #01151 #1151,8680 SW 24th St,FL,33155-2338
Publix,Parrish,1152,1152 #01152 #1152,11245 US Highway 301 N,FL,34219-8675
Publix,Bradenton,1153,1153 #01153 #1153,11205 E State Road 70,FL,34202-9404
Publix,Richmond Hill,1154,1154 #01154 #1154,12800 Highway 144,GA,31324-7343
Publix,The Villages,1155,1155 #01155 #1155,327 Colony Blvd,FL,32162-6084
Publix,Fort Myers,1156,1156 #01156 #1156,2160 McGregor Blvd,FL,33901-3417
Publix,Palm Beach Gardens,1157,1157 #01157 #1157,11231 Legacy Ave,FL,33410-3642
Publix,Winter Garden,1158,1158 #01158 #1158,15502 Stoneybrook West Pkwy Ste 100,FL,34787-4767
Publix,Boca Raton,1159,1159 #01159 #1159,21230 Saint Andrews Blvd,FL,33433-2435
Publix,Clearwater,1160,1160 #01160 #1160,525 S Belcher Rd,FL,33764-6321
Publix,Murfreesboro,1163,1163 #01163 #1163,1731 S Rutherford Blvd Ste S,TN,37130-5957
Publix,Murfreesboro,1164,1164 #01164 #1164,3415 Memorial Blvd,TN,37129-3640
Publix,Chattanooga,1165,1165 #01165 #1165,8644 E Brainerd Rd,TN,37421-8325
Publix,Hixson,1166,1166 #01166 #1166,5928 Hixson Pike Ste 112,TN,37343-4839
Publix,Davenport,1167,1167 #01167 #1167,39883 Highway 27,FL,33837-7802
Publix,Groveland,1168,1168 #01168 #1168,7975 State Road 50,FL,34736-9381
Publix,Orange Park,1169,1169 #01169 #1169,1075 Oakleaf Plantation Pkwy Ste 200,FL,32065-3627
Publix,Tampa,1170,1170 #01170 #1170,5371 Ehrlich Rd,FL,33625-5508
Publix,Lakeland,1171,1171 #01171 #1171,5185 US Highway 98 S,FL,33812
Publix,Murfreesboro,1172,1172 #01172 #1172,4175 Franklin Rd,TN,37128-4119
Publix,Panama City,1173,1173 #01173 #1173,2419 Thomas Dr,FL,32408-5808
Publix,Ocoee,1174,1174 #01174 #1174,301 West Rd,FL,34761-5300
Publix,Lebanon,1175,1175 #01175 #1175,1703 W Main St,TN,37087-3193
Publix,Jacksonville,1176,1176 #01176 #1176,2875 University Blvd W,FL,32217-2116
Publix,Jacksonville,1177,1177 #01177 #1177,7117 Merrill Rd,FL,32277-2620
Publix,Dacula,1178,1178 #01178 #1178,831 Auburn Rd,GA,30019-5434
Publix,Kissimmee,1179,1179 #01179 #1179,3343 S Orange Blossom Trl,FL,34746-6565
Publix,North Port,1180,1180 #01180 #1180,1251 S Toledo Blade Blvd,FL,34288-2410
Publix,Kissimmee,1181,1181 #01181 #1181,3839 Pleasant Hill Rd,FL,34746-2952
Publix,Tampa,1182,1182 #01182 #1182,2401 W Azeele St,FL,33609
Publix,Fairburn,1183,1183 #01183 #1183,5370 Campbellton Fairburn Rd,GA,30213-2296
Publix,Dallas,1184,1184 #01184 #1184,80 Seven Hills Blvd,GA,30132-0574
Publix,Madison,1185,1185 #01185 #1185,12070 County Line Rd Ste C,AL,35756-2000
Publix,Savannah,1186,1186 #01186 #1186,11701 Abercorn St,GA,31419-1905
Publix,Deltona,1187,1187 #01187 #1187,2783 Elkcam Blvd,FL,32738-3427
Publix,Hoschton,1188,1188 #01188 #1188,6055 Highway 124 W,GA,30548-5534
Publix,Gulf Breeze,1189,1189 #01189 #1189,852 Gulf Breeze Pkwy,FL,32561-4723
Publix,Meridianville,1190,1190 #01190 #1190,12290 Highway 231/431 North,AL,35759
Publix,Orlando,1191,1191 #01191 #1191,9930 Universal Blvd,FL,32819-8702
Publix,Lake City,1192,1192 #01192 #1192,255 NW Commons Loop,FL,32055-7700
Publix,Homosassa,1193,1193 #01193 #1193,9525 S Suncoast Blvd,FL,34446-5034
Publix,Kissimmee,1194,1194 #01194 #1194,3040 Dyer Blvd,FL,34741-7839
Publix,Davenport,1195,1195 #01195 #1195,7800 Lake Wilson Rd,FL,33896-9605
Publix,Zephyrhills,1196,1196 #01196 #1196,32765 Eiland Blvd,FL,33545-5268
Publix,Weeki Wachee,1198,1198 #01198 #1198,9595 Commercial Way,FL,34613-3930
Publix,Saint Petersburg,1199,1199 #01199 #1199,1600 66th St N,FL,33710-5535
Publix,Bessemer,1200,1200 #01200 #1200,4965 Promenade Pkwy,AL,35022-7304
Publix,Ocala,1201,1201 #01201 #1201,8075 SW Highway 200 Unit 111,FL,34481-7823
Publix,Pelham,1202,1202 #01202 #1202,365 Huntley Pkwy,AL,35124-6164
Publix,Athens,1203,1203 #01203 #1203,22031 US Highway 72,AL,35613-2614
Publix,Winter Haven,1204,1204 #01204 #1204,884 Cypress Gardens Blvd,FL,33880-4726
Publix,Bluffton,1205,1205 #01205 #1205,101 Buckwalter Place Blvd,SC,29910-5155
Publix,Hoover,1207,1207 #01207 #1207,1584 Montgomery Hwy,AL,35216-4524
Publix,Naples,1208,1208 #01208 #1208,12975 Collier Blvd Ste 200,FL,34116-4004
Publix,Miami Beach,1209,1209 #01209 #1209,1100 6th St,FL,33139-6312
Publix,Fleming Island,1210,1210 #01210 #1210,865 Hibernia Rd Ste 200,FL,32003-8707
Publix,Nashville,1211,1211 #01211 #1211,4324 Harding Pike,TN,37205-2202
Publix,Plant City,1212,1212 #01212 #1212,2202 Jim Redman Pkwy,FL,33563-7107
Publix,Orange Beach,1213,1213 #01213 #1213,25771 Perdido Beach Blvd,AL,36561-6107
Publix,Satellite Beach,1214,1214 #01214 #1214,1024 Highway A1A Ste 120,FL,32937-2300
Publix,Venice,1215,1215 #01215 #1215,345 Jacaranda Blvd,FL,34292-2450
Publix,Saint Cloud,1216,1216 #01216 #1216,3372 Canoe Creek Rd,FL,34772-6536
Publix,Dallas,1217,1217 #01217 #1217,7953 Villa Rica Hwy,GA,30157-8619
Publix,Harvest,1218,1218 #01218 #1218,5850 Highway 53,AL,35749-4301
Publix,Lutz,1219,1219 #01219 #1219,18901 State Road 54,FL,33558-5268
Publix,Mount Juliet,1220,1220 #01220 #1220,11207 Lebanon Rd,TN,37122-5545
Publix,Boynton Beach,1221,1221 #01221 #1221,8780 Boynton Beach Blvd,FL,33472-4423
Publix,Pace,1225,1225 #01225 #1225,4739 Highway 90,FL,32571-1403
Publix,Suwanee,1227,1227 #01227 #1227,3120 Mathis Airport Pkwy,GA,30024-9128
Publix,Prattville,1228,1228 #01228 #1228,2451 Cobbs Ford Rd,AL,36066-7763
Publix,Saint Augustine,1231,1231 #01231 #1231,55 Ava Way,FL,32084-2904
Publix,Perry,1233,1233 #01233 #1233,275 Perry Pkwy,GA,31069-9275
Publix,Murfreesboro,1234,1234 #01234 #1234,2650 New Salem Hwy,TN,37128-5265
Publix,Antioch,1235,1235 #01235 #1235,3532 Murfreesboro Pike,TN,37013-2210
Publix,Stuart,1237,1237 #01237 #1237,1501 NW Federal Hwy,FL,34994-1039
Publix,Smyrna,1238,1238 #01238 #1238,1640 Lee Victory Pkwy,TN,37167-6529
Publix,Saint Augustine,1239,1239 #01239 #1239,84 Tuscan Way,FL,32092-1831
Publix,Panama City Beach,1241,1241 #01241 #1241,11240 Panama City Beach Pkwy,FL,32407-2449
Publix,Ponte Vedra,1243,1243 #01243 #1243,120 Marketside Ave,FL,32081-0574
Publix,Ooltewah,1244,1244 #01244 #1244,5958 Snow Hill Rd Ste 168,TN,37363-7834
Publix,Zephyrhills,1245,1245 #01245 #1245,7838 Gall Blvd,FL,33541-4302
Publix,Boynton Beach,1246,1246 #01246 #1246,10935 S Jog Rd,FL,33437-3921
Publix,Homestead,1247,1247 #01247 #1247,23300 SW 112th Ave,FL,33032-7173
Publix,Canton,1248,1248 #01248 #1248,15 Laurel Canyon Village Circle Suite 118,GA,30114
Publix,Sandy Springs,1249,1249 #01249 #1249,5630 Roswell Rd,GA,30342-1102
Publix,Bethlehem,1251,1251 #01251 #1251,916 Loganville Hwy Ste 200,GA,30620-2145
Publix,Ave Maria,1252,1252 #01252 #1252,4975 Avila Ave,FL,34142-9562
Publix,Tuscaloosa,1253,1253 #01253 #1253,1101 Southview Ln,AL,35405-6389
Publix,Flagler Beach,1257,1257 #01257 #1257,414 Beach Village Dr,FL,32136-3063
Publix,Santa Rosa Beach,1258,1258 #01258 #1258,2038 US Highway 98 W,FL,32459-5322
Publix,Port Orange,1259,1259 #01259 #1259,3821 S Nova Rd,FL,32127-4950
Publix,Fort Myers,1262,1262 #01262 #1262,16980 Alico Mission Way Ste 403,FL,33908-4851
Publix,Macon,1263,1263 #01263 #1263,5451 Bowman Rd,GA,31210-5783
Publix,Hialeah,1264,1264 #01264 #1264,3251 E 2nd Ave,FL,33013-3285
Publix,Fairhope,1265,1265 #01265 #1265,22530 US Highway 98 Ste 100,AL,36532-6398
Publix,Summerville,1266,1266 #01266 #1266,1724 State Rd,SC,29483-2842
Publix,Sarasota,1267,1267 #01267 #1267,8300 Bee Ridge Rd,FL,34241-6312
Publix,Mount Juliet,1268,1268 #01268 #1268,665 S Mount Juliet Rd,TN,37122-6483
Publix,Mount Dora,1269,1269 #01269 #1269,18955 US Highway 441,FL,32757-6735
Publix,Lakeland,1270,1270 #01270 #1270,2515 S Florida Ave,FL,33803-3858
Publix,Hudson,1271,1271 #01271 #1271,14851 State Road 52,FL,34669-4061
Publix,Miami,1273,1273 #01273 #1273,18280 SW 147th Ave,FL,33187-1813
Publix,Delray Beach,1274,1274 #01274 #1274,9239 W Atlantic Ave,FL,33446-9002
Publix,Mount Dora,1275,1275 #01275 #1275,6551 N Orange Blossom Trl Ste 155,FL,32757-7009
Publix,Valrico,1277,1277 #01277 #1277,1971 E State Road 60,FL,33594-3603
Publix,Saint Augustine,1278,1278 #01278 #1278,955 State Road 16,FL,32084-1857
Publix,Flowery Branch,1279,1279 #01279 #1279,7334 Spout Springs Rd,GA,30542-5543
Publix,Fort Myers,1280,1280 #01280 #1280,7950 Dani Dr Ste 200,FL,33966-8012
Publix,Calera,1281,1281 #01281 #1281,90 Marketplace Cir,AL,35040-8200
Publix,Spring Hill,1282,1282 #01282 #1282,13455 County Line Rd,FL,34609-6600
Publix,Jacksonville,1283,1283 #01283 #1283,5858 Atlantic Blvd,FL,32207-2223
Publix,Port Saint Lucie,1284,1284 #01284 #1284,3253 SW Port St Lucie Blvd,FL,34953-3489
Publix,Casselberry,1285,1285 #01285 #1285,1455 State Road 436 Ste 221,FL,32707-6514
Publix,Evans,1286,1286 #01286 #1286,5119 Washington Rd,GA,30809-6445
Publix,North Port,1287,1287 #01287 #1287,17179 Tamiami Trl,FL,34287-7291
Publix,Coral Gables,1288,1288 #01288 #1288,106 Ponce De Leon Blvd,FL,33135-1034
Publix,Ocala,1289,1289 #01289 #1289,3035 SE Maricamp Rd,FL,34471-6201
Publix,Ormond Beach,1290,1290 #01290 #1290,1258 Ocean Shore Blvd,FL,32176-3620
Publix,Byron,1291,1291 #01291 #1291,6015 Watson Blvd,GA,31008-6650
Publix,Gulf Shores,1292,1292 #01292 #1292,160 Cotton Creek Dr Ste 100,AL,36542-2850
Publix,Auburn,1294,1294 #01294 #1294,2415 Moores Mill Rd,AL,36830-8480
Publix,Oviedo,1295,1295 #01295 #1295,2871 Clayton Crossing Way Ste 1001,FL,32765-3426
