row_id|at_merchantid|at_transactioncity|at_transactionstateprovince|at_transactionpostalcode1|at_transactionpostalcode2|at_transactioncountrycode|at_transactiondescription|at_transactiondescription2|at_mcccode
2922|328019068993|800-331-0500|PA|18017||US|AT&T K008 9969           800-331-0500 PA|AT&T K008 9969|4814
3584|03-8013878783|877-6922253|AZ|85012||US|CABLE ONE INC 1          877-6922253  AZ|CABLE ONE INC 1|4899
4085|670302200161110|LAKELAND|FL|33801||US|MARRIOTT MVCI FEES       LAKELAND     FL|MARRIOTT MVCI FEES|3509
4087|670302200161110|LAKELAND|FL|33801||US|MARRIOTT MVCI FEES       LAKELAND     FL|MARRIOTT MVCI FEES|3509
4648|490300047916|VIRGINA BEACH|VA|23455||US|EASTERN AL SUPPLY-65     VIRGINA BEACHVA|EASTERN AL SUPPLY-65|5039
4669|001089295931798|DENVER|CO|80204||US|COSENTINO NORTH AMERIC   DENVER       CO|COSENTINO NORTH AMERIC|5099
4714|670450701900723|BRECKENRIDGE|CO|80424||US|BRECKENRIDGE SKI SCHOOL  BRECKENRIDGE CO|BRECKENRIDGE SKI SCHOOL|7999
5485|17-8021740298|LOS ANGELES|CA|90048||US|ROCHE BOBOIS             LOS ANGELES  CA|ROCHE BOBOIS|5712
5923|345376187885|LOS ANGELES|CA|90019||USA|MEZIAN MOTORS            LOS ANGELES  CA|MEZIAN MOTORS|7538
6073|4445091073403|JERSEY CITY|NJ|7310||US|MACY*S EAST #0174        JERSEY CITY  NJ|MACY*S EAST #0174|5311
6654|372191480881|2395926006|FL|34109||US|WILSON LIGHTING NAPLES   2395926006   FL|WILSON LIGHTING NAPLES|5719
7014|210996000015342|800-932-2732|TX|77002||US|UNITED      0162430910095800-932-2732 TX|UNITED      0162430910095|3000
7093|105001036220000|SAN DIEGO|CA|92128||USA|STAPLES       00103622   SAN DIEGO    CA|STAPLES       00103622|5943
7335|267645897880|714-290-9412|CA|92637||US|LUXURY TOWNCAR SERVICE#1 714-290-9412 CA|LUXURY TOWNCAR SERVICE#1|4121
7739|014425000007454|212-514-7000|NY|10005||US|CWI                      212-514-7000 NY|CWI|5960
7819|227311754997|303-997-2300|CO|80112||US|VITELITY LLC             303-997-2300 CO|VITELITY LLC|4816
8013|927041503021763|HOUSTON|TX|77031||US|CABINETS TO GO           HOUSTON      TX|CABINETS TO GO|5211
8511|17-8026782592|855-4996735|IL|62454||US|NATURAL SOLUTIONS FOR LIV855-4996735  IL|NATURAL SOLUTIONS FOR LIV|5995
8828|803990893|MANNHEIM||0||DE|ABC TRAVEL SERVICE E.K   MANNHEIM|ABC TRAVEL SERVICE E.K|4722
9153|544381001232747|877-244-3267|KY|40511||USA|BIG ASS FANS             877-244-3267 KY|BIG ASS FANS|5712
10381|222609000221787|NEW YORK|NY|10018||US|RODGERS THEATRE          NEW YORK     NY|RODGERS THEATRE|7922
10395||OSAKA||0||JP|HANSHIN DEPT.STORE       OSAKA|HANSHIN DEPT.STORE|5311
10783|210996000015342|800-932-2732|TX|77002||US|UNITED      0162432081831800-932-2732 TX|UNITED      0162432081831|3000
11180|17-8028671074|FORT PIERCE|FL|34950||US|ANCHORS AWEIGH MARINE    FORT PIERCE  FL|ANCHORS AWEIGH MARINE|4468
11203|67208000018|800-956-6310|IL|61791||USA|STATE FARM INSURANCE     800-956-6310 IL|STATE FARM INSURANCE|6300
11390|461682000509950|LAUDERDALE|FL|33308||US|SHORE HAVEN RESORT INN   LAUDERDALE   FL|SHORE HAVEN RESORT INN|6513
11547|334181950885|08005691980|FL|33122||USA|DISCOUNTMUGS.COM         08005691980  FL|DISCOUNTMUGS.COM|5964
11725|187847000097323|877-228-3145|CA|94596||US|PAY*VRBO  452427         877-228-3145 CA|PAY*VRBO  452427|6513
11913|4445019450841|714-687-6359|CA|92805||US|EXTRON ELECTRONICS       714-687-6359 CA|EXTRON ELECTRONICS|5065
12214|650000006122017|ATLANTA|GA|30360||US|JIM ELLIS PORSCHE SERVICEATLANTA      GA|JIM ELLIS PORSCHE SERVICE|7538
13231|541708901200566|PHOENIX|AZ|85004||US|THE STRAND URBAN ITALI   PHOENIX      AZ|THE STRAND URBAN ITALI|5812
13328|671070900370099|800-430-3376|GA|30339||US|HOMEDEPOT.COM            800-430-3376 GA|HOMEDEPOT.COM|5200
13479|221039369998|WILLOW GROVE|PA|19090||US|THE MENS WEARHOUSE #5203 WILLOW GROVE PA|THE MENS WEARHOUSE #5203|5611
13831|112442000108778|800-676-2775|CA|94014||USA|APL*APPLEONLINESTOREUS   800-676-2775 CA|APL*APPLEONLINESTOREUS|5732
14244|311200311885|BILL.MS.NET|WA|98052||US|MICROSOFT   *STORE       BILL.MS.NET  WA|MICROSOFT   *STORE|5734
14373|7580343|BENITO JUAREZ||0||MX|CLUB REAL RESORT         BENITO JUAREZ|CLUB REAL RESORT|7997
14394|628002003120524|BASTROP|TX|78602||US|MUELLER INC STORE 29- BASBASTROP      TX|MUELLER INC STORE 29- BAS|5211
15115|174030075991|800-228-5964|MI|48075||US|MOMARKETING              800-228-5964 MI|MOMARKETING|7399
15166|345770436888|866-458-4262|FL|34232||US|UNIVERSAL INSURANCE CO   866-458-4262 FL|UNIVERSAL INSURANCE CO|6300
15252|019165000173981|800-253-6500|MI|49355||US|AMW*AMWAY ORDER          800-253-6500 MI|AMW*AMWAY ORDER|7399
16284|345774146889|561-988-9170|FL|33487||US|PEOPLES TRUST INSURANCE  561-988-9170 FL|PEOPLES TRUST INSURANCE|6300
16480|17-8014839685|610-9412479|PA|19422||US|KAPLIN STEWART MELOFF REI610-9412479  PA|KAPLIN STEWART MELOFF REI|8111
16579|650000007780219|OXFORD|GA|30054||US|STEEL CO BUILDINGS INC   OXFORD       GA|STEEL CO BUILDINGS INC|5039
16638|345750781881|877-733-7699|MA|2215||US|RED SOX TICKETS          877-733-7699 MA|RED SOX TICKETS|7941
16656|7700012232|888-2847978|DC|20036||US|NETWORK FOR GOOD         888-2847978  DC|NETWORK FOR GOOD|8398
16941|542929805757549|831-786-8164|CA|95076||US|CSC LABORATORIES,        831-786-8164 CA|CSC LABORATORIES,|5047
17001|425031191991|SOUTH JORDAN|UT|84095||US|LANSING BP SLC           SOUTH JORDAN UT|LANSING BP SLC|5211
17352|4445018683870|718-762-9355|NY|10019||US|PAY*66 ROCKWELL          718-762-9355 NY|PAY*66 ROCKWELL|6513
17372|7700016624|ALEXANDRIA|LA|71301||USA|KYLES COLLISION CENTER   ALEXANDRIA   LA|KYLES COLLISION CENTER|7531
17490|21-8027093551|KILLINGTON|VT|5751||US|KILLINGTON CENTRAL RESERVKILLINGTON   VT|KILLINGTON CENTRAL RESERV|7011
17553|670453300160000|PARK CITY|UT|84068||US|MARRIOTT PARK CITY       PARK CITY    UT|MARRIOTT PARK CITY|3509
17594|677737170005107|717-7414688|PA|17402||US|SCHAEFER WHOLESALE FLORIS717-7414688  PA|SCHAEFER WHOLESALE FLORIS|5992
17689|672157500190000|HONOLULU|HI|96815||US|HYATT REGENCY WAIKIKI    HONOLULU     HI|HYATT REGENCY WAIKIKI|3640
17739|420162207880|215-898-2672|PA|19104||US|UNIV OF PA DONATION--O   215-898-2672 PA|UNIV OF PA DONATION--O|8220
18035|210996000015342|800-932-2732|TX|77002||US|UNITED      0162474751938800-932-2732 TX|UNITED      0162474751938|3000
18076|529091701127031|HIGHLANDS RAN|CO|80129||US|SCHOMP BMW PARTS         HIGHLANDS RANCO|SCHOMP BMW PARTS|5533
18291|445355050995|4155287205|CA|94105||USA|MIXPANEL, INC.           4155287205   CA|MIXPANEL, INC|5734
18594|451031775997|SIGNAL HILL|CA|90755||US|LONG BEACH BMW           SIGNAL HILL  CA|LONG BEACH BMW|5511
18595|451031775997|SIGNAL HILL|CA|90755||US|LONG BEACH BMW           SIGNAL HILL  CA|LONG BEACH BMW|5511
18640|47405133|REDHILL||0||GB|DHGATE 1583057885        REDHILL|DHGATE 1583057885|5964
18952|512178340115856|858-755-8993|CA|92130||US|IRRESISTIBLE SMILES      858-755-8993 CA|IRRESISTIBLE SMILES|8021
18979|445282293999|MEDIOCRE.COM|TX|75006||US|- CHECKOUT.ORG           MEDIOCRE.COM TX|- CHECKOUT.ORG|7399
19219|518993320325707|845-783-5808|NY|10950||US|UTA OF KJ                845-783-5808 NY|UTA OF KJ|8211
19299|518993320964711|212-8407717|NY|10036||US|SOBEL NY TOOLS           212-8407717  NY|SOBEL NY TOOLS|5944
19624|000087882866067|ALLEN PARK|MI|48101||US|SOUTHPOINTE VETERINARY   ALLEN PARK   MI|SOUTHPOINTE VETERINARY|742
19630|313290065884|303-449-1876|CO|80301||US|ECO-PRODUCTS             303-449-1876 CO|ECO-PRODUCTS|5099
19642|421389033885|07145219040|CA|90620||USA|NORITSU AMERICA CORP     07145219040  CA|NORITSU AMERICA CORP|5044
20068|313234239884|949-548-0966|CA|92663||US|KATAYOUN SAHAFI DDS      949-548-0966 CA|KATAYOUN SAHAFI DDS|8021
20189|032679000031449|AUSTIN|TX|78758||US|APPLE STORE  #R216       AUSTIN       TX|APPLE STORE  #R216|5732
20549|09-8016748389|812-2858500|IN|47130||US|KYES                     812-2858500  IN|KYES|5811
20587|84870020070492|203-3561822|CT|6902||US|EW CT - STAM             203-3561822  CT|EW CT - STAM|5065
20643|178044117996|SOUTH HACKENS|NJ|7606||US|RESTAURANT DEPOT         SOUTH HACKENSNJ|RESTAURANT DEPOT|5411
20826|334000421886|888-237-9877|CT|6183||US|TRAVELERS PERSONAL INS   888-237-9877 CT|TRAVELERS PERSONAL INS|5960
21001|535353200100162|Logan|UT|84341||US|Al's Sporting Goods      Logan        UT|Al's Sporting Goods|5941
21068|178165594999|813-289-5000|FL|33607||US|AAA E-TICKETS #964       813-289-5000 FL|AAA E-TICKETS #964|8675
21069|096521000096472|888-764-3771|ON|0||CAN|ROGERS      *496498098   888-764-3771 ON|ROGERS      *496498098|4812
21347|295356735882|PALO ALTO|CA|94306||US|PALO ALTO DENTAL SURGERY PALO ALTO    CA|PALO ALTO DENTAL SURGERY|8021
21380|226016896996|FAIRFAX|VA|22031||US|VCA SOUTHPAWS VSE #896   FAIRFAX      VA|VCA SOUTHPAWS VSE #896|742
21445|029500000004697|STATEN ISLAND|NY|10314||US|BEST BUY MHT  00004697   STATEN ISLANDNY|BEST BUY MHT  00004697|5732
21786|427504041606422|973-575-9450|NJ|7004||US|FLM GRAPHICS CORP        973-575-9450 NJ|FLM GRAPHICS CORP|2741
21896|008788430363426|HAYWARD|CA|94541||US|SKYWEST GOLF COURSE      HAYWARD      CA|SKYWEST GOLF COURSE|7992
21907|219040000207048|575-4410274|NM|88242||US|IN *A 3 SECURITY         575-4410274  NM|IN *A 3 SECURITY|5399
22098|04-8024388327|SAN MATEO|CA|94401||US|JANE VU FERRERA DDS      SAN MATEO    CA|JANE VU FERRERA DDS|8021
22126|930238329|SEATTLE|WA|98188||USA|25/7 PROTECTION INC      SEATTLE      WA|25/7 PROTECTION INC|7393
22359|18976922|800-444-0189|NY|1701||US|TPR EDUCATION            800-444-0189 NY|TPR EDUCATION|8299
22734|302161260997|407-841-4755|CA|92131||US|HD SUPPLY FACILITIES MAI 407-841-4755 CA|HD SUPPLY FACILITIES MAI|5046
22941|205953000182343|800-435-9792|TX|75235||US|SOUTHWES    5262469630882800-435-9792 TX|SOUTHWES    5262469630882|3066
22950|518564120318720|281-449-8521|TX|77039||US|R.S. CONCRETE            281-449-8521 TX|R.S. CONCRETE|5211
22990|940161720880|W HARTFORD|CT|6117||US|MANDELL JEWISH BILLING   W HARTFORD   CT|MANDELL JEWISH BILLING|7399
23001|03-9512665754|MADISON|WI|53706||US|DOIT TECH STORE          MADISON      WI|DOIT TECH STORE|7372
23059|229211045880|LOS ANGELES|CA|90015||US|HONDA OF DOWNTOWN L.A    LOS ANGELES  CA|HONDA OF DOWNTOWN L.A|5541
23083|674635602689901|407-903-4357|FL|32819||US|STARWOOD VACATION NETWORK407-903-4357 FL|STARWOOD VACATION NETWORK|7012
23460|17-8021679041|ENGLEWOOD|NJ|7631||USA|JACQUELINE STANLEY OPT   ENGLEWOOD    NJ|JACQUELINE STANLEY OPT|8043
24022|588000000512616|BROOMFIELD|CO|80020||US|SCOTTY'S TRUCK TOPPERS   BROOMFIELD   CO|SCOTTY'S TRUCK TOPPERS|5533
24040|329371967996|EAGLE POINT|OR|97524||US|HIGH COUNTRY ARTS        EAGLE POINT  OR|HIGH COUNTRY ARTS|5712
24252|08515953248WSP1|LA HABRA|CA|90631||US|WAL-MART #3248     SE2   LA HABRA     CA|WAL-MART #3248     SE2|5310
24455|222084000|DUBAI||0||AE|FINASI LLC               DUBAI|FINASI LLC|5712
24906|948907957005905|508-4750510|MA|1581||US|ECLINICALWORKS, LLC      508-4750510  MA|ECLINICALWORKS, LLC|7372
25074|4445017453472|877-818-4323|CA|92415||US|SAN BERNARDINO CO ATC    877-818-4323 CA|SAN BERNARDINO CO ATC|9399
25620|534914300200243|TAMPA|FL|33619||US|HOFFMAN ELECTRICAL       TAMPA        FL|HOFFMAN ELECTRICAL|1731
25625|335202421889|919-619-3242|NC|27514||US|LAW OFFICES OF MATTHEW C 919-619-3242 NC|LAW OFFICES OF MATTHEW C|8111
25648|588465101516582|KAPALUA|HI|96761||US|THE RITZ CARLTON KAPAL   KAPALUA      HI|THE RITZ CARLTON KAPAL|3710
25971|541540501196265|631-925-5516|NY|11731||USA|CONNOLLY MUSIC COMPANY   631-925-5516 NY|CONNOLLY MUSIC COMPANY|5733
26948|650000007092946|COLUMBUS|OH|43240||USA|STAR LANES POLARIS       COLUMBUS     OH|STAR LANES POLARIS|5812
27027|219040000207048|916-4732959|CA|95834||USA|IN *KURETAKE ZIG CORPO   916-4732959  CA|IN *KURETAKE ZIG CORPO|5970
27048|064100000734137|714-5661000|CA|92705||US|INGRAM MICR 4114599      714-5661000  CA|INGRAM MICR 4114599|5045
27168|673261300100010|800-333-8655|NY|10314||US|EZPASS PREPAID TOLL      800-333-8655 NY|EZPASS PREPAID TOLL|4784
27344|313294510885|973-808-4588|NJ|7004||US|VOICESONIC               973-808-4588 NJ|VOICESONIC|4816
27492|14-9117181355|800-3611263|NY|12901||US|GM COLLIN SKIN CARE INC  800-3611263  NY|GM COLLIN SKIN CARE INC|5122
27868|345775738882|312-553-2836|IL|60606||US|DIST OFFICE STUDENTONLIN 312-553-2836 IL|DIST OFFICE STUDENTONLIN|8220
29156|524771000299728|COSTA MESA|CA|92627||US|THE CAT CLINIC OF ORANGE COSTA MESA   CA|THE CAT CLINIC OF ORANGE|742
29299|067010250990|GILROY|CA|95020||US|SEARS HOMETOWN 3178      GILROY       CA|SEARS HOMETOWN 3178|5311
29322|03-2160633992|SPOKANE|WA|99201||US|CLINKERDAGGER            SPOKANE      WA|CLINKERDAGGER|5812
29469|008788430122820|SAN RAFAEL|CA|94903||US|MCINNIS PARK GOLF CENT   SAN RAFAEL   CA|MCINNIS PARK GOLF CENT|5812
29477|345538868885|SMYRNA|GA|30080||US|NALLEY LEXUS             SMYRNA       GA|NALLEY LEXUS|5511
30289|4445002034876|800-463-3768|PA|17241||USA|OFFICE DEPOT #5910       800-463-3768 PA|OFFICE DEPOT #5910|5965
30543|346200028881|SAN ANTONIO|TX|78252||US|TWANG PARTNERS LTD       SAN ANTONIO  TX|TWANG PARTNERS LTD|5499
30784|395707132808|800-2215743|NY|10001||USA|B&H PHOTO, 800-606-696   800-2215743  NY|B&H PHOTO, 800-606-696|5969
30927|313161510885|DANBURY|CT|6810||US|DANBURY AUDI             DANBURY      CT|DANBURY AUDI|5511
31406|178006407997|PARAMUS|NJ|7652||USA|IKEA PARAMUS             PARAMUS      NJ|IKEA PARAMUS|5712
31626|010500000105510|ARDMORE|OK|73401||US|STAPLES       00105510   ARDMORE      OK|STAPLES       00105510|5943
31751|219040000207048|352-4302773|FL|32159||US|IN *SACK ROOFING INC.    352-4302773  FL|IN *SACK ROOFING INC|1799
31764|057698000031449|RESTON|VA|20190||US|APPLE STORE  #R271       RESTON       VA|APPLE STORE  #R271|5732
31912|000001679794350|800-5275787|CA|94998||US|FIREMAN'S FUND -SAP BI   800-5275787  CA|FIREMAN'S FUND -SAP BI|6300
32032|421164131888|MIAMI|FL|33126||US|NCL RESERVATIONS USD     MIAMI        FL|NCL RESERVATIONS USD|4411
32035|421164131888|MIAMI|FL|33126||US|NCL RESERVATIONS USD     MIAMI        FL|NCL RESERVATIONS USD|4411
32277|008788850016172|BROOKFIELD|IL|60513||US|BROOKFIELD AUTO CENTER   BROOKFIELD   IL|BROOKFIELD AUTO CENTER|7538
32869|032539000031449|SANTA MONICA|CA|90401||US|APPLE STORE  #R051       SANTA MONICA CA|APPLE STORE  #R051|5732
33058|362543141885|HAMPSTEAD|NC|28443||US|COASTAL PAINT & FLOORI   HAMPSTEAD    NC|COASTAL PAINT & FLOORI|5231
33694|303235716998|07344265860|MI|48130||USA|TR PROF SOFTWARE SVC     07344265860  MI|TR PROF SOFTWARE SVC|8999
33752|267085021884|305-599-2075|FL|33122||US|STONE AND MARBEL DEPOT   305-599-2075 FL|STONE AND MARBEL DEPOT|5713
33984|032582000031449|AVENTURA|FL|33180||US|APPLE STORE  #R087       AVENTURA     FL|APPLE STORE  #R087|5732
34095|029500000007674|ESTERO|FL|33928||US|BEST BUY MHT  00007674   ESTERO       FL|BEST BUY MHT  00007674|5732
34101|03-9508471597|SOUTHFIELD|MI|30354||US|DELTA AIR   0067725338692SOUTHFIELD   MI|DELTA AIR   0067725338692|3058
34117|313285851884|MERRIAM|KS|66202||US|HENDRICK CHEVROLET       MERRIAM      KS|HENDRICK CHEVROLET|5511
34203|941000095453|650-3167500|CA|94043||US|ELANCE ESCROW CORPORATION650-3167500  CA|ELANCE ESCROW CORPORATION|7399
35056|008788770002172|415-8656000|CA|94102||US|CHINESE AMERICAN INTER   415-8656000  CA|CHINESE AMERICAN INTER|8211
35645|345536133886|323-650-2000|CA|92211||US|EMSER TILE-CAPLM         323-650-2000 CA|EMSER TILE-CAPLM|5713
36154|03-8013899607|502-8134030|KY|40207||US|JOFFE MEDICENTER         502-8134030  KY|JOFFE MEDICENTER|8042
36307|395700094602|212-8584333|MD|20850||US|ORC*FINRA DR FEES        212-8584333  MD|ORC*FINRA DR FEES|9222
36932|372643216883|800-800-9800|FL|34747||US|DVC ESCROW PYMTS         800-800-9800 FL|DVC ESCROW PYMTS|7012
36935|544620801218161|VENTURA|CA|93003||US|LAND ROVER JAGUAR VENT   VENTURA      CA|LAND ROVER JAGUAR VENT|5511
37285|14-8021313336|317-5858981|IN|46038||US|ACTION AIR INC           317-5858981  IN|ACTION AIR INC|1711
37340|010500000111682|JERSEY CITY|NJ|7310||US|STAPLES       00111682   JERSEY CITY  NJ|STAPLES       00111682|5943
37983|784959000762203|AMZN.COM/BILL|WA|98101||US|Amazon.com               AMZN.COM/BILLWA|Amazon.com|5942
38626|008788134000433|916-3688453|CA|95827||US|PALM TILE STONE GALLER   916-3688453  CA|PALM TILE STONE GALLER|5099
38699|174016464995|ALEXANDRIA|VA|22314||USA|JOS. A. BANK #464        ALEXANDRIA   VA|JOS. A. BANK #464|5611
39217|313251819881|SYRACUSE|NY|13212||US|MIKES AUTO 0002181       SYRACUSE     NY|MIKES AUTO 0002181|5533
39772|670231100180000|KISSIMMEE|FL|34746||US|GAYLORD PALMS HOTEL FLA  KISSIMMEE    FL|GAYLORD PALMS HOTEL FLA|3609
39806|032513000031449|FARMINGTON|CT|6032||US|APPLE STORE  #R025       FARMINGTON   CT|APPLE STORE  #R025|5732
40007|518089240785675|731-855-3570|TN|38382||USA|J & W SURPLUS            731-855-3570 TN|J & W SURPLUS|5941
40468|233949954350001|206-767-7700|WA|98106||US|FERGUSON ENTERPRISES 2702206-767-7700 WA|FERGUSON ENTERPRISES 2702|5074
40842|20-8012764943|951-9553900|CA|92501||US|CNTY OF RIVERSIDE TAX COL951-9553900  CA|CNTY OF RIVERSIDE TAX COL|9399
40979|7011397620|800-7757105|WI|53201||US|SOUTHWEST AIRLINES VCTNS 800-7757105  WI|SOUTHWEST AIRLINES VCTNS|4722
40980|7011397620|800-7757105|WI|53201||US|SOUTHWEST AIRLINES VCTNS 800-7757105  WI|SOUTHWEST AIRLINES VCTNS|4722
41404|84890018517873|ROCKWALL|TX|75087||US|SOUTHERN JUNCTION NIGHTCLROCKWALL     TX|SOUTHERN JUNCTION NIGHTCL|5812
41738|84870014811502|206-2812919|WA|98119||US|NORTH QUEEN ANNE CHILDCAR206-2812919  WA|NORTH QUEEN ANNE CHILDCAR|8351
42584|941000113700|727-8218765|FL|33702||US|ASI LLOYDS               727-8218765  FL|ASI LLOYDS|6300
43104|227204041999|WHEAT RIDGE|CO|80033||US|WHEAT RIDGE ANIMAL HOSP  WHEAT RIDGE  CO|WHEAT RIDGE ANIMAL HOSP|742
43468|118643000110315|SHORT HILLS|NJ|7078||US|POTTERY BARN 0216        SHORT HILLS  NJ|POTTERY BARN 0216|5719
44147|430160290887|03148627777|MO|94043||USA|ENTERTAINMENT CRUISE P   03148627777  MO|ENTERTAINMENT CRUISE P|4722
44367|227843000815522|PROVIDENCE|RI|2903||US|SIDNEYTHOMASPROVID       PROVIDENCE   RI|SIDNEYTHOMASPROVID|5944
44721|671070158859747|GALVESTON|TX|77551||US|THE HOME DEPOT 6574      GALVESTON    TX|THE HOME DEPOT 6574|5200
44956|927041503174547|VENTURA|CA|93003||US|CABINETS TO GO #853      VENTURA      CA|CABINETS TO GO #853|5251
45564|4445184412197|419-887-2972|OH|43527||US|PARAMOUNT INSURANCE CO   419-887-2972 OH|PARAMOUNT INSURANCE CO|8099
45721|229754000183029|800-917-2003|IL|60601||US|FSI*HCSC PREMIUM PMT     800-917-2003 IL|FSI*HCSC PREMIUM PMT|5960
45864|367190950884|ANDREWS|TX|79714||US|SKIN APPEAL              ANDREWS      TX|SKIN APPEAL|8099
46490|542814170010138|305-285-1157|FL|33172||US|MY FATHER CIGARS INC     305-285-1157 FL|MY FATHER CIGARS INC|5993
46523|08-9513372780|HENDERSONVLLE|TN|37075||USA|TFG MARKETING INC        HENDERSONVLLETN|TFG MARKETING INC|5137
46967|875000055020|800-8910896|WI|53402||US|EIMPROVEMENT.COM, LLC    800-8910896  WI|EIMPROVEMENT.COM, LLC|5200
47230|567978601345121|FLOWER MOUND|TX|75028||USA|POST NET TX198           FLOWER MOUND TX|POST NET TX198|7399
47941|03-9500103172|MITCHELL|SD|57301||US|CABELA S RETAIL MITCHELL MITCHELL     SD|CABELA S RETAIL MITCHELL|5941
48186|000463565111783|FT LAUDERDALE|FL|33309||US|GUNTECH INC              FT LAUDERDALEFL|GUNTECH INC|5941
48557|324166590996|NORDICTRACK.C|UT|84321||US|NORDIC TRACK.COM         NORDICTRACK.CUT|NORDIC TRACK.COM|5941
48818|000087882863735|CARBONDALE|CO|81623||USA|CARBONDALE DENTAL CENT   CARBONDALE   CO|CARBONDALE DENTAL CENT|8021
49244|84870000809832|212-7410401|NY|10011||US|ADORAMA INC              212-7410401  NY|ADORAMA INC|5969
49418|518564830115499|PITTSBURGH|PA|15237||US|PRECISION DENTAL SPECIALTPITTSBURGH   PA|PRECISION DENTAL SPECIALT|8021
49452|029500000002022|PLANO|TX|75074||US|BEST BUY MHT  00002022   PLANO        TX|BEST BUY MHT  00002022|5732
49761|899000000076040|HOUSTON|TX|77056||US|DEMARTINI SEMINARS       HOUSTON      TX|DEMARTINI SEMINARS|7392
50046|32390303|LOS ANGELES|CA|90245||US|CATHAYPACAIR1607514741884LOS ANGELES  CA|CATHAYPACAIR1607514741884|3099
50222|433023614889|AUSTIN|TX|78758||US|MICROSOFT - 11 AUSTIN    AUSTIN       TX|MICROSOFT - 11 AUSTIN|5734
50251|650000003370817|RIDGEWOOD|NJ|7450||US|KURPIS COSMETIC DENTISTRYRIDGEWOOD    NJ|KURPIS COSMETIC DENTISTRY|8021
50398|241542000963884|928-453-7333|PA|19406||USA|AmeriGas                 928-453-7333 PA|AmeriGas|4900
51049|518993320319304|212-738-9531|NY|10022||US|ROADWAY MOVING AND STO   212-738-9531 NY|ROADWAY MOVING AND STO|4214
51385|498166062881|HANCOCK|MA|1237||US|JIMINY PEAK MTN RESORT   HANCOCK      MA|JIMINY PEAK MTN RESORT|7999
51685|03-8021268373|702-6498777|NV|89052||US|CASHMAN EQUIPMENT SO NV  702-6498777  NV|CASHMAN EQUIPMENT SO NV|5599
51747|670465100389901|TEANECK|NJ|7666||US|MARRIOTTTEANCK F&B 2505  TEANECK      NJ|MARRIOTTTEANCK F&B 2505|3509
52437|517005701055135|BRONX|NY|10472||US|BSF AUTO PARTS INC       BRONX        NY|BSF AUTO PARTS INC|5533
52443|015160414999|NAPLES|FL|34109||US|DICKS SPORTING GOODS1168 NAPLES       FL|DICKS SPORTING GOODS1168|5655
52693|19074386|ROCHESTER|NY|14623||US|MINI OF ROCHESTER        ROCHESTER    NY|MINI OF ROCHESTER|5599
52894|059921000057726|415-800-5959|CA|94103||US|AIRBNB INC               415-800-5959 CA|AIRBNB INC|7011
53138|000273200144965|000-0000000|OH|43617||US|IMPACT PRODUCTS          000-0000000  OH|IMPACT PRODUCTS|7349
53142|542929804736148|480-926-4897|AZ|85210||US|UNITED FOOD BANK         480-926-4897 AZ|UNITED FOOD BANK|8999
53816|019597000015881|800-927-2770|IL|60014||US|TICKETSNOWTICKETMASTER   800-927-2770 IL|TICKETSNOWTICKETMASTER|7922
