row_id|at_merchantid|at_transactioncity|at_transactionstateprovince|at_transactionpostalcode1|at_transactionpostalcode2|at_transactioncountrycode|at_transactiondescription|at_transactiondescription2|at_mcccode
208|374004053889|LINCOLN|NE|68510||US|FANZZ                    LINCOLN      NE|FANZZ|5941
229|327965000740506|800-5PEAPOD|IL|60077||US|PEAPOD *GROCERIES        800-5PEAPOD  IL|PEAPOD *GROCERIES|5411
232|15769116|WILMETTE|IL|60091||US|MICHAEL J ENGELMAN DDS LTWILMETTE     IL|MICHAEL J ENGELMAN DDS LT|8021
234|518993320105372|BROOKLYN|NY|11218||US|K R M CORP               BROOKLYN     NY|K R M CORP|5411
239|277247246998|BLOOMINGTON|IN|47404||US|AUTO BODY SPECIALISTS    BLOOMINGTON  IN|AUTO BODY SPECIALISTS|7531
244|542929801910373|BETTENDORF|IA|52722||US|HY VEE 1037              BETTENDORF   IA|HY VEE 1037|5411
253|000271503990548|MIDLAND|TX|79701||US|WEST TEXAS GEOLOGICAL    MIDLAND      TX|WEST TEXAS GEOLOGICAL|8641
260|329214487996|469-574-1049|TX|75093||US|DWS VIAVIENTE            469-574-1049 TX|DWS VIAVIENTE|5999
264|03-8021153732|901-2515891|TN|38119||US|NHSCC                    901-2515891  TN|NHSCC|7032
295|226005420998|PHOENIX|AZ|85015||US|BANFIELD 1120            PHOENIX      AZ|BANFIELD 1120|742
300|395700094500|888-4693644|TX|77056||US|AMIGO ENERGY             888-4693644  TX|AMIGO ENERGY|4900
317|52200073193|HILO|HI|96720||US|HILO SEASIDE HOTEL       HILO         HI|HILO SEASIDE HOTEL|7011
319|345534958888|ROWLAND HGHTS|CA|91748||US|BIG 5 SPORTING GOODS 076 ROWLAND HGHTSCA|BIG 5 SPORTING GOODS 076|5941
324|529000100751|ENGLISHTOWN|NJ|7726||US|EUROPEAN WAX CENTER   MARENGLISHTOWN  NJ|EUROPEAN WAX CENTER   MAR|7298
373|08515955471WSP1|MANSFIELD|OH|44903||US|WAL-MART #5471           MANSFIELD    OH|WAL-MART #5471|5411
378|544215501216709|818-252-3000|CA|91505||US|GOTPRINT.COM             818-252-3000 CA|GOTPRINT.COM|2741
384|000272500271585|508-6607354|MA|2081||US|WALPOLE RECREATION DEP   508-6607354  MA|WALPOLE RECREATION DEP|9399
397|06135470702LIO|FAYETTEVILLE|NC|28311||USA|FOOD LION #0760          FAYETTEVILLE NC|FOOD LION #0760|5411
411|71573453|MISSGUIDED.CO||0||GB|MISSGUIDED LIMITED       MISSGUIDED.CO|MISSGUIDED LIMITED|5621
426|569020201378552|AUSTIN|TX|78701||US|MELLOW JOHNNY'S, LLC     AUSTIN       TX|MELLOW JOHNNY'S, LLC|5940
428|4445000787127|317-614-4887|IN|46278||US|USCUSTOMS TRUSTEDTRAVELER317-614-4887 IN|USCUSTOMS TRUSTEDTRAVELER|9399
434|000000336710301|UPLAND|CA|91784||US|VERIZON WRLS W2462-01    UPLAND       CA|VERIZON WRLS W2462-01|4812
463|542814160011131|281-690-4300|TX|77417||US|SOURCE                   281-690-4300 TX|SOURCE|4900
490|03-0215316993|800-4266399|WA|98029||US|SANMAR CORP              800-4266399  WA|SANMAR CORP|5969
512|06213823343ALJ1|SOUTH ELGIN|IL|60177||US|JEWEL #3343              SOUTH ELGIN  IL|JEWEL #3343|5411
514|165856000165286|MANHASSET|NY|11030||US|LORD & TAYLOR            MANHASSET    NY|LORD & TAYLOR|5651
526|4445091024208|THE VILLAGES|FL|32162||US|PUBLIX 004               THE VILLAGES FL|PUBLIX 004|5411
528|672359766519501|HOUSTON|TX|77040||US|PAPPAS BAR-B-Q #665Q80   HOUSTON      TX|PAPPAS BAR-B-Q #665Q80|5814
539|542929801690322|NAUGATUCK|CT|6770||US|BIG Y 32 NAUGATUCK       NAUGATUCK    CT|BIG Y 32 NAUGATUCK|5411
542|451032568995|COSTA MESA|CA|92626||USA|AVEDA EC#724             COSTA MESA   CA|AVEDA EC#724|5999
562|4445181865378|ANN ARBOR|MI|48104||US|HILLERS MARKET           ANN ARBOR    MI|HILLERS MARKET|5411
585|23703461319|EL SEGUNDO|CA|90245||US|COURTYARD BY MARRIOTT-LOAEL SEGUNDO   CA|COURTYARD BY MARRIOTT-LOA|3690
586|062280503974HB1|SAN ANTONIO|TX|78232||US|HEB  #397                SAN ANTONIO  TX|HEB  #397|5411
598|308395000178541|225-615-1000|OK|74133||US|COX*BATON ROUGE COMM     225-615-1000 OK|COX*BATON ROUGE COMM|4899
637|650000007764163|SANTA FE|NM|87501||US|HOTEL SANTA FE           SANTA FE     NM|HOTEL SANTA FE|7011
640|174030076999|402-935-7733|WI|54914||US|PAYPAL *NORTH FACE       402-935-7733 WI|PAYPAL *NORTH FACE|5699
643|4445090554709|MIAMI|FL|33145||US|PUBLIX #127              MIAMI        FL|PUBLIX #127|5411
651|045691000450304|800-937-8997|WA|98006||US|TMOBILE HANDSET          800-937-8997 WA|TMOBILE HANDSET|4814
666|334602358882|SUMMERSVILLE|WV|26651||US|FAMILY DOLLAR #0446      SUMMERSVILLE WV|FAMILY DOLLAR #0446|5331
686|334234855883|HOUSTON|TX|77007||US|BENJYS  ON WASHINGTON    HOUSTON      TX|BENJYS  ON WASHINGTON|5812
697|009100000001800|SIOUX CITY|IA|51106||US|TARGET        00018002   SIOUX CITY   IA|TARGET        00018002|5411
700|174030072998|402-935-7733|CA|95131||US|PAYPAL *VALLYDEFNS       402-935-7733 CA|PAYPAL *VALLYDEFNS|7392
704|062039000167955|MECHANICSVILL|VA|23111||US|MARTINS 6437             MECHANICSVILLVA|MARTINS 6437|5411
723|004100000006734|HINGHAM|MA|2043||US|A EAGLE OUTFTR00006734   HINGHAM      MA|A EAGLE OUTFTR00006734|5691
746|898202023880|MYERSTOWN|PA|17067||US|KERRY L WENTLING DMD PC  MYERSTOWN    PA|KERRY L WENTLING DMD PC|8021
748|67107005555|BRENTWOOD|MO|63144||US|THE HOME DEPOT 3002      BRENTWOOD    MO|THE HOME DEPOT 3002|5200
774|673377004210001|877-310-9222|PA|19406||US|WWW.BOBBIBROWN.COM       877-310-9222 PA|WWW.BOBBIBROWN.COM|5977
813|067003539995|PHOENIX|AZ|85075||US|SEARS AUTO CNTR 6608     PHOENIX      AZ|SEARS AUTO CNTR 6608|5532
816|174034908999|TEMPE|AZ|85283||US|FRY'S ELECTRONICS #17    TEMPE        AZ|FRY'S ELECTRONICS #17|5732
817|650000007259388|CYPRESS|TX|77429||US|MAGPIES GIFT SHOP        CYPRESS      TX|MAGPIES GIFT SHOP|5947
818|544399601190524|BOSTON|MA|2115||US|LULULEMON NEWBURY        BOSTON       MA|LULULEMON NEWBURY|5691
826|395709108945|650-6187714|CA|94025||US|FACEBOOK KYCK88JK32      650-6187714  CA|FACEBOOK KYCK88JK32|7311
830|345616002886|IRVINE|CA|92618||US|AMERICAN APPAREL 189OC4  IRVINE       CA|AMERICAN APPAREL 189OC4|5699
892|178044175994|HOUSTON|TX|77099||US|RESTAURANT DEPOT         HOUSTON      TX|RESTAURANT DEPOT|5411
893|2288432I02ONUZJ|+41795102870||0||CH|GLITTTY                  +41795102870|GLITTTY|5045
902|553826601264561|N. LAS VEGAS|NV|89081||US|SLVR STATE TRCK TRAILR   N. LAS VEGAS NV|SLVR STATE TRCK TRAILR|5511
903|324199081997|LOLETA|CA|95551||US|BEAR RIVER CASINO HOTEL  LOLETA       CA|BEAR RIVER CASINO HOTEL|7011
910|536387210002119|LAIHANA|HI|96761||US|S/V HULA GIRL SAILING CHALAIHANA      HI|S/V HULA GIRL SAILING CHA|5812
928|4445091137083|WARRINGTON|PA|18976||US|BJ WHOLESALE #0167       WARRINGTON   PA|BJ WHOLESALE #0167|5300
940|143906000096751|877-833-7397|FL|32254||US|FRG*TEAMFANSHOP          877-833-7397 FL|FRG*TEAMFANSHOP|5699
945|67453226128|BOYNTON BEACH|FL|33435||USA|SHERWIN WILLIAMS #2612   BOYNTON BEACHFL|SHERWIN WILLIAMS #2612|5231
950|224174360996|ALBUQUERQUE|NM|87107||US|PORT PLASTICS ALBUQUERQU ALBUQUERQUE  NM|PORT PLASTICS ALBUQUERQU|5099
967|498176646889|855-448-3997|FL|32256||US|WOUNDED WARRIOR PROJECT  855-448-3997 FL|WOUNDED WARRIOR PROJECT|8398
977|84870051283892|BRIDAL VEIL|OR|97010||US|MULTNOMAH FALLS LODGE    BRIDAL VEIL  OR|MULTNOMAH FALLS LODGE|5947
987|530817401144545|888-284-0048|MN|55317||US|LTFITNESS PRODUCT/SVCS   888-284-0048 MN|LTFITNESS PRODUCT/SVCS|7997
999|4445013508739|866-887-8884|OH|45044||US|WWW.KOHLS.COM #0873      866-887-8884 OH|WWW.KOHLS.COM #0873|5311
1011|008788141027090|REDDING|CA|96003||US|MAILBIZ/AIRONE           REDDING      CA|MAILBIZ/AIRONE|4215
1059|4445013503201|CRYSTAL LAKE|IL|60014||US|KOHL'S #0320             CRYSTAL LAKE IL|KOHL'S #0320|5311
1072|449200342888|201-558-2683|NJ|7094||US|THECHILDRENSPLACE.COM    201-558-2683 NJ|THECHILDRENSPLACE.COM|5641
1081|528000630128411|NEWARK|CA|94560||US|SINODINOS STEAKHOUSE     NEWARK       CA|SINODINOS STEAKHOUSE|5812
1082|000900002050045|DEER PARK|IL|60010||US|STONEY RIVER L02050045   DEER PARK    IL|STONEY RIVER L02050045|5812
1085|4445013504308|FT. COLLINS|CO|80525||US|KOHL'S #0430             FT. COLLINS  CO|KOHL'S #0430|5311
1109|226111012994|800-367-7280|IA|50398||US|AAUW INSURANCE PLANS     800-367-7280 IA|AAUW INSURANCE PLANS|6300
1138|67107021438|MIDDLEBURG|FL|32068||US|THE HOME DEPOT #6935     MIDDLEBURG   FL|THE HOME DEPOT #6935|5200
1143|558182201297176|847-240-2500|IL|60173||US|ONLINE DUES/EDUCATION    847-240-2500 IL|ONLINE DUES/EDUCATION|8398
1151|650000007368122|717-8464779|PA|17403||US|S & D AUTO SERVICE       717-8464779  PA|S & D AUTO SERVICE|7538
1205|101001001620814|MONTGOMERY|IL|60538||US|ORCHARD RD ANIMAL HOSPI  MONTGOMERY   IL|ORCHARD RD ANIMAL HOSPI|742
1216|328006936996|800-331-0500|TN|38118||US|AT&T V500 10080          800-331-0500 TN|AT&T V500 10080|4814
1225|650000000791833|315-4518670|NY|13212||US|RAMADA INN SYRACUSE      315-4518670  NY|RAMADA INN SYRACUSE|3637
1242|520000379950|EAST HANOVER|NJ|7936||US|MY LIMOUSINE SERVICE     EAST HANOVER NJ|MY LIMOUSINE SERVICE|4121
1263|029500000007971|SOQUEL|CA|95073||US|BEST BUY MHT  00007971   SOQUEL       CA|BEST BUY MHT  00007971|5732
1273|4445011410837|LAKELAND|TN|38002||US|CRACKER BARREL #513 LAKELLAKELAND     TN|CRACKER BARREL #513 LAKEL|5812
1280|84870005061701|LIMA|OH|45805||US|OLD NAVY #6170           LIMA         OH|OLD NAVY #6170|5999
1291|048202973995|MURPHY|TX|75094||US|WAL-MART #2973           MURPHY       TX|WAL-MART #2973|5411
1314|09-8023026100|WALPOLE|NH|3608||US|LA VALLEY BUILDING SUPPLYWALPOLE      NH|LA VALLEY BUILDING SUPPLY|5211
1325|941000104820|415-3991100|CA|94133||US|MINTED LLC               415-3991100  CA|MINTED LLC|2741
1327|941000104820|415-3991100|CA|94133||US|MINTED LLC               415-3991100  CA|MINTED LLC|2741
1333|674950000101102|800-806-6453|OR|97005||US|NIKE.COM                 800-806-6453 OR|NIKE.COM|5969
1334|674950000101102|800-806-6453|OR|97005||US|NIKE.COM                 800-806-6453 OR|NIKE.COM|5969
1336|674950000101102|800-806-6453|OR|97005||US|NIKE.COM                 800-806-6453 OR|NIKE.COM|5969
1361|237554225650099|LOS ANGELES|CA|90045||US|RESIDENCE INN LOS ANGELESLOS ANGELES  CA|RESIDENCE INN LOS ANGELES|3703
1363|08356550501PGA1|CHANDLER|AZ|85225||US|PGA TOUR SUPERSTORE #0   CHANDLER     AZ|PGA TOUR SUPERSTORE #0|5999
1405|551970501254546|BROOKLYN|NY|11229||US|DESIRE SHOSE 1960 INC    BROOKLYN     NY|DESIRE SHOSE 1960 INC|5661
1429|103341000001|855-5525433|GA|30327||USA|KILL CLIFF               855-5525433  GA|KILL CLIFF|5499
1436|329335572999|BRONX|NY|10464||US|C I LOBSTER CORP         BRONX        NY|C I LOBSTER CORP|5812
1439|434530277889|201-847-8676|NJ|7417||US|BRAINSTORM TUTORING      201-847-8676 NJ|BRAINSTORM TUTORING|8220
1460|19-8013879336|480-9248382|AZ|85215||US|NEXTCARE URGENT CARE     480-9248382  AZ|NEXTCARE URGENT CARE|8099
1491|213016000078319|888-635-5144|NY|10012||US|SXM*SIRIUSXM.COM/ACCT    888-635-5144 NY|SXM*SIRIUSXM.COM/ACCT|4899
1492|213016000078319|888-635-5144|NY|10012||US|SXM*SIRIUSXM.COM/ACCT    888-635-5144 NY|SXM*SIRIUSXM.COM/ACCT|4899
1495|213016000078319|888-635-5144|NY|10012||US|SXM*SIRIUSXM.COM/ACCT    888-635-5144 NY|SXM*SIRIUSXM.COM/ACCT|4899
1496|213016000078319|888-635-5144|NY|10012||USA|SXM*SIRIUSXM.COM/ACCT    888-635-5144 NY|SXM*SIRIUSXM.COM/ACCT|4899
1508|213016000078319|888-635-5144|NY|10012||US|SXM*SIRIUSXM.COM/ACCT    888-635-5144 NY|SXM*SIRIUSXM.COM/ACCT|4899
1510|213016000078319|888-635-5144|NY|10012||US|SXM*SIRIUSXM.COM/ACCT    888-635-5144 NY|SXM*SIRIUSXM.COM/ACCT|4899
1512|213016000078319|888-635-5144|NY|10012||US|SXM*SIRIUSXM.COM/ACCT    888-635-5144 NY|SXM*SIRIUSXM.COM/ACCT|4899
1516|213016000078319|888-635-5144|NY|10012||US|SXM*SIRIUSXM.COM/ACCT    888-635-5144 NY|SXM*SIRIUSXM.COM/ACCT|4899
1518|213016000078319|888-635-5144|NY|10012||USA|SXM*SIRIUSXM.COM/ACCT    888-635-5144 NY|SXM*SIRIUSXM.COM/ACCT|4899
1532|066688300019CS1|WEST LOS ANGE|CA|90049||US|VICENTE FOODS            WEST LOS ANGECA|VICENTE FOODS|5411
1537|22232222|WWW.DYSON.COM|IL|60654||US|DYSON 866 693 9766       WWW.DYSON.COMIL|DYSON 866 693 9766|5722
1539|4445002078642|NORTHRIDGE|CA|91324||US|PUBLIC STORAGE 20126     NORTHRIDGE   CA|PUBLIC STORAGE 20126|4225
1570|219041000207048|718-2097070|NY|11234||US|IN *DURI COSMETICS, INC  718-2097070  NY|IN *DURI COSMETICS, INC|7399
1576|650000004840123|COUNTRYCAT.NE|MN|56378||US|COUNTRY CAT-ONLINE       COUNTRYCAT.NEMN|COUNTRY CAT-ONLINE|5598
1577|4445091137992|972-550-2751|PA|19112||US|FREEPEOPLE.COM #2899     972-550-2751 PA|FREEPEOPLE.COM #2899|5651
1587|948907107000885|609-6430843|NJ|8628||US|FETCH PET CARE OF W. TREN609-6430843  NJ|FETCH PET CARE OF W. TREN|7299
1588|542929804846749|LA JOLLA|CA|92037||US|PIATTI RISTORANTE        LA JOLLA     CA|PIATTI RISTORANTE|5812
1613|948908211000015|WESTBOROUGH|MA|1581||US|JULIOSLIQUORS            WESTBOROUGH  MA|JULIOSLIQUORS|5921
1618|445120538993|929-224-4943|CA|91202||US|KICKSTARTER A BEAUTIFU   929-224-4943 CA|KICKSTARTER A BEAUTIFU|7333
1630|025500000222729|LOVELAND|CO|80538||US|SUBWAY        00222729   LOVELAND     CO|SUBWAY        00222729|5814
1664|23781682430|ANCHORAGE|AK|99503||US|FAIRFIELD INN&STES ANCHRGANCHORAGE    AK|FAIRFIELD INN&STES ANCHRG|3715
1665|329394750528492|HENDERSON|NV|89011||US|REFLECTION BAY GOLF COURSHENDERSON    NV|REFLECTION BAY GOLF COURS|7992
1683|06213823348ALJ1|BARTLETT|IL|60103||US|JEWEL #3348              BARTLETT     IL|JEWEL #3348|5411
1698|940003159883|LONE TREE|CO|80124||US|PACSUN #0214             LONE TREE    CO|PACSUN #0214|5699
1713|4445090573808|BELPRE|OH|45714||US|KROGER #799              BELPRE       OH|KROGER #799|5411
1717|559913701190524|SKOKIE|IL|60077||US|LULULEMON OLD ORCHARD    SKOKIE       IL|LULULEMON OLD ORCHARD|5691
1719|362406639884|URBANDALE|IA|50322||US|HOMEMAKER'S FURNITURE    URBANDALE    IA|HOMEMAKER'S FURNITURE|5712
1733|680001012661257|ARLINGTON|VA|22206||US|CARING HANDS ANIMAL HOSPIARLINGTON    VA|CARING HANDS ANIMAL HOSPI|742
1734|210996000015342|800-932-2732|TX|77002||US|UNITED      0162474470835800-932-2732 TX|UNITED      0162474470835|3000
1760|426696200027571|SANTA ROSA|CA|95401||US|INT*REVOLUTION SKATEBOARDSANTA ROSA   CA|INT*REVOLUTION SKATEBOARD|5999
1789|172196000167955|WEST GROVE|PA|19390||US|GIANT 6045               WEST GROVE   PA|GIANT 6045|5411
1812|277213482999|815-431-8100|IL|61350||US|CLOVER TECHNOLOGIES GRP  815-431-8100 IL|CLOVER TECHNOLOGIES GRP|5111
1820|238275700039901|LAGRANGE|TX|78945||US|BEST WESTERN LAGRANGE INNLAGRANGE     TX|BEST WESTERN LAGRANGE INN|3502
1841|52200046749|808-6432100|HI|96789||US|TIME WARNER OCEANIC CABLE808-6432100  HI|TIME WARNER OCEANIC CABLE|4899
1869|453021374997|LAKEWOOD|CO|80401||US|5092 KENNETH COLE        LAKEWOOD     CO|5092 KENNETH COLE|5661
1892|041800028806651|QUINCY|MA|2171||US|USPS 24004301728806651   QUINCY       MA|USPS 24004301728806651|9402
1900|200873000193409|800-326-5161|TX|75206||US|WMV*MATCH.COM            800-326-5161 TX|WMV*MATCH.COM|7273
1915|434501660881|860-289-9468|CT|6108||US|BROTHERS OIL COMPANY     860-289-9468 CT|BROTHERS OIL COMPANY|5983
1920|546984901223764|WEST ROXBURY|MA|2132||US|THE PAPER STORE 15       WEST ROXBURY MA|THE PAPER STORE 15|5111
1954|174235010991|480-726-8751|AZ|85248||US|ISAGENIX INTERNATIONAL   480-726-8751 AZ|ISAGENIX INTERNATIONAL|5499
1971|023607000974550|COUNCIL BLUFF|IA|51501||US|PETSMART INC 1943        COUNCIL BLUFFIA|PETSMART INC 1943|5995
2011|452016832993|BRONX|NY|10475||US|EXPRESS#2065             BRONX        NY|EXPRESS#2065|5621
2031|4445091049783|MIAMI|FL|33186||US|PUBLIX #835              MIAMI        FL|PUBLIX #835|5411
2041|345240145887|940-383-2665|TX|76201||US|CAMPUS BKSTR-VOERTMANS   940-383-2665 TX|CAMPUS BKSTR-VOERTMANS|5942
2044|021800000014175|GREAT FALLS|VA|22066||US|SAFEWAY  STORE00014175   GREAT FALLS  VA|SAFEWAY  STORE00014175|5411
2049|19-8013542173|PEMBROKE PINE|FL|33027||US|TOTAL WINE AND MORE 915  PEMBROKE PINEFL|TOTAL WINE AND MORE 915|5921
2086|334033621882|SCOTTSDALE|AZ|85254||US|MAGGIANOS SCOTTSDALE     SCOTTSDALE   AZ|MAGGIANOS SCOTTSDALE|5812
2110|452007618997|LAKE WALES|FL|33853||US|VICTORIA'S SECRET 0688   LAKE WALES   FL|VICTORIA'S SECRET 0688|5621
2119|948908099000001|520-2959750|AZ|85756||US|HORIZON SPA & POOL PARTS 520-2959750  AZ|HORIZON SPA & POOL PARTS|5996
2138|650000006747144|SAN FRANCISCO|CA|94108||US|PACIFIC EAR NOSE & THROATSAN FRANCISCOCA|PACIFIC EAR NOSE & THROAT|8011
2174|079747000192567|800-241-1188|DE|19803||USA|AUTO INSU                800-241-1188 DE|AUTO INSU|6300
2184|345629285882|SANTA CLARA|CA|95050||US|BOSE STORE SANTA CLARA   SANTA CLARA  CA|BOSE STORE SANTA CLARA|5732
2189|201001003016094|717-7338161|PA|17522||US|ROY W ZIMMERMAN & SONS   717-7338161  PA|ROY W ZIMMERMAN & SONS|5172
2192|174101933995|402-935-7733|CA|95131||US|PAYPAL *SLEONARD948      402-935-7733 CA|PAYPAL *SLEONARD948|5999
2208|4445002039925|ARLINGTON|VA|22207||US|HARRIS TEETER #0023      ARLINGTON    VA|HARRIS TEETER #0023|5411
2217|537873901190524|WOODMERE|OH|44122||US|LULULEMON ETON CHAGRIN   WOODMERE     OH|LULULEMON ETON CHAGRIN|5691
2230|21-8009422398|PEORIA|AZ|85382||US|LARRY MILLER TOYOTA      PEORIA       AZ|LARRY MILLER TOYOTA|5511
2245|260166122887|HOUSTON|TX|77024||US|TRUDY'S HALLMARK #20     HOUSTON      TX|TRUDY'S HALLMARK #20|5947
2321|2324718001199|MONROEVILLE|PA|15146||US|HOLIDAY INN -PITTSBURG   MONROEVILLE  PA|HOLIDAY INN -PITTSBURG|3501
2332|194073000192755|866-860-8906|WA|98134||USA|FILSON                   866-860-8906 WA|FILSON|5691
2335|540436504610940|DOLLAR THRIFT|IRL|0||IRL|CARHIRE                  DOLLAR THRIFTIRL|CARHIRE|7512
2341|4445002303024|CHESTERFIELD|MO|63017||US|DILLARD'S 302 CHESTERFIELCHESTERFIELD MO|DILLARD'S 302 CHESTERFIEL|5311
2348|452007357992|ROCKAWAY|NJ|7866||US|VICTORIA'S SECRET 0415   ROCKAWAY     NJ|VICTORIA'S SECRET 0415|5621
2359|4445013507061|RALEIGH|NC|27617||US|KOHL'S #706              RALEIGH      NC|KOHL'S #706|5311
2388|03-9500385795|HODGKINS|IL|60525||USA|MENARDS HODGKINS         HODGKINS     IL|MENARDS HODGKINS|5200
2415|4445900004387|WORCESTER|MA|1607||US|WM SUPERCENTER #4387     WORCESTER    MA|WM SUPERCENTER #4387|5411
2416|4445900004387|WORCESTER|MA|1607||US|WM SUPERCENTER #4387     WORCESTER    MA|WM SUPERCENTER #4387|5411
2433|4445011406520|PRINCETON|WV|24739||US|CRACKER BARREL #65 PRINCEPRINCETON    WV|CRACKER BARREL #65 PRINCE|5812
2435|205953000182343|800-435-9792|TX|75235||US|SOUTHWES    5262168537085800-435-9792 TX|SOUTHWES    5262168537085|3066
2468|205953000182343|800-435-9792|TX|75235||US|SOUTHWES    5262466478448800-435-9792 TX|SOUTHWES    5262466478448|3066
2472|313619150888|ANNAPOLIS|MD|21401||US|STRIDE RITE #1704        ANNAPOLIS    MD|STRIDE RITE #1704|5661
2478|520000071951|LOWVILLE|NY|13367||US|MILLERS MEAT MARKET      LOWVILLE     NY|MILLERS MEAT MARKET|5422
2496|295349332888|CHARLESTON|SC|29412||US|JAMES ISLAND DENTAL ASSO CHARLESTON   SC|JAMES ISLAND DENTAL ASSO|8021
2500|542929800060261|NEW ORLEANS|LA|70115||US|ROUSES MARKET # 26       NEW ORLEANS  LA|ROUSES MARKET # 26|5411
2503|4445001450809|PHOENIX|AZ|85016||US|FRYS-FOOD-DRG #129       PHOENIX      AZ|FRYS-FOOD-DRG #129|5411
2506|232473808359901|KANSAS CITY|MO|64151||US|AMC BARRYWOODS 24 #0118  KANSAS CITY  MO|AMC BARRYWOODS 24 #0118|7832
2532|015025004993|MELVILLE|NY|11747||US|DICK'S CLOTHING&SPORTING MELVILLE     NY|DICK'S CLOTHING&SPORTING|5655
2561|099000062880000|WILLOWBROOK|IL|60527||USA|SPORTS AUTHORI00006288   WILLOWBROOK  IL|SPORTS AUTHORI00006288|5941
2563|17-8016125828|NEW YORK|NY|10065||US|ARIEL OSTAD MD PC        NEW YORK     NY|ARIEL OSTAD MD PC|8011
2591|670396300170000|LONG BEACH|CA|90815||US|MARRIOTT HOTELS          LONG BEACH   CA|MARRIOTT HOTELS|3509
2592|670396300170000|LONG BEACH|CA|90815||US|MARRIOTT HOTELS          LONG BEACH   CA|MARRIOTT HOTELS|3509
2595|67107004962|LOUISVILLE|CO|80027||US|THE HOME DEPOT 1506      LOUISVILLE   CO|THE HOME DEPOT 1506|5200
2598|680710000987875|415-421-8497|CA|90010||US|TM *ADELE                415-421-8497 CA|TM *ADELE|7922
2615|0172743|CHENNAI||0||IN|MADAN SURGICAL CORPORA   CHENNAI|MADAN SURGICAL CORPORA|5047
2648|345229389886|ROSLINDALE|MA|2131||US|GUYS & GIRLS SALON       ROSLINDALE   MA|GUYS & GIRLS SALON|7230
2656|03-8024006531|STERLING HTS|MI|48314||US|THE TILE SHOP 015        STERLING HTS MI|THE TILE SHOP 015|5713
2664|418100015711|RHINEBECK|NY|12572||US|BAFAH INC DBA PAPER TRAILRHINEBECK    NY|BAFAH INC DBA PAPER TRAIL|5943
2677|670050800319901|CHICAGO|IL|60611||US|THE RITZ CARLTON F/B     CHICAGO      IL|THE RITZ CARLTON F/B|3710
2680|84870005906808|970-4917267|CO|80523||US|CSU ATHLETIC DEPT        970-4917267  CO|CSU ATHLETIC DEPT|8220
2683|227018648997|OKLAHOMA CITY|OK|73118||US|FOSSIL #648              OKLAHOMA CITYOK|FOSSIL #648|5944
2695|4445900005488|NORFOLK|VA|23505||US|WM SUPERCENTER #5488     NORFOLK      VA|WM SUPERCENTER #5488|5411
2709|445301506991|PETALUMA|CA|94952||US|SQ *ERIN WONG SKIN       PETALUMA     CA|SQ *ERIN WONG SKIN|7230
2724|174030072998|402-935-7733|CA|95131||US|PAYPAL *MODERNCOINM      402-935-7733 CA|PAYPAL *MODERNCOINM|5972
2740|345750651886|SCOTTSDALE|AZ|85253||US|GIFTS ANON INC           SCOTTSDALE   AZ|GIFTS ANON INC|5942
2746|4445011818617|YONKERS|NY|10710||US|WHOLEFDS YON 10343       YONKERS      NY|WHOLEFDS YON 10343|5411
