row_id|at_merchantid|at_transactioncity|at_transactionstateprovince|at_transactionpostalcode1|at_transactionpostalcode2|at_transactioncountrycode|at_transactiondescription|at_transactiondescription2|at_mcccode
246|009100000001924|CHICAGO|IL|60707||US|TARGET        00019240   CHICAGO      IL|TARGET        00019240|5411
262|08726144106MDF1|NEW YORK|NY|10036||US|MCDONALD'S F14106        NEW YORK     NY|MCDONALD'S F14106|5814
263|08726144106MDF1|NEW YORK|NY|10036||US|MCDONALD'S F14106        NEW YORK     NY|MCDONALD'S F14106|5814
281|006113900593SN1|ST CLOUD|MN|56301||US|COBORN'S SUPERSTORE      ST CLOUD     MN|COBORN'S SUPERSTORE|5411
289|334302521888|MAHOMET|IL|61853||US|DAIRY QUEEN #12473       MAHOMET      IL|DAIRY QUEEN #12473|5814
309|103001002319770|SANTA MONICA|CA|90401||US|SM CITY PARKING METERS   SANTA MONICA CA|SM CITY PARKING METERS|9399
310|103001002319770|SANTA MONICA|CA|90401||US|SM CITY PARKING METERS   SANTA MONICA CA|SM CITY PARKING METERS|9399
329|419100033978|727-498-8515|PA|19136||US|TROPIC PRO               727-498-8515 PA|TROPIC PRO|5967
330|279001015999|NEWTON|MA|2458||US|BERTUCCI'S #015          NEWTON       MA|BERTUCCI'S #015|5812
335|216264000053360|SAN JOSE|CA|95113||US|STARBUCKS #14251 SAN JOSESAN JOSE     CA|STARBUCKS #14251 SAN JOSE|5814
379|672716200159901|YARDLEY|PA|19067||US|DUNKIN #341350     Q35   YARDLEY      PA|DUNKIN #341350     Q35|5814
387|083700097504724|SAINT ALBANS|VT|5478||US|EXXONMOBIL    97504724   SAINT ALBANS VT|EXXONMOBIL    97504724|5541
393|000001671019896|NORMAL|IL|61790||US|ISU DINING-EINSTEIN BR   NORMAL       IL|ISU DINING-EINSTEIN BR|8220
394|06028813905MDF1|COLLEYVILLE|TX|76034||US|MCDONALD'S F33905        COLLEYVILLE  TX|MCDONALD'S F33905|5814
414|628044004380804|FORT WORTH|TX|76107||US|DAY BREAK CAFE & GRILL   FORT WORTH   TX|DAY BREAK CAFE & GRILL|5812
451|07-8002710526|TIGARD|OR|97224||US|REGAL CINEMAS BRIDGEPORT TIGARD       OR|REGAL CINEMAS BRIDGEPORT|7832
453|62402008|SAN JOSE||0||CR|LA AVISPA                SAN JOSE|LA AVISPA|5813
460|535671701170317|MANAHAWKIN|NJ|8050||US|SHOPRITE MANAHAWKIN S1   MANAHAWKIN   NJ|SHOPRITE MANAHAWKIN S1|5411
468|03844621033ICK1|FLOWER MOUND|TX|75028||US|CHICK-FIL-A  # 01033     FLOWER MOUND TX|CHICK-FIL-A  # 01033|5814
500|225182160997|WOODLAND HILL|CA|91364||US|POQUITO MAS        QPS   WOODLAND HILLCA|POQUITO MAS        QPS|5814
525|4445091024208|THE VILLAGES|FL|32162||US|PUBLIX 004               THE VILLAGES FL|PUBLIX 004|5411
533|086800000032227|LAKEWOOD|NJ|8701||US|DOLRTREE 3222 00032227   LAKEWOOD     NJ|DOLRTREE 3222 00032227|5331
534|372287726882|BOSTON|MA|2111||US|CHATIME                  BOSTON       MA|CHATIME|5814
550|859140886823|MUENCHEN 40||0||DE|TENGELMANN 51703         MUENCHEN 40|TENGELMANN 51703|5411
607|335051013886|CLAWSON|MI|48017||US|TACO BELL #3292          CLAWSON      MI|TACO BELL #3292|5814
628|08572141477MDF1|TAMPA|FL|33615||US|MCDONALD'S F1477         TAMPA        FL|MCDONALD'S F1477|5814
642|4445077000051|FITCHBURG|MA|1420||US|CVS/PHARMACY #00051      FITCHBURG    MA|CVS/PHARMACY #00051|5912
683|650000006785540|855-492-5538|CA|94105||US|GOOGLE *UBER             855-492-5538 CA|GOOGLE *UBER|4121
684|650000006785540|855-492-5538|CA|94105||US|GOOGLE *UBER             855-492-5538 CA|GOOGLE *UBER|4121
687|568545901376062|ASHEVILLE|NC|28801||US|ENMARK MERRI*            ASHEVILLE    NC|ENMARK MERRI*|5542
703|008788430340630|SAN FRANCISCO|CA|94117||US|LA BOULANGERIE DE SAN    SAN FRANCISCOCA|LA BOULANGERIE DE SAN|5814
737|086800000029702|PHOENIX|AZ|85024||US|DOLRTREE 2970 00029702   PHOENIX      AZ|DOLRTREE 2970 00029702|5331
738|67107015265|SUNSET VALLEY|TX|78745||US|THE HOME DEPOT #6570     SUNSET VALLEYTX|THE HOME DEPOT #6570|5200
745|191200853882|DENVER|CO|80211||US|ACE OF DENVER            DENVER       CO|ACE OF DENVER|5251
762|395709102324|HULU.COM/BILL|CA|90064||US|HLU*Hulu 24804897-U      HULU.COM/BILLCA|HLU*Hulu 24804897-U|4899
765|330031748883|MATTHEWS|NC|28105||US|SHELL OIL 57542558507    MATTHEWS     NC|SHELL OIL 57542558507|5542
782|067008776998|UNIONTOWN|PA|15401||US|KMART 4936               UNIONTOWN    PA|KMART 4936|5411
791|650000007857280|BILLINGS|MT|59102||US|3 GS STORE 7             BILLINGS     MT|3 GS STORE 7|5541
798|226003299998|MONTEREY|CA|93940||US|TRADER JOE'S #204  QPS   MONTEREY     CA|TRADER JOE'S #204  QPS|5411
802|08246913314CVE1|ORLANDO|FL|32801||US|PANERA BREAD #3314       ORLANDO      FL|PANERA BREAD #3314|5814
827|452015341996|BRIDGEVILLE|PA|15017||US|RITE AID STORE #10892    BRIDGEVILLE  PA|RITE AID STORE #10892|5912
837|345824723885|LEESBURG|VA|20176||USA|NEW ENGLAND COFFEE  56   LEESBURG     VA|NEW ENGLAND COFFEE  56|5814
839|313052807887|PHILADELPHIA|PA|19154||US|BIMBO BAKERIES 6012      PHILADELPHIA PA|BIMBO BAKERIES 6012|5499
852|4445100049569|LAKE WORTH|FL|33463||USA|WALGREENS #4956          LAKE WORTH   FL|WALGREENS #4956|5912
874|189224000762203|800-315-5335|WA|98281||US|ABEBOOKS.COM             800-315-5335 WA|ABEBOOKS.COM|5192
877|188418000053360|MOUNTAIN VIEW|CA|94040||US|SQ *THE POSH BAGEL MT. VIMOUNTAIN VIEWCA|SQ *THE POSH BAGEL MT. VI|5499
883|4445091021378|LOS ANGELES|CA|90024||US|RALPHS #0759             LOS ANGELES  CA|RALPHS #0759|5411
891|238956800159901|PLEASANTVILLE|NY|10570||US|DUNKIN #346154     Q35   PLEASANTVILLENY|DUNKIN #346154     Q35|5814
896|0657098|JERUSALEM||0||IL|SUPER PHARM GIVAT SHAUL  JERUSALEM|SUPER PHARM GIVAT SHAUL|5912
897|422050993886|MERRILLVILLE|IN|46410||US|BP#9738477L216 LUKE OIL  MERRILLVILLE IN|BP#9738477L216 LUKE OIL|5541
911|4445011873133|SAN DIEGO|CA|92110||US|BIG LOTS STORES - #4038  SAN DIEGO    CA|BIG LOTS STORES - #4038|5310
915|542814080105157|LEAGUE CITY|TX|77573||US|DEE'S BEST DONUTS        LEAGUE CITY  TX|DEE'S BEST DONUTS|5812
923|395700099900|877-8744786|FL|33401||USA|LOH*LEARNOURHISTORY      877-8744786  FL|LOH*LEARNOURHISTORY|5968
930|224700000221989|GILBERT|AZ|85296||US|MICHAELS STORES 5701     GILBERT      AZ|MICHAELS STORES 5701|5970
943|525236401119176|ST. LOUIS|MO|63101||US|DNCSS ST. LOUIS FB RET   ST. LOUIS    MO|DNCSS ST. LOUIS FB RET|5947
951|4445197805135|JENISON|MI|49428||US|WENDY'S - #51            JENISON      MI|WENDY'S - #51|5814
978|4445013624353|NASHVILLE|TN|37209||US|KROGER #547              NASHVILLE    TN|KROGER #547|5411
984|048200947991|SHERMAN|TX|75092||USA|WAL-MART #0947           SHERMAN      TX|WAL-MART #0947|5411
998|4445013508739|866-887-8884|OH|45044||US|WWW.KOHLS.COM #0873      866-887-8884 OH|WWW.KOHLS.COM #0873|5311
1006|650000006902525|PHILADELPHIA|PA|19104||US|PPA ON STREET METERS (P) PHILADELPHIA PA|PPA ON STREET METERS (P)|7523
1015|510165400102182|STERLING HTS|MI|48310||US|FRANKLIN DRUG`S          STERLING HTS MI|FRANKLIN DRUG`S|5499
1022|329074652994|SAN JOSE|CA|95112||US|HAPPY HOLLOW SPEC EVENTS SAN JOSE     CA|HAPPY HOLLOW SPEC EVENTS|9399
1027|025500000203786|WEST HILLS|CA|91307||US|SUBWAY        00203786   WEST HILLS   CA|SUBWAY        00203786|5814
1028|02012013998UDW1|W SACRAMENTO|CA|95605||US|CIRCLE A FOOD STORE      W SACRAMENTO CA|CIRCLE A FOOD STORE|5541
1029|053100010811503|SOUTH AMBOY|NJ|8879||US|STARBUCKS GS-P10811503   SOUTH AMBOY  NJ|STARBUCKS GS-P10811503|5814
1065|4445077005090|LANCASTER|PA|17603||US|CVS/PHARMACY #05090      LANCASTER    PA|CVS/PHARMACY #05090|5912
1086|093700011136686|PASADENA|CA|91101||US|EUREST   BOFA 11136686   PASADENA     CA|EUREST   BOFA 11136686|5814
1089|395709102324|HULU.COM/BILL|CA|90064||US|HLU*HULU 54678845-U      HULU.COM/BILLCA|HLU*HULU 54678845-U|4899
1104|542929802067447|WHITEHALL|PA|18052||US|SPEEDWAY 06744           WHITEHALL    PA|SPEEDWAY 06744|5541
1116|008788430111034|NEW YORK|NY|10018||US|PITOPIA                  NEW YORK     NY|PITOPIA|5814
1122|08248645592MDF1|LYTLE|TX|78052||US|MCDONALD'S F25592        LYTLE        TX|MCDONALD'S F25592|5814
1131|02011720004QCF1|HIGHLAND PARK|NJ|8904||US|QUICK CHEK FOOD STR      HIGHLAND PARKNJ|QUICK CHEK FOOD STR|5499
1134|671070102417215|GOLDEN|CO|80401||US|THE HOME DEPOT 1522      GOLDEN       CO|THE HOME DEPOT 1522|5200
1163|245926000150655|877-650-4249|AL|36602||US|GTLES.NET COLLECT FEE    877-650-4249 AL|GTLES.NET COLLECT FEE|4814
1176|242661000053360|NEW ALBANY|IN|47150||US|SQ *PHIL'S GRILL         NEW ALBANY   IN|SQ *PHIL'S GRILL|5812
1177|06170710268SUW1|FREMONT|CA|94538||US|SPROUTS FARMERS MAR      FREMONT      CA|SPROUTS FARMERS MAR|5411
1189|4445077007213|MATTHEWS|NC|28104||US|CVS/PHARMACY #07213      MATTHEWS     NC|CVS/PHARMACY #07213|5912
1190|010500000106260|IOWA CITY|IA|52246||US|STAPLES       00106260   IOWA CITY    IA|STAPLES       00106260|5943
1201|395709102324|HULU.COM/BILL|CA|90064||US|HLU*HULU 76037572-U      HULU.COM/BILLCA|HLU*HULU 76037572-U|4899
1211|086800000027029|LOS LUNAS|NM|87031||US|DOLRTREE 2702 00027029   LOS LUNAS    NM|DOLRTREE 2702 00027029|5331
1218|232473824019901|LAKE BUENA VI|FL|32830||US|AMC DWTN DISNEY 24 #0572 LAKE BUENA VIFL|AMC DWTN DISNEY 24 #0572|7832
1223|334266031882|STANFORD|CA|94305||US|COUPA CAFE GREEN LIBRARY STANFORD     CA|COUPA CAFE GREEN LIBRARY|5814
1244|671070197629393|BROOMFIELD|CO|80020||US|THE HOME DEPOT #1548     BROOMFIELD   CO|THE HOME DEPOT #1548|5200
1255|650000005359701|PASADENA|CA|91105||US|76 00380295              PASADENA     CA|76 00380295|5541
1287|041800018800888|CAMBRIDGE|MA|2142||US|USPS 24010695518800888   CAMBRIDGE    MA|USPS 24010695518800888|9402
1303|345282827889|8606685272|CT|6078||US|EXECUTIVE VALET PARKING  8606685272   CT|EXECUTIVE VALET PARKING|7523
1307|345359805883|SAN FRANCISCO|CA|94123||US|MARINA PIZZA AND CAFFE   SAN FRANCISCOCA|MARINA PIZZA AND CAFFE|5812
1311|008788430030899|LONDONDERRY|NH|3053||US|CAFE SERVICES - PTC      LONDONDERRY  NH|CAFE SERVICES - PTC|5814
1316|479020972994|THORNTON|CO|80233||US|CARL'S JR #7670    Q87   THORNTON     CO|CARL'S JR #7670    Q87|5814
1317|461682000533398|MARGATE|FL|33063||US|BAGEL TIME RESTAURANT    MARGATE      FL|BAGEL TIME RESTAURANT|5812
1345|4445011845784|800-252-1775|IL|62702||US|ILLINOIS STATE LOTTERY   800-252-1775 IL|ILLINOIS STATE LOTTERY|9399
1371|4445155336958|MANSFIELD|OH|44907||US|KROGER #836              MANSFIELD    OH|KROGER #836|5411
1388|4445100046995|DELAND|FL|32724||US|WALGREENS #4699          DELAND       FL|WALGREENS #4699|5912
1396|427169150997|YSLETA DEL SU|TX|79907||US|SPEAKING ROCK ENT        YSLETA DEL SUTX|SPEAKING ROCK ENT|5812
1400|4445155336917|HILLIARD|OH|43026||US|KROGER #867              HILLIARD     OH|KROGER #867|5411
1403|099300008009409|LAKE DALLAS|TX|75065||US|QT 940        08009409   LAKE DALLAS  TX|QT 940        08009409|5541
1416|036400000196683|FAIRFAX|VA|22033||US|TACO BELL 001900196683   FAIRFAX      VA|TACO BELL 001900196683|5814
1453|4445900005366|MELBOURNE|FL|32901||US|WM SUPERCENTER #5366     MELBOURNE    FL|WM SUPERCENTER #5366|5411
1455|4445001404376|PORTLAND|OR|97203||US|FRED-MEYER #0255         PORTLAND     OR|FRED-MEYER #0255|5411
1464|535652101170206|JERSEY CITY|NJ|7302||US|SHOPRITE METRO PLZA S1   JERSEY CITY  NJ|SHOPRITE METRO PLZA S1|5411
1466|535652101170206|JERSEY CITY|NJ|7302||US|SHOPRITE METRO PLZA S1   JERSEY CITY  NJ|SHOPRITE METRO PLZA S1|5411
1467|07-8023813309|COLUMBUS|OH|43212||US|DAIRY QUEEN              COLUMBUS     OH|DAIRY QUEEN|5814
1468|07-8023813309|COLUMBUS|OH|43212||US|DAIRY QUEEN              COLUMBUS     OH|DAIRY QUEEN|5814
1479|008788430175690|NEW YORK|NY|10012||USA|TENOVERTEN               NEW YORK     NY|TENOVERTEN|7298
1480|059342000228783|888-872-8121|IL|61615||US|CP *TRAVLRS8888728121    888-872-8121 IL|CP *TRAVLRS8888728121|9399
1481|557683301292340|GERMANTOWN|MD|20874||US|BAJA FRESH #94           GERMANTOWN   MD|BAJA FRESH #94|5814
1534|178045709999|RCH CUCAMONGA|CA|91730||US|JACK IN THE BOX #3522    RCH CUCAMONGACA|JACK IN THE BOX #3522|5814
1542|011100000003624|VINTON|LA|70668||US|LOVE S COUNTRY00003624   VINTON       LA|LOVE S COUNTRY00003624|5542
1543|021942052|KITCHENER|ON|0||CA|BALZAC'S COFFEE LTD      KITCHENER    ON|BALZAC'S COFFEE LTD|5814
1546|093700011302122|HOUSTON|TX|77032||US|EUREST AT OB2 11302122   HOUSTON      TX|EUREST AT OB2 11302122|5814
1560|000087882865875|ROYAL OAK|MI|48067||US|DOUGLAS J AVEDA INSTIT   ROYAL OAK    MI|DOUGLAS J AVEDA INSTIT|7230
1563|14-8023036877|STONY BROOK|NY|11794||US|SBUMC MARKET PLACE       STONY BROOK  NY|SBUMC MARKET PLACE|5812
1594|641110042406762|PORTLAND|OR|97209||US|KEN'S ARTISAN BAKERY     PORTLAND     OR|KEN'S ARTISAN BAKERY|5462
1666|542929801800814|HURST|TX|76053||US|BRAUMS #81               HURST        TX|BRAUMS #81|5812
1670|313042915881|PORTLAND|OR|97266||US|FRANZ FAMILY BAKERY 9015 PORTLAND     OR|FRANZ FAMILY BAKERY 9015|5462
1720|4445077007348|GREENVILLE|SC|29605||US|CVS/PHARMACY #07348      GREENVILLE   SC|CVS/PHARMACY #07348|5912
1723|041800032243685|GOWER|MO|64454||US|USPS 28319204532243685   GOWER        MO|USPS 28319204532243685|9402
1744|4445100128819|LOS ANGELES|CA|90013||US|WALGREENS #12881         LOS ANGELES  CA|WALGREENS #12881|5912
1747|02672890008PCC1|CLOVERDALE|CA|95425||US|GOLDEN GATE PETROLEUM    CLOVERDALE   CA|GOLDEN GATE PETROLEUM|5541
1750|009100000002307|GLENDALE|CA|91210||US|TARGET        00023077   GLENDALE     CA|TARGET        00023077|5411
1751|009100000002307|GLENDALE|CA|91210||US|TARGET        00023077   GLENDALE     CA|TARGET        00023077|5411
1762|011100000002659|CASA GRANDE|AZ|85122||US|LOVE S COUNTRY00002659   CASA GRANDE  AZ|LOVE S COUNTRY00002659|5541
1776|249001664997|LA VERNE|CA|91750||US|JOANN FABRIC #1288       LA VERNE     CA|JOANN FABRIC #1288|5949
1778|00638760001CFO1|OKLAHOMA CITY|OK|73162||US|CREST FOODS #6  .        OKLAHOMA CITYOK|CREST FOODS #6|5411
1780|539334901190263|FORT WORTH|TX|76108||US|GREAT CLIPS 9291         FORT WORTH   TX|GREAT CLIPS 9291|7230
1791|086800000055574|HOUSTON|TX|77073||US|DOLRTREE 5557 00055574   HOUSTON      TX|DOLRTREE 5557 00055574|5331
1792|17-8022948593|NEW YORK|NY|10022||US|TREEHAUS                 NEW YORK     NY|TREEHAUS|5814
1816|0020209800|HARKER HEIGHT|TX|76548||US|CHEVRON 00202098         HARKER HEIGHTTX|CHEVRON 00202098|5541
1819|498021513888|HOUSTON|TX|77002||US|LAZ PARKING 110144       HOUSTON      TX|LAZ PARKING 110144|7523
1829|06170710314SUW1|DENVER|CO|80212||US|SPROUTS FARMERS MAR      DENVER       CO|SPROUTS FARMERS MAR|5411
1840|330013524880|NEW BERN|NC|28562||US|SHELL OIL 57522532605    NEW BERN     NC|SHELL OIL 57522532605|5542
1850|294000002941000|SIGATOKA||0||FJ|TAPPOO LIMITED           SIGATOKA|TAPPOO LIMITED|5311
1858|4445012970251|NORTH BERGN|NJ|7047||US|U-HAUL CENTER OF NORTH BENORTH BERGN  NJ|U-HAUL CENTER OF NORTH BE|7513
1863|650000005240471|HOUSTON|TX|77087||US|CHANGE POINT LAUNDRY PYMTHOUSTON      TX|CHANGE POINT LAUNDRY PYMT|7211
1876|846167230883|CHICAGO|IL|60654||US|GARRETT POPCORN SHOP     CHICAGO      IL|GARRETT POPCORN SHOP|5441
1893|4445091178186|SEBRING|FL|33870||US|OFFICE DEPOT #2362       SEBRING      FL|OFFICE DEPOT #2362|5943
1899|200873000193409|800-326-5161|TX|75206||US|WMV*MATCH.COM            800-326-5161 TX|WMV*MATCH.COM|7273
1901|06096890001GIG1|PORT CHESTER|NY|10573||US|VILLAGE OF PORT CHESTE   PORT CHESTER NY|VILLAGE OF PORT CHESTE|7523
1903|160146000762203|AMZN.COM/bill|WA|98144||US|Amazon Digital Svcs      AMZN.COM/billWA|Amazon Digital Svcs|5735
1905|160146000762203|AMZN.COM/bill|WA|98144||US|Amazon Digital Svcs      AMZN.COM/billWA|Amazon Digital Svcs|5735
1906|160146000762203|AMZN.COM/bill|WA|98144||US|Amazon Digital Svcs      AMZN.COM/billWA|Amazon Digital Svcs|5735
1907|160146000762203|AMZN.COM/bill|WA|98144||US|Amazon Digital Svcs      AMZN.COM/billWA|Amazon Digital Svcs|5735
1908|160146000762203|AMZN.COM/bill|WA|98144||US|Amazon Digital Svcs      AMZN.COM/billWA|Amazon Digital Svcs|5735
1911|160146000762203|AMZN.COM/bill|WA|98144||US|Amazon Digital Svcs      AMZN.COM/billWA|Amazon Digital Svcs|5735
1917|000900001000058|OAK BROOK|IL|60521||US|J ALEXANDERS  01000058   OAK BROOK    IL|J ALEXANDERS  01000058|5812
1921|825292919883|BETHESDA|MD|20817||US|AUNTE ANNES              BETHESDA     MD|AUNTE ANNES|5814
1923|205953000182343|800-435-9792|TX|75235||US|SOUTHWES    5262164243975800-435-9792 TX|SOUTHWES    5262164243975|3066
1925|345012190889|COLLEGE PARK|MD|20742||US|PANDA EXPRESS #802       COLLEGE PARK MD|PANDA EXPRESS #802|5814
1944|057900023050925|ALBANY|NY|12222||US|518 MARKET    23050925   ALBANY       NY|518 MARKET    23050925|5814
1946|000000020642700|SEATTLE|WA|98148||US|CHEVRON 00206427         SEATTLE      WA|CHEVRON 00206427|5542
1950|178045901992|LA CANADA|CA|91011||US|JACK IN THE BOX #0303    LA CANADA    CA|JACK IN THE BOX #0303|5814
1980|295291909881|GRAND FORKS|ND|58201||US|CANAD INNS GRAND FO      GRAND FORKS  ND|CANAD INNS GRAND FO|5812
1983|183469000167955|NORTH READING|MA|1864||US|STOP & SHOP 2406         NORTH READINGMA|STOP & SHOP 2406|5411
2005|023936000192138|877-762-7815|CA|92123||US|J2 *INTERNETFAXSERVICE   877-762-7815 CA|J2 *INTERNETFAXSERVICE|5968
2010|08317495568MDF1|HOUSTON|TX|77007||US|MCDONALD'S F35568        HOUSTON      TX|MCDONALD'S F35568|5814
2051|498224652889|FREDERICK|MD|21704||US|SAVE SMART               FREDERICK    MD|SAVE SMART|5999
2058|546913001224137|HOUSTON|TX|77032||US|BUSH INTL ARPT DE10Q75   HOUSTON      TX|BUSH INTL ARPT DE10Q75|7523
2059|546913001224137|HOUSTON|TX|77032||US|BUSH INTL ARPT DE10Q75   HOUSTON      TX|BUSH INTL ARPT DE10Q75|7523
2060|4445077002130|LAKEWOOD|NJ|8701||US|CVS/PHARMACY #02130      LAKEWOOD     NJ|CVS/PHARMACY #02130|5912
2070|19-8000266935|MURFREESBORO|TN|37131||US|ARAMARK SVC CO STATE FARMMURFREESBORO TN|ARAMARK SVC CO STATE FARM|5947
2075|255504000248258|FORT MYERS|FL|19355||US|USA*SNACK SODA VENDING   FORT MYERS   FL|USA*SNACK SODA VENDING|5814
2085|03844622483ICK1|POMPANO BEACH|FL|33062||US|CHICK-FIL-A #02483       POMPANO BEACHFL|CHICK-FIL-A #02483|5814
2092|329244953991|THINKGEEK.COM|VA|22030||US|THINKGEEK INC            THINKGEEK.COMVA|THINKGEEK INC|5699
2118|529194501129226|LAGUNA BEACH|CA|92651||US|CITY OF LAGUNA BEACH I   LAGUNA BEACH CA|CITY OF LAGUNA BEACH I|9399
2122|06176380137WE11|STATE COLLEGE|PA|16801||US|WEIS MARKETS #137 S      STATE COLLEGEPA|WEIS MARKETS #137 S|5411
2125|188097000103177|GOOGLE.COM/CH|CA|94043||US|GOOGLE *Minecraft        GOOGLE.COM/CHCA|GOOGLE *Minecraft|7399
2129|4445091048173|SACRAMENTO|CA|95834||US|FOODSCO #0355    SE2     SACRAMENTO   CA|FOODSCO #0355    SE2|5411
2130|313063210881|IRMO|SC|29063||US|HARDEE'S 1501744         IRMO         SC|HARDEE'S 1501744|5814
2131|0030577800|ONTARIO|CA|91761||US|CHEVRON 00305778         ONTARIO      CA|CHEVRON 00305778|5541
2141|03844621939ICK1|CARMEL|IN|46032||US|CHICK-FIL-A #01939       CARMEL       IN|CHICK-FIL-A #01939|5814
2154|226015165997|SANTA ANA|CA|92703||US|OC PARKING CIVIC CTR     SANTA ANA    CA|OC PARKING CIVIC CTR|7523
2159|445270341990|646-839-8575|NY|10014||US|INSTAPAPER               646-839-8575 NY|INSTAPAPER|5734
2187|650000004797539|CHICAGO|IL|60642||US|7-ELEVEN 33956           CHICAGO      IL|7-ELEVEN 33956|5541
2199|335166631887|PLEASANTON|CA|94588||US|AUNTIE ANNE'S CA157      PLEASANTON   CA|AUNTIE ANNE'S CA157|5814
2207|4445002039925|ARLINGTON|VA|22207||US|HARRIS TEETER #0023      ARLINGTON    VA|HARRIS TEETER #0023|5411
2209|569246701379842|PORTLAND|ME|4101||US|CITY OF PORTLAND         PORTLAND     ME|CITY OF PORTLAND|7523
2220|345010464880|PORTLAND|OR|97218||US|PANDA EXPRESS 321        PORTLAND     OR|PANDA EXPRESS 321|5814
2221|08317496333MDF1|HOUSTON|TX|77007||US|MCDONALD'S F36333        HOUSTON      TX|MCDONALD'S F36333|5814
2224|037800098707268|FORT MYERS|FL|33913||US|EXXONMOBIL    98707268   FORT MYERS   FL|EXXONMOBIL    98707268|5542
2229|008788430032426|LISBON|OH|44432||US|ITALO'S PIZZA            LISBON       OH|ITALO'S PIZZA|5812
2259|650000004781970|LAS VEGAS|NV|89117||US|7-ELEVEN 27904           LAS VEGAS    NV|7-ELEVEN 27904|5541
2277|025500000054312|BOISE|ID|83706||US|SUBWAY        00054312   BOISE        ID|SUBWAY        00054312|5814
2279|395707132903|877-4816843|LA|70544||US|NCOURT * SERVICE FEE     877-4816843  LA|NCOURT * SERVICE FEE|9211
2286|07-9117674789|RICHLAND|WA|99354||US|OCTOPUS GARDEN GIFT SHOP RICHLAND     WA|OCTOPUS GARDEN GIFT SHOP|5947
2289|216264000053360|San Antonio|TX|78218||US|STARBUCKS #13357 SAN ANTOSan Antonio  TX|STARBUCKS #13357 SAN ANTO|5814
2291|237936723122002|ORLANDO|FL|32836||US|COURTYARD BY MARRIOTT-LBKORLANDO      FL|COURTYARD BY MARRIOTT-LBK|3690
2298|041800035501352|BOISE|ID|83702||US|USPS 15093000635501352   BOISE        ID|USPS 15093000635501352|9402
2302|094100000141077|MONROEVILLE|PA|15146||US|RADIOSHACK COR00141077   MONROEVILLE  PA|RADIOSHACK COR00141077|5732
