row_id|at_merchantid|at_transactioncity|at_transactionstateprovince|at_transactionpostalcode1|at_transactionpostalcode2|at_transactioncountrycode|at_transactiondescription|at_transactiondescription2|at_mcccode
11934||||||||PAYPAL           |
11936||||||||NPDB QUERY            |
11940||||||||LING LI          |
11968|||||||| PPX ...0761 transaction#: 4|
11991||||||||Acorns Investmen |
12013||||||||AMERICAN EXPRESS |
12077||||||||NUUVEM JOGOS DIG |
12079||||||||BANK OF AMERICA  |
12151||||||||PAYPAL           |
12190||||||||WEBTRANS         |
12227||||||||PROSPER MARKETPL |
12237||||||||AMERICAN EXPRESS |
12270||||||||PAYPAL           |
12288||||||||MERCHANT BNKCD        |
12317||||||||QIU LIAN YANG    |
12342||||||||Bank of America  |
12398||||||||PAYPAL           |
12409||||||||FARMERS N W LIFE |
12444||||||||CITI CARD ONLINE |
12453||||||||PAYPAL           |
12469||||||||5/3 BANKCARD SYS      |
12541||||||||PAYPAL           |
12604||||||||RCN              |
12607||||||||XXX88899912      |
12674||||||||JPMorgan Chase   |
12722||||||||GERBER LIFE INS  |
12746||||||||PAYPAL           |
12751||||||||CAPITAL ONE      |
12763||||||||OLLECTION 1171695562      CC|
12818||||||||BILLMATRIX       |
12831||||||||PAYPAL           |
12899||||||||PGANDE           |
12913||||||||GMF Lease        |
12921||||||||PAYPAL           |
12965||||||||PAYPAL           |
12975||||||||Acorns Investmen |
13028||||||||FEDLOANSERVICING |
13048||||||||HRTLAND PMT SYS  |
13086||||||||DISCOVER         |
13106||||||||HRTLAND PMT SYS  |
13128||||||||TRIBAIR INC.     |
13140||||||||NPDB QUERY            |
13147||||||||Acorns Investmen |
13177||||||||JPMorgan Chase   |
13200||||||||TSYS             |
13224||||||||AD&D 8558829536  |
13228||||||||PAYPAL           |
13239||||||||PAYPAL           |
13315||||||||PAYPAL           |
13327||||||||NAVIENT          |
13477||||||||JIAN WU          |
13614||||||||FU TANG LIU      |
13695||||||||PAYPAL           |
13705||||||||BILLMATRIX       |
13712||||||||BANK OF AMERICA       |
13714||||||||PAYPAL           |
13755||||||||MERCHANT BNKCD   |
13978||||||||TOPSALESLILY     |
14002||||||||PAYPAL           |
14043||||||||PAYPAL           |
14061||||||||BANK OF AMERICA       |
14089||||||||GROUPON INC           |
14110||||||||CITI CARD ONLINE |
14130||||||||HUAI QUN HUANG   |
14171||||||||ANYTIME FIT  ABC |
14215||||||||CAPITAL ONE      |
14235||||||||Tran Fee         |
14263||||||||TD AMERITRADE    |
14351||||||||EC072014  398191          PP|
14385||||||||CAPITAL ONE      |
14394||||||||ANTHEM BLUECROSS |
14415||||||||PAYPAL           |
14430||||||||MCGINLEY,RALPH T |
14471||||||||HOUSEHOLDADPROTE |
14578||||||||NPDB QUERY            |
14579||||||||PAYPAL           |
14641||||||||BILLMATRIX       |
14643||||||||PAYPAL           |
14656||||||||PAYPAL           |
14769||||||||PAYMENTECH            |
14816||||||||PAYPAL           |
14919||||||||NAVI ED SERV WEB |
14921||||||||MERCHANT BANKCD  |
14938||||||||PAYPAL           |
14939||||||||PAYPAL           |
14982||||||||BANKCARD-8779    |
14983||||||||MERCHANT BNKCD   |
15024||||||||  MMA ...1552 transaction#: |
15054||||||||YUE GUO          |
15058||||||||BANKCARD         |
15077||||||||WELLDONEGET3     |
15079|||||||| PPX ...2881 transaction#: 4|
15097||||||||PAYPAL           |
15113||||||||PAYPAL           |
15124||||||||HAPPY-SHOPPING20 |
15156||||||||PAYPAL           |
15169||||||||BANKCARD-8779    |
15174||||||||PAYPAL           |
15231||||||||JustPayIt Conv T |
15236||||||||OFFICIAL PAYMENT |
15238||||||||Home Service (US |
15300||||||||VENMO            |
15321||||||||PAYPAL           |
15367||||||||TROWEPRICE       |
15368||||||||PAYPAL           |
15372||||||||NPDB QUERY            |
15391||||||||PAYPAL           |
15408||||||||BANKCRD          |
15495||||||||PAYPAL           |
15498||||||||BILLMATRIX       |
15510||||||||PAYPAL           |
15615||||||||PAYMENTECH       |
15665||||||||5/3 BANKCARD SYS      |
15687||||||||Acorns Investmen |
15696||||||||CAREINGTON GTWLL |
15709||||||||PAYPAL           |
15720||||||||PAYPAL           |
15779||||||||JELLYCREWUS      |
15825||||||||PAYPAL           |
15884||||||||USAA P&C         |
15937||||||||CTS HOLDINGS,LLC |
15939||||||||PAYPAL           |
15989||||||||5/3 BANKCARD SYS      |
16011||||||||PAYPAL           |
16063||||||||L A FITNESS      |
16115||||||||PAYPAL           |
16117||||||||YAN-YRD          |
16130||||||||PAYPAL           |
16241||||||||JPMorgan Chase   |
16305||||||||Caremark Mail    |
16340||||||||K OF C LIFE PREM |
16351||||||||PAYPAL           |
16385||||||||PAYPAL           |
16409||||||||PAYPAL           |
16481||||||||ard ending in 7423|
16486||||||||VENMO            |
16515||||||||MERCHANT BANKCD  |
16537||||||||PAYPAL           |
16602||||||||PAYPAL           |
16713||||||||TARGET DEBIT CRD |
16714||||||||SUNTRUST MERCHNT |
16799||||||||PAYPAL           |
16908||||||||PAYPAL           |
16911||||||||PAYMENTECH       |
17009||||||||WEBTRANS         |
17063||||||||American Express |
17126||||||||PAYPAL           |
17155||||||||PAYPAL           |
17199||||||||TARGET DEBIT CRD |
17240||||||||PAYPAL           |
17298||||||||GROUPON INC           |
17315||||||||PAYPAL           |
17358||||||||BANK OF AMERICA  |
17446||||||||PAYPAL           |
17456||||||||BILLMATRIX       |
17498||||||||VENMO            |
17510||||||||MTATB REBILL AC A|
17542||||||||BILLMATRIX       |
17557||||||||PAYPAL           |
17583||||||||PAYPAL           |
17693||||||||ard ending in 3419|
17716||||||||BA Merchant Sv.  |
17722||||||||PAYPAL           |
17728||||||||PAYPAL           |
17793||||||||TD AMERITRADE    |
17839||||||||ERIFYBANK                 PP|
18019||||||||ard ending in 7693|
18108||||||||Acorns Investmen |
18128||||||||PAYPAL           |
18234||||||||VENMO            |
18420||||||||MERCHANT BNKCD        |
18437||||||||PAYPAL           |
18495||||||||PAYPAL           |
18555||||||||BANK OF AMERICA  |
18574||||||||PAYPAL           |
18610||||||||PAYPAL           |
18664||||||||5/3 BANKCARD SYS      |
18684||||||||PAYPAL           |
18746||||||||GERBER LIFE INS  |
18813||||||||PAYPAL           |
18828||||||||Square Inc       |
18859||||||||PAYPAL           |
18864||||||||PAYPAL           |
18869||||||||JIAYAO CHEN      |
18882||||||||AMERICAN EXPRESS |
18987||||||||PAYPAL           |
19068||||||||AMAZON MARKETPLA |
19078||||||||American Express |
19138||||||||BILLMATRIX       |
19149||||||||PAYPAL           |
19196||||||||TROWEPRICE       |
19241||||||||PAYPAL           |
19285||||||||PAYPAL           |
19323||||||||PAYPAL           |
19335||||||||CBOX             |
19339||||||||MERCHANT BNKCD        |
19358||||||||VENMO            |
19408||||||||PAYPAL           |
19427||||||||COMED                 |
19438||||||||PAYPAL           |
19441||||||||PAYPAL           |
19492||||||||MERCHANTWHS2     |
19536||||||||MTATB REBILL AC A|
19551||||||||PAYPAL           |
19604||||||||PAYPAL           |
19605||||||||AMAZON MARKETPLA |
19639||||||||PAYMENTECH       |
19685||||||||THE GAS COMPANY  |
19696||||||||PAYMENTECH       |
19723||||||||Reliant Energy   |
19773||||||||FINGERHUT        |
19777||||||||PAYPAL           |
19781||||||||CLUB SYSTEMS     |
19843||||||||Tran Fee         |
19854||||||||PAYPAL           |
19857||||||||BANKCARD         |
19865||||||||1-800-438-1771   |
19868||||||||PAYPAL           |
19873||||||||PAYPAL           |
19882||||||||BILLMATRIX       |
19901||||||||PAYPAL           |
19928||||||||PAYPAL           |
19942||||||||AmericanWater    |
19952||||||||PAYPAL           |
19957||||||||PAYPAL           |
19993||||||||PAYPAL           |
20009||||||||FDMS OKB         |
20039||||||||PAYPAL           |
20124||||||||ard ending in 6333|
20148||||||||PAYPAL           |
20170||||||||USAA.COM PAYMNT  |
20190||||||||PAYPAL           |
20200||||||||TSYS             |
20233||||||||PAYPAL           |
20271||||||||PAYMENTECH            |
20293||||||||ard ending in 5588|
20365||||||||VENMO            |
20382||||||||IRCLE                     PP|
20424||||||||VENMO            |
20425||||||||BANKCARD         |
20471||||||||PAYPAL           |
20506||||||||SUSUWAY          |
20524||||||||DISCOVER         |
20581||||||||PAYPAL           |
20611||||||||AM TESTING & SER |
20630||||||||GERBER LIFE INS  |
20635||||||||DISCOVER NETWORK      |
20660||||||||BANK OF AMERICA       |
20698||||||||BILLMATRIX       |
20702||||||||BEHAPPY-DAY      |
20713||||||||PAYPAL           |
20755||||||||MERCHANT BNKCD        |
20765||||||||VENMO            |
20785||||||||ard ending in 2398|
20790||||||||PAYPAL           |
20805||||||||PAYPAL           |
20864||||||||PAYPAL           |
20897||||||||AMAZON MARKETPLA |
20899||||||||Tran Fee         |
20930||||||||PAYPAL           |
20969||||||||PAYPAL           |
20979||||||||CHASE            |
21025||||||||MW*LANSING BWL   |
21028||||||||PAYPAL           |
21033||||||||MUTUAL OF OMAHA  |
21092||||||||PAYPAL           |
21105||||||||PAYPAL           |
21117||||||||PAYPAL           |
21139||||||||PAYPAL           |
21140||||||||PAYX-PIA-WC            |
21186||||||||GERBER LIFE INS  |
21223||||||||BILLMATRIX       |
21237||||||||PAYPAL           |
21299||||||||RIVERHEAD        |
21306||||||||PAYPAL           |
21335||||||||TRANSPREMIERLIFE |
21354||||||||PAYPAL           |
21431||||||||PAYPAL           |
21484||||||||PAYPAL           |
21504||||||||VENMO            |
21535||||||||WIDE OPEN WEST   |
21599||||||||MERCHANT BANKCD  |
21613||||||||5/3 BANKCARD SYS      |
21617||||||||ard ending in 4937|
21625||||||||PAYPAL           |
21649||||||||FRONTIER CONNECT |
21652||||||||TARGET DEBIT CRD |
21700||||||||PAYPAL           |
21720||||||||PAYPAL           |
21723||||||||LEGALSHIELD      |
21740||||||||PAYPAL           |
21745||||||||VENMO            |
21753||||||||CAPITAL ONE      |
21756||||||||MACYS WEB PYMT   |
21781||||||||PAYPAL           |
21809||||||||PAYPAL           |
21837||||||||TD AMERITRADE    |
21843||||||||JEWELRY-SALE     |
21904||||||||PAYPAL           |
21908||||||||CHASE            |
22033||||||||AccessAdvantEdge      |
22099||||||||PAYPAL           |
22111||||||||TINYTIKES        |
22117||||||||PAYPAL           |
22204||||||||AD&D 8558829536  |
22219||||||||PAYPAL           |
22247||||||||MMOA fees        |
22253||||||||CHASE            |
22284||||||||HOBBYLINK JAPAN  |
22303||||||||PAYCHEX EIB      |
22356||||||||TARGET DEBIT CRD |
22358||||||||BILLMATRIX       |
22409||||||||STATE FARM RO 27 |
22517||||||||MNG              |
22523||||||||PAYPAL           |
22543||||||||PAYMENTECH       |
22583||||||||PAYPAL           |
22613||||||||MERCHANT BNKCD   |
22659||||||||Acorns Investmen |
22665||||||||PAYPAL           |
22754||||||||PAYPAL           |
22875||||||||PAYPAL           |
22932||||||||BILLMATRIX       |
22984||||||||PAYPAL           |
23024||||||||PAYPAL           |
23050||||||||HEALTH OPTIONS   |
23103||||||||ASHLAND PUBLISHI |
23104||||||||ard ending in 3853|
23105||||||||COMBINED INS NY  |
23139||||||||THE GAS COMPANY  |
23143||||||||CLUB SYSTEMS     |
23148||||||||PAYPAL           |
23149||||||||AMERICAN EXPRESS |
23209||||||||Tran Fee         |
23271||||||||ACS Express Pay  |
23302||||||||JPMorgan Chase   |
23323||||||||UKFS1956         |
23326||||||||STATE FARM RO 27 |
23379||||||||PAYPAL           |
23450||||||||Anthem BC        |
23488||||||||Acorns Investmen |
23524||||||||GATEWAY SERVICES |
23527||||||||PAYPAL           |
23584||||||||PAYPAL           |
23603||||||||PAYPAL           |
23605||||||||PAYPAL           |
23619||||||||WHISPERWHISLER   |
23626||||||||PAYPAL           |
23633||||||||AMERBKRS LIFE DM |
23694||||||||5/3 BANKCARD SYS      |
23695||||||||JINNA MA         |
23733||||||||TSYS             |
23747||||||||ard ending in 1817|
23792||||||||PAYPAL           |
23836||||||||PAYPAL           |
23890||||||||PAYPAL           |
23932||||||||ard ending in 4414|
23966||||||||MOSISHA          |
23984||||||||SERRANO,MERCEDES |
23991||||||||Tran Fee         |
24011||||||||ROMERO,JOHANN T  |
24083||||||||AMERICAN EXPRESS |
24233||||||||PAYPAL           |
24249||||||||MERCH BANKCARD   |
24307||||||||MAVERIK          |
24330||||||||NAVIENT FDR      |
24346||||||||PAYPAL           |
24373||||||||GLAIC            |
24395||||||||PAYPAL           |
24446||||||||FINGERHUT        |
24484||||||||ard ending in 7935|
24486||||||||BILLMATRIX       |
24595||||||||TSYS             |
24700||||||||PAYPAL           |
24722||||||||PAYPAL           |
24804||||||||PAYPAL           |
24862||||||||PAYPAL           |
24900||||||||GREAT LAKES      |
24969||||||||PAYPAL           |
24985||||||||MULTI-FUNCTION10 |
25027||||||||PAYPAL           |
25039||||||||PAYPAL           |
25053||||||||PAYPAL           |
25074||||||||PAYPAL           |
25133||||||||PAYPAL           |
25228||||||||PAYPAL           |
25277||||||||UMS              |
25296||||||||PAYPAL           |
25305||||||||PAYPAL           |
25313||||||||FarmersNewWrld   |
25324||||||||PAYPAL           |
25326||||||||PAYPAL           |
25353||||||||PAYPAL           |
25415||||||||USLIC NY DM      |
25500||||||||Bank of America  |
25527||||||||GROUPON INC           |
25529||||||||PAYPAL           |
25569||||||||PAYPAL           |
25618||||||||BANKCARD         |
25638||||||||PAYPAL           |
25639||||||||BILLMATRIX       |
25697||||||||MARCOS MARTIN    |
25703||||||||5/3 BANKCARD SYS      |
25734||||||||Acorns Investmen |
25747||||||||PAYPAL           |
25765||||||||PAYPAL           |
25775||||||||PAYPAL           |
25778||||||||MAVERIK          |
25790||||||||PAYPAL           |
25827||||||||AMERICAN EXPRESS |
25838||||||||PAYMENTECH       |
25885||||||||CUTEPANDA11      |
25932||||||||USAA SAV-INTRNT  |
25939||||||||CYBERSOURCE      |
26019||||||||SKYPE COMMUNICAT |
26030||||||||TJX Rewards MC   |
26061||||||||COMBINED INS     |
26083||||||||SPEEDWAY         |
26115||||||||85401 MIDWEST    |
26197||||||||PAYPAL           |
26201||||||||8SEASON-GIFT     |
26212||||||||PAYPAL           |
26267||||||||PAYPAL           |
26286||||||||WEI ZHOU         |
26295||||||||FPB CR CARD      |
26313||||||||FORD CREDIT      |
26368||||||||PAYPAL           |
26384||||||||MERCHANT BNKCD        |
26394||||||||AM INCOME LIFE   |
26423||||||||PAYPAL           |
26449||||||||ard ending in 6287|
26473||||||||ard ending in 2509|
26504||||||||PAYPAL           |
26517||||||||ard ending in 2272|
26533||||||||ard ending in 0713|
26673||||||||PAYPAL           |
26720||||||||PAYPAL           |
26741||||||||PING JIANG       |
26748||||||||PAYPAL           |
26789||||||||FPB CR CARD      |
26790||||||||AMERICAN EXPRESS |
26804||||||||FORD CREDIT      |
26835||||||||AMERICAN EXPRESS |
26851||||||||AMERICAN EXPRESS |
26866||||||||CIGNA 877-484-59 |
26871||||||||PAYPAL           |
26879||||||||Acorns Investmen |
26884||||||||ATT              |
26909||||||||PAYPAL           |
26910||||||||PAYPAL           |
26920||||||||BILLMATRIX       |
26941||||||||PAYPAL           |
26955||||||||VENMO            |
26991||||||||Questar Gas Co.  |
27011||||||||PAYPAL           |
27065||||||||PAYPAL           |
27122||||||||PROGRESSIVE RENT |
27161||||||||PAYPAL           |
27180||||||||TRANSPREMIERLIFE |
27223||||||||GREAT LAKES      |
27229||||||||PAYPAL           |
27239||||||||PAYPAL           |
27254||||||||PAYPAL           |
27263||||||||MINGLIN ZHANG    |
27320||||||||QIANG YOU        |
27321||||||||BILLMATRIX       |
27352||||||||CONSOLIDATED CRE |
27387||||||||INTUIT PYMT SOLN |
27400||||||||PAYPAL           |
27680||||||||PAYPAL           |
27698||||||||BILLMATRIX       |
27793||||||||YU XING SONG     |
27829||||||||CAPITAL ONE      |
27849||||||||STRONACH_ENT_GRP |
27891||||||||MERCHANT BANKCD  |
27909||||||||BANK OF AMERICA       |
27971||||||||BANK OF AMERICA  |
27975||||||||CRUNCH       ABC |
27979||||||||PAYPAL           |
27980||||||||NORDSTROM        |
28085||||||||PAYPAL           |
28118||||||||PAYPAL           |
28151||||||||MTATB REBILL AC A|
28154||||||||BILLMATRIX       |
28155||||||||PAYPAL           |
28199||||||||NATIONAL INCOME  |
28202||||||||Bank of America  |
28255||||||||MERCHANT BANKCD  |
28291||||||||US BANK HOME MTG |
28319||||||||REN FANG XU      |
28325||||||||HAP  8775170555  |
28337||||||||PAYPAL           |
28527||||||||ROBIN GOULD      |
28534||||||||Tran Fee         |
28535||||||||PAYPAL           |
28561||||||||PAYPAL           |
28587||||||||WF FIN BANK      |
28725||||||||XIAOLI YAO       |
28730||||||||TRACTOR SUPPLY   |
28734||||||||COVENTRY HEALTH  |
28748||||||||MERCHANT BNKCD        |
28765||||||||ZHI JI XIE       |
28769||||||||NEW TESTAMENT CH |
28785||||||||PAYPAL           |
28799||||||||NEVADA POWER PRO |
28801||||||||BANK OF AMERICA  |
28810||||||||Acorns Investmen |
28815||||||||PAYPAL           |
28817||||||||PAYPAL           |
28870||||||||LEXINGTON FAYETT |
28886||||||||ATT              |
28916||||||||PAYPAL           |
28930||||||||PAYPAL           |
28938||||||||PAYLEASELLC      |
28940||||||||PBCC             |
28941||||||||Acorns Investmen |
28983||||||||PAYPAL           |
29092||||||||PAYMENTECH       |
29248||||||||1-800-438-1771   |
29311||||||||ard ending in 6160|
29390||||||||PAYMENTECH       |
