row_id|at_merchantid|at_transactioncity|at_transactionstateprovince|at_transactionpostalcode1|at_transactionpostalcode2|at_transactioncountrycode|at_transactiondescription|at_transactiondescription2|at_mcccode
27505|||||||| 4970460119 To Dave's Run In|
27567||||||||NYS TAX & FINANC |
27712||||||||WEBSTER CAP FIN  |
27731||||||||PENN STATE UNIV  |
27814||||||||CITI CARD ONLINE |
27877||||||||IRS                   |
27912||||||||PENTAGON FEDERAL |
28163||||||||ANG,JAMES F      |
28164||||||||MET LIFE INS. CO      |
28274||||||||Reinhart Foods   BILLING   |
28314|||||||| MMA ...4659 transaction#: 4|
28386||||||||PAYCHEX TPS           |
28427||||||||TAX_REV_CRS_ECKS      |
28450||||||||  CHK ...9306 transaction#: |
28509||||||||PAYCHEX TPS           |
28522||||||||UNITEDHEALTHCARE      |
28651||||||||ULTIMATE SOFTWAR      |
28780|||||||| 4970992077 To 122 Lyon Stre|
28793||||||||ard ending in 1749|
28805|||||||| MMA ...7605 transaction#: 4|
28866||||||||TD AMERITRADE    |
28975|||||||| 4971134511 To Scott (_#####|
29065|||||||| 4971291600 To Jacob Kaempfe|
29171||||||||AMERICAN EXPRESS |
29245||||||||Univ of Michigan |
29365||||||||NAVIENT          |
29411||||||||UTAH801/297-7703      |
29419||||||||NISSAN CORP USA  |
29446|||||||| FROM               FUND TFI|
29487||||||||BROWNSVILLE PUB  |
29505||||||||  CHK ...6708 transaction#: |
29532||||||||PAYCHEX INC.          |
29567||||||||MAZDA                 |
29632||||||||DISCOVER         |
29835||||||||NISSAN CORP USA  |
29942||||||||FREDDIE MAC      |
29967||||||||FID BKG SVC LLC  |
30015||||||||ard ending in 6557|
30021||||||||BCBS OF ARIZONA       |
30026||||||||SMARTCASH ALLY H |
30046||||||||West Services, I      |
30072||||||||PAYCHEX TPS      |
30100||||||||ard ending in 1512|
30166||||||||EXPRESS SCRIPTS       |
30308||||||||ADP TX/FINCL SVC      |
30318||||||||STARPLEX OPER         |
30380||||||||ADP TX/FINCL SVC |
30474|||||||| MMA ...8175 transaction#: 4|
30583||||||||WHITE CASE LLP         |
30618||||||||PRIMEPAY         |
30695|||||||| MMA ...5975 transaction#: 4|
30724||||||||BK OF AMER VI/MC |
30765||||||||SCHWAB BROKERAGE |
30850|||||||| MMA ...5163 transaction#: 4|
30875||||||||IRS              |
30929||||||||GLOBAL ETELECOM       |
30942||||||||JPMS             |
30993||||||||American Express |
31023||||||||IRS              |
31151||||||||American Express |
31244||||||||ard ending in 7601|
31423||||||||CHASE MC & VISA  |
31433||||||||American Express |
31491||||||||CONAGRA FOODS          |
31563||||||||ADP TX/FINCL SVC |
31572||||||||River City Petro      |
31755||||||||New York State   |
31814||||||||ard ending in 0182|
31815||||||||ard ending in 0786|
32025||||||||ADP TX/FINCL SVC |
32370|||||||| MMA ...1042 transaction#: 4|
32499||||||||PAYCHEX TPS           |
32514||||||||American Express      |
32531||||||||PAYCHEX-RCX           |
32558||||||||JPMORGAN CHASE   |
32586||||||||GEXA Energy      |
32606||||||||AMERICAN EXPRESS |
32687||||||||American Express |
32752||||||||GROUPON INC           |
32772||||||||LOVE'S GENERAL        |
32829||||||||PAYCHEX TPS           |
32852||||||||PRINCIPAL LIFE P       |
32969||||||||FIA ONLINE PYMT  |
33052||||||||GENERAL MOTORS         |
33200||||||||LAKE ERIE ELECTR       |
33210||||||||                    FROM 000|
33231||||||||CHAPMAN JOHN H   |
33232||||||||CLIENT DEPOSIT A |
33237||||||||ard ending in 9844|
33271||||||||HEARTLAND PAYROL |
33554||||||||CITI AMEX ONLINE |
33631||||||||ANSFER TO ACCOUNT00000920060|
33818||||||||US CBP           |
33915||||||||ard ending in 5461|
33946||||||||PAYCHEX - RCX         |
33951|||||||| MMA ...4690 transaction#: 4|
34049||||||||DISCOVER         |
34057|||||||| 4971467693 To IMPAK (_#####|
34065||||||||CKROPERATING     |
34080||||||||FIDELITY              |
34081||||||||AXES      58643800042202X CC|
34099|||||||| MMA ...0668 transaction#: 4|
34141||||||||American Express |
34312||||||||MDC REAL ESTATE  |
34327||||||||NPI-2                 |
34336||||||||MORTGAGE SERV CT |
34374||||||||ard ending in 4051|
34411||||||||American Express |
34455||||||||UNIV TX AUSTIN   |
34533||||||||DI PYMNTS 00001440425088  CC|
34678|||||||| 4970513308 To HNS (_#####96|
34705||||||||SCOTTRADE        |
34793||||||||DP - TAX  657052684649KNB CC|
34822||||||||ADP TX/FINCL SVC      |
34839||||||||Canal HR Payroll |
34853||||||||American Express |
34875||||||||JP MORGAN CHASE       |
34877|||||||||
35024||||||||ABILITIES SRVCS  |
35068||||||||Execupay  00E1S0 |
35116||||||||GECB-CFS-TRADE P       |
35185||||||||OF FUNDS            AS REQUE|
35256||||||||AMERICAN EXPRESS |
35282||||||||UNITEDHEALTHCARE      |
35345|||||||| 4971613271 To MAS (_#######|
35403||||||||50823 SEDA NORTH      |
35436||||||||BANK OF AMERICA  |
35441||||||||ADP TX/FINCL SVC |
35475||||||||SYSTEM SERV OF A |
35575||||||||TDA              |
35787||||||||HF GROUP LLC          |
35948|||||||| MMA ...7618 transaction#: 4|
35951||||||||CHASE            |
36004||||||||American Express |
36069||||||||PAYCHEX TPS      |
36099||||||||ard ending in 6738|
36138||||||||LOOR PLAN  1OD32656588    CC|
36205||||||||INTER BUS MACH        |
36218||||||||LSU              |
36380||||||||NYS TAX & FINANC |
36400||||||||CAPITAL ONE      |
36406||||||||American Express |
36566||||||||Univ of Michigan |
36573||||||||PAYCHEX TPS           |
36620||||||||ard ending in 9212|
36692||||||||BORAL COMPOSITES      |
36700||||||||PAYCOR INC.      |
36810||||||||  CHK ...1370 transaction#: |
36854||||||||ard ending in 0889|
37015||||||||  CHK ...8509 transaction#: |
37050||||||||PAYCHEX-RCX      |
37060||||||||PAYCHEX INC.     |
37102||||||||IRS              |
37164||||||||AMERICAN HONDA M |
37213||||||||JPMORGAN CHASE        |
37239||||||||ard ending in 5367|
37261||||||||RCNJ             |
37298||||||||CENTERPOINT ENER       |
37337||||||||ELM NDN               |
37541||||||||NORTHEAST PREMIU |
37545||||||||ADP TX/FINCL SVC |
37644||||||||GAVILON GROUP         |
37678||||||||IL 529 Plan      |
37729||||||||ELECTRONIC FUNDS |
37738||||||||CATGLOBTSY             |
37838||||||||LA Co TTC Paymnt |
38037||||||||ard ending in 4020|
38105||||||||INTUIT PAYROLL S |
38237||||||||ADP TX/FINCL SVC |
38253||||||||Alliant CU.      |
38397||||||||American Express |
38403||||||||CITI CARD ONLINE |
38432||||||||AMERICAN EXPRESS |
38554||||||||ard ending in 1893|
38658||||||||MetLife Payment       |
38805||||||||IRS                   |
38812||||||||8013OHIO-TAXOSUT       |
38820||||||||PRINCIPAL LIFE P       |
38834||||||||MERCHANT BNKCD        |
38858||||||||GENERAL MOTORS   |
38898||||||||Clipper Energy S |
38906||||||||DISCOVER BANK    |
39029||||||||  CHK ...8911 transaction#: |
39036||||||||SILVER EAGLE DIS       |
39046||||||||HEARTLAND PAYROL |
39223||||||||JPMS             |
39317||||||||American Express |
39372||||||||NYS LOTTERY      |
39485||||||||ard ending in 5005|
39577||||||||PAYCHEX - RCX          |
39611||||||||USAA.COM PAYMNT  |
39634|||||||| MMA ...5762 transaction#: 4|
39712||||||||American Express |
39769||||||||JPMORGAN CHASE   |
39901||||||||PETRO SERVICE    |
39906||||||||DISCOVER         |
39943||||||||COUNTY OF NASSAU      |
39955||||||||BP LUBRICNT 6432       |
40052||||||||ard ending in 6275|
40110||||||||American Express |
40111||||||||ADP TX/FINCL SVC |
40149||||||||GENERAL MOTORS   |
40190|||||||| TO                 FIRST NA|
40291||||||||ard ending in 7824|
40334||||||||ADP TX/FINCL SVC |
40380||||||||ard ending in 3236|
40496|||||||| MMA ...2574 transaction#: 4|
40703||||||||CITIZENS INS     |
40806|||||||| MMA ...8102 transaction#: 4|
40819||||||||GROCERY OUTLET   |
40839||||||||GENERAL MOTORS   |
40870||||||||SAN BERNARDINO C |
40875||||||||JPMORGAN CHASE        |
40888||||||||TEXAS LOTTERY    |
40898||||||||  CHK ...6537 transaction#: |
41074||||||||GROUPON INC           |
41211||||||||Morgan Stanley   |
41378||||||||ard ending in 1414|
41477|||||||||
41483||||||||American Express |
41810||||||||JPMORGANCHASE, I |
41837||||||||ard ending in 7249|
41862||||||||DELAGELANDEN          |
41905||||||||PAYCHEX INC.          |
41940||||||||American Express |
41955||||||||  CHK ...9986 transaction#: |
41983||||||||PAYCHEX INC.     |
41987||||||||VOLKSWAGEN            |
42036||||||||ard ending in 2801|
42045||||||||American Express |
42123||||||||GENERAL MOTORS   |
42263||||||||PAYCHEX INC.     |
42521||||||||ard ending in 5980|
42572||||||||  CHK ...7482 transaction#: |
42589||||||||FRANKLIN MUTUAL       |
42592||||||||STATE OF MICH         |
42636||||||||INTUIT PAYROLL S |
42658||||||||EMH CONCENTRAT        |
42682||||||||AZ DEPT OF REV   |
42710||||||||PAYCHEX TPS      |
42852||||||||CPL SYSTEMS INC  |
42854||||||||CAPITAL ONE      |
43028||||||||AMERICAN HONDA M |
43063||||||||PLATINUM SOL SV  |
43144||||||||ard ending in 8008|
43177||||||||ANSFER TO ACCOUNT00086500004|
43250||||||||TS  TECH  INDIAN      |
43455||||||||ADP TX/FINCL SVC      |
43460||||||||AMERICAN EXPRESS |
43490||||||||WEBFILE TAX PYMT |
43499||||||||VALIANT PAYROLL        |
43600||||||||UNITEDHEALTHCARE      |
43623||||||||COMDATA PAYMENTS |
43739||||||||FLINT HILLS RESO       |
43820||||||||GENERAL MOTORS         |
43862||||||||MET LIFE INS. CO      |
43879||||||||PAYCHEX INC.          |
43959||||||||HENRY CROWN & CO      |
43991||||||||SMARTCASH ALLY M |
44012||||||||TANGOE                |
44041||||||||JPMORGAN CHASE   |
44125||||||||ard ending in 6488|
44128||||||||WAL-MART ASSOCS.      |
44167||||||||CHASE            |
44294||||||||PAYCHEX EIB      |
44440||||||||ard ending in 9547|
44469||||||||ANSFER TO ACCOUNT00000020695|
44484||||||||JH USA PACE ACH  |
44529||||||||DANAFARBER             |
44732||||||||ard ending in 0954|
44857||||||||STATE OF MICH    |
44886||||||||SC DEPT REVENUE        |
45001||||||||UNITEDHEALTHCARE      |
45028|||||||| 4971763330 To All About The|
45044||||||||PENN STATE UNIV  |
45048||||||||LOOR PLAN 1166816         CC|
45061||||||||American Express |
45226||||||||CITI CARD ONLINE |
45244||||||||STAGECOACH CART       |
45255||||||||ard ending in 0227|
45287||||||||FORD MOTOR CO         |
45472||||||||Golden State Foo      |
45486||||||||ANSFER TO ACCOUNT00000060983|
45572||||||||GSS OLRS CLIENT  |
45579||||||||COMM OF MASS EFT      |
45604||||||||FDC STAR SYSTEM       |
45693||||||||  CHK ...7565 transaction#: |
45742||||||||IRS              |
45771||||||||PAYCHEX INC.     |
45796||||||||JPMORGAN CHASE   |
45834||||||||PBP Acct         |
45885||||||||UNIFIED TRUST CO |
45968||||||||OXFORD HEALTH 2  |
46143||||||||CHASE            |
46163||||||||UBS FINSVC       |
46215||||||||CVR                   |
46283||||||||JPMORGAN CHASE   |
46353||||||||ASCENSUS TRUST        |
46507||||||||GROUPON INC           |
46602||||||||ard ending in 8986|
46666||||||||American Express |
46859||||||||American Express |
47349||||||||ard ending in 9514|
47375||||||||CVR              |
47424||||||||SUBARUOFAMERICA  |
47474||||||||Mount Holyoke    |
47516||||||||EAGLE PRODUCE         |
47638||||||||WAGEWORKS FSA         |
47640||||||||TEXAS LOTTERY    |
47967||||||||FILLAUR CASH CON |
48004||||||||JP MORGAN CHASE       |
48027||||||||MULLETS ALUMINUM       |
48090||||||||OF FUNDS            AS REQUE|
48121||||||||QUICKEN LOANS    |
48162||||||||PAYCHEX TPS           |
48170||||||||PHILA INS CO     |
48213||||||||CyFair ISD       |
48243|||||||| 4987904881 To Prana Investm|
48313||||||||PAYCHEX TPS      |
48319||||||||American Express |
48402||||||||ADP TX/FINCL SVC |
48443||||||||AOL LLC                |
48544||||||||COMMWLTHOFPA INT |
48625||||||||CHSP - FIPS           |
48693||||||||FIS EFT               |
48740||||||||IRS              |
48741||||||||WELLS FARGO CARD |
48759||||||||FID BKG SVC LLC  |
48874||||||||American Express |
48934||||||||SMALL BUSINESS   |
48942||||||||FEDERAL EXPRESS  |
49083||||||||ABBOTT LABS            |
49115||||||||CONCUR                |
49137||||||||LSU              |
49182||||||||Regents of UC    |
49281||||||||EMPLOYMENT DEVEL |
49319|||||||| MMA ...9818 transaction#: 5|
49387||||||||FEDERAL               |
49443||||||||CT CREDITS            |
49480||||||||MCKESSON DRUG    |
49481||||||||LGI-LOUISVILLE G |
