Merchant Name,Brand,Merchant Address,Merchant City,Merchant State,Detail Level,Fuel Type1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HANCOCK PETROLEUM,DIAMOND SHAMROCK INC.,13261 N CLEVELAND AVE,NORTH FORT MY,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLOVERLEAF VALERO  Q17,DIAMOND SHAMROCK INC.,100 NE 167 AVE.,NORTH MIAMI,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144 W DIXIE VALERO Q17,DIAMOND SHAMROCK INC.,14395 W DIXIE HWY,NORTH MIAMI,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTH MIAMI BCH VALQ17,DIAMOND SHAMROCK INC.,2599 NE 163RD RD,NORTH MIAMI B,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163RD ST VALERO    Q17,DIAMOND SHAMROCK INC.,1900 NE 163RD ST,NORTH MIAMI B,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTHLAKE STATION IN,DIAMOND SHAMROCK INC.,165 US HWY 1,NORTH PALM BE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMERICAN PETRL FLAGE,DIAMOND SHAMROCK INC.,1850 W OAKLAND PARK BL,OAKLAND PARK,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GASTION 1          Q17,DIAMOND SHAMROCK INC.,4481 NORTLAKE BLVD,PALM BEACH GA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALM HARBOR VALERO Q17,DIAMOND SHAMROCK INC.,3000 BELCHER RD.,PALM HARBOR,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNCO VALERO       Q17,DIAMOND SHAMROCK INC.,12351 NW 18TH ST,PEMBROKE PINE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S PERRINE VALERO   Q17,DIAMOND SHAMROCK INC.,17250 S DIXIE HWY,PERRINE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPANS PETROLEUM   QPS,DIAMOND SHAMROCK INC.,1450 W COPANS RD,POMPANO BEACH,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYPRESS RD VALERO  Q17,DIAMOND SHAMROCK INC.,1495 CYPRESS RD,POMPANO BEACH,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590 SHAMROCK,DIAMOND SHAMROCK INC.,599 N FEDERAL,POMPANO BEACH,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASHMERE PETROLEUM,DIAMOND SHAMROCK INC.,119 SW CASHMERE BLVD,PORT SAINT LU,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GATLIN BLVD VALERO Q17,DIAMOND SHAMROCK INC.,1297 SW GATLIN BLVD,PORT ST LUCIE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORT ST LUCIE VALERQ17,DIAMOND SHAMROCK INC.,815 PRIMA VISTA BLVD,PORT ST LUCIE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SR 76 PETROLEUM,DIAMOND SHAMROCK INC.,8062 JACK JAMES DR,STUART,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STUART PETROLEUM,DIAMOND SHAMROCK INC.,881 S FEDERAL HWY,STUART,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STUART VALERO,DIAMOND SHAMROCK INC.,4480 SE ST LUCIE,STUART,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONVENIENCE MARKET Q17,DIAMOND SHAMROCK INC.,6000 W OAKLAND PARK BL,SUNRISE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIMPSON STATION,DIAMOND SHAMROCK INC.,5001 N PINE ISLAND RD,SUNRISE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNSET STRIP GASOLIQ17,DIAMOND SHAMROCK INC.,6099 W SUNRISE BLVD,SUNRISE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIVERSITY VALERO  Q17,DIAMOND SHAMROCK INC.,3301 N UNIVERSITY DR,SUNRISE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LI''L 211 CRICKET   Q17,DIAMOND SHAMROCK INC.,640 NEW CUT RD.,UNA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMICA PETROLEUM    Q17,DIAMOND SHAMROCK INC.,9045 20TH ST,VERO BEACH,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELVEDRE STATION INQ17,DIAMOND SHAMROCK INC.,959 N MILITARY TRAIL,WEST PALM BEA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOREST HILL STATION,DIAMOND SHAMROCK INC.,6715 SOUTH DIXIE HWY,WEST PALM BEA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKEECHOBEE STATION Q17,DIAMOND SHAMROCK INC.,4982 OKEECHOBEE BLVD,WEST PALM BEA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4TH ST STATION     Q17,DIAMOND SHAMROCK INC.,1245 45TH ST,WEST PALM BEA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GALL VALERO,DIAMOND SHAMROCK INC.,6005 GALL BLVD,ZEPHYRHILLS,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOVE S TRAVEL 00004531,LOVE?S COUNTRY STORES,2510 HWY . 231,COTTONDALE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOVES TRAVEL S00004QPS,LOVE?S COUNTRY STORES,7150 OKEECHOBEE RD.,FORT PIERCE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOVES COUNTRY 00003Q01,LOVE?S COUNTRY STORES,3204 SE COUNTRY RD. 25,LEE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOVES TRAVEL S00003632,LOVE?S COUNTRY STORES,7791 NW 47TH AVE.,OCALA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOVE S COUNTRY00003Q01,LOVE?S COUNTRY STORES,1657 US HWY. 1,ORMOND BEACH,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOVE S COUNTRY00002Q01,LOVE?S COUNTRY STORES,1800 SR 559,POLK CITY,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 094987QPS,MARATHON OIL,6190 US HWY 41 NORTH,APOLLO BEACH,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 090597,MARATHON OIL,1220 E SEMORAN BLVD,APOPKA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON PETRO139071,MARATHON OIL,347 N THOMPSON RD,APOPKA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 112615,MARATHON OIL,2101 US HIGHWAY 92 W,AUBURNDALE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESTON STORE,MARATHON OIL,229 DAIRY RD,AUBURNDALE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 059857,MARATHON OIL,640 SW 16 STREET,BELLE GLADE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 109496,MARATHON OIL,1400 S MAIN STREET,BELLE GLADE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 005207,MARATHON OIL,1655 N FEDERAL HWY,BOCA RATON,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 123182,MARATHON OIL,302 W BOYNTON BEACH,BOYNTON BEACH,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 096289,MARATHON OIL,6620 MANATEE AVE W,BRADENTON,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON PETRO105429,MARATHON OIL,2009 14TH ST WEST,BRADENTON,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 089789,MARATHON OIL,503 PARSONS AVE NORT,BRANDON,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 064683,MARATHON OIL,600 E JEFFERSON ST,BROOKSVILLE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON PETRO127563,MARATHON OIL,605 N STATE ST,BUNNELL,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 104778,MARATHON OIL,1541 NORTH DEL PRADO,CAPE CORAL,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRS SERVICE STATION,MARATHON OIL,413 E SUGARLAND HWY,CLEWISTON,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 059824,MARATHON OIL,432 W SUGARLAND HWY,CLEWISTON,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 109553,MARATHON OIL,1550 US HWY 27,CLEWISTON,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 109751,MARATHON OIL,115 DEL CLUB AVE,CLEWISTON,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 110247,MARATHON OIL,1993 DAVIDSON ROAD,CLEWISTON,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 115782,MARATHON OIL,642 E SUGARLAND HWY,CLEWISTON,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAJID ENTERPRISES IN,MARATHON OIL,3900 COCONUT CREEK P,COCONUT CREEK,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 086181,MARATHON OIL,195 BIRD ROAD,CORAL GABLES,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RESS FOOD MART,MARATHON OIL,13851 7TH ST,DADE CITY,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 005827,MARATHON OIL,5215 U S HWY 27 N,DAVENPORT,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 069625QPS,MARATHON OIL,3950 DAVIE ROAD,DAVIE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 109504QPS,MARATHON OIL,185 SE 6TH AVE,DELRAY BEACH,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELTONA EXPRESS MART,MARATHON OIL,1199 E NORMANDY EXPRMART,DELTONA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 132050,MARATHON OIL,15634 MARTIN LUTHER,DOVER,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 012054,MARATHON OIL,2340 S RIDGEWOOD,EDGEWATER,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 109264,MARATHON OIL,31990 E TAMIAMI TRAI,EVERGLADES CI,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON PETRO109280,MARATHON OIL,203 N COLLIER AVE,EVERGLADES CI,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATJ CORPORATION,MARATHON OIL,409 SE 1ST AVE,FLORIDA CITY,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 044008,MARATHON OIL,3090 W SUNRISE BLVD,FORT LAUDERDA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 113373QPS,MARATHON OIL,4990 N DIXIE HWY,FORT LAUDERDA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 122432,MARATHON OIL,2366 E LAS OLAS BLVD,FORT LAUDERDA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 122804,MARATHON OIL,4353 N OCEAN DRIVE,FORT LAUDERDA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 158451,MARATHON OIL,1490 W STATE ROAD 84,FORT LAUDERDA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 104133,MARATHON OIL,2612 EDISON AVE,FORT MYERS,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 104950,MARATHON OIL,19051 TAMIAMI TRAIL,FORT MYERS,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 104968,MARATHON OIL,2938 FOWLER ST,FORT MYERS,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 107904QPS,MARATHON OIL,4030 BOATWAYS ROAD,FORT MYERS,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 135657,MARATHON OIL,8920 COLONIAL CENTERDRIVE,FORT MYERS,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON PETRO104125,MARATHON OIL,6940 MISSION LANE,FORT MYERS,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON PETRO135897,MARATHON OIL,2101 CRYSTAL DRIVE,FORT MYERS,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON PETRO139311,MARATHON OIL,4020 FOWLER STREET,FORT MYERS,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3425 GAUSIA PETRO,MARATHON OIL,11581 GLADIOIUS DR,FORT MYERS,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 127647,MARATHON OIL,5320 US HWY 27,FROSTPROOF,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 115493,MARATHON OIL,9600 NW 13TH ST,GAINESVILLE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 115501,MARATHON OIL,3423 SW WILLISTON RD,GAINESVILLE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON PETRO115485,MARATHON OIL,3936 W NEWBERRY RD,GAINESVILLE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLUE SKY RETAIL LLC,MARATHON OIL,3792 OLD WINTER GARD,GOTHA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWICK STOP,MARATHON OIL,5227 22ND AVE S,GULFPORT,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIANT 177,MARATHON OIL,3250 W PEMBROKE RD,HALLANDALE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 047258QPS,MARATHON OIL,11390 N W 87TH COURT,HIALEAH,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 115204,MARATHON OIL,398 WEST 9TH STREET,HIALEAH,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIGH SPRINGS PURE,MARATHON OIL,405 N E 1ST AVE,HIGH SPRINGS,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FERRARA AUTOMOTIVE S,MARATHON OIL,2000 SHERIDAN STREET,HOLLYWOOD,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 006395,MARATHON OIL,3034 JOHNSON STREET,HOLLYWOOD,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 113357QPS,MARATHON OIL,2440 N STATE ROAD 7,HOLLYWOOD,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 133876,MARATHON OIL,15488 S W WARFIELD B,INDIANTOWN,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANGELOS COUNTRY STOR,MARATHON OIL,74052 OVERSEAS HWY,ISLAMORADA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 125732,MARATHON OIL,98210 OVERSEAS HWY,KEY LARGO,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIANET LLC,MARATHON OIL,1971 CR 470 N,LAKE PANASOFF,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 130773,MARATHON OIL,1451 US 27 SOUTH,LAKE PLACID,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 104026,MARATHON OIL,12569 S W COUNTY RD,LAKE SUZY,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 107912,MARATHON OIL,2531 HIGHWAY 60 EAST,LAKE WALES,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 132456,MARATHON OIL,1423 N DIXIE HWY,LAKE WORTH,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON PETRO140475,MARATHON OIL,316 EAST MEMORIAL BL,LAKELAND,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON PETRO142075,MARATHON OIL,2385 GRIFFIN ROAD,LAKELAND,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON PETRO142083,MARATHON OIL,933 W PIPKIN ROAD,LAKELAND,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LANTANA GAS,MARATHON OIL,408 N DIXIE HWY,LANTANA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON PETRO140194,MARATHON OIL,1199 MISSOURI AVE NO,LARGO,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 492603,MARATHON OIL,6400 W COMMERCIAL BL,LAUDERHILL,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 492595,MARATHON OIL,4915 N FEDERAL HWY,LIGHTHOUSE PO,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 123455QPS,MARATHON OIL,11211 LITHIA PINE CR,LITHIA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 099259,MARATHON OIL,22826 SR 54,LUTZ,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 307413,MARATHON OIL,26556 HWY 54 WEST,LUTZ,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 125807,MARATHON OIL,1767 SAN MARCO RD,MARCO ISLAND,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 003004,MARATHON OIL,804 NORTH SR7,MARGATE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 109926,MARATHON OIL,906 E MYERS BLVD,MASCOTTE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL 103259,MARATHON OIL,4000 S BABCOCK ST SU,MELBOURNE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON PETRO004747,MARATHON OIL,2740 SARNO ROAD,MELBOURNE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
