Accuracy,Class,True Positive,False Positive,False Negative,True Negative,Precision,Recall,Specificity,F Measure
,Tim Hortons,974,0,0,876026,1.0,1.0,1.0,1.0
,Time Warner Cable,1174,5,0,875821,0.9957591178965225,1.0,0.999994291103484,0.997875053123672
,TiVo,375,0,0,876625,1.0,1.0,1.0,1.0
,T-Mobile,1106,4,2,875888,0.9963963963963964,0.9981949458483754,0.9999954332269275,0.9972948602344455
,TOGO'S,154,10,0,876836,0.9390243902439024,1.0,0.9999885954888316,0.9685534591194969
,Tom Thumb,1051,2,0,875947,0.9981006647673314,1.0,0.999997716762049,0.9990494296577946
,Topgolf,344,0,0,876656,1.0,1.0,1.0,1.0
,Tops Markets,986,0,0,876014,1.0,1.0,1.0,1.0
,Total Wine & More,736,0,0,876264,1.0,1.0,1.0,1.0
,Toyota,1094,14,0,875892,0.9873646209386282,1.0,0.9999840165497211,0.9936421435059037
,Toys 'R' Us,2532,25,0,874443,0.9902229174814235,1.0,0.9999714111894318,0.9950874435056004
,TracFone Wireless,267,1,0,876732,0.996268656716418,1.0,0.9999988594018931,0.9981308411214954
,Tractor Supply Company,1077,7,0,875916,0.9935424354243543,1.0,0.9999920084299647,0.996760758907913
,Trader Joe's,1048,1,0,875951,0.9990467111534795,1.0,0.9999988583849343,0.9995231282784931
,Transamerica,1030,4,0,875966,0.9961315280464217,1.0,0.9999954336335719,0.998062015503876
,TransUnion,1029,0,0,875971,1.0,1.0,1.0,1.0
,Tropical Smoothie Cafe,486,20,0,876494,0.9604743083003953,1.0,0.9999771823382171,0.9798387096774194
,True Value,876,25,2,876097,0.9722530521642619,0.9977220956719818,0.9999714651612447,0.9848229342327149
,TruGreen,250,1,0,876749,0.9960159362549801,1.0,0.9999988594240091,0.998003992015968
,Tuesday Morning,972,0,0,876028,1.0,1.0,1.0,1.0
,Turkey Hill Dairy,1033,16,0,875951,0.9847473784556721,1.0,0.9999817344717323,0.9923150816522573
,TXU Energy,1000,0,0,876000,1.0,1.0,1.0,1.0
,Uber,1161,14,0,875825,0.9880851063829788,1.0,0.9999840153270179,0.9940068493150686
,U-Haul,1039,6,0,875955,0.9942583732057416,1.0,0.9999931503799827,0.9971209213051823
,Ulta,1034,3,0,875963,0.9971070395371263,1.0,0.9999965752095401,0.9985514244326413
,Under Armour,248,1,0,876751,0.9959839357429718,1.0,0.9999988594266109,0.9979879275653923
,United Airlines,502,19,0,876479,0.963531669865643,1.0,0.9999783228256083,0.981427174975562
,United Dairy Farmers,1024,3,0,875973,0.997078870496592,1.0,0.9999965752486369,0.9985372988785958
,UnitedHealthcare,1107,9,0,875884,0.9919354838709677,1.0,0.9999897247723181,0.9959514170040485
,University of North Carolina,197,9,0,876794,0.9563106796116505,1.0,0.9999897354365804,0.9776674937965261
,Urban Outfitters,1077,32,0,875891,0.9711451758340848,1.0,0.9999634671084102,0.9853613906678865
,US Airways,942,2,0,876056,0.9978813559322034,1.0,0.9999977170461316,0.9989395546129375
,USAA,84319,7,0,792674,0.9999169888290681,1.0,0.9999911692093036,0.9999584926917489
,USPS,1435,17,1,875547,0.9882920110192838,0.9993036211699164,0.9999805839436067,0.9937673130193906
,Valero,1115,20,0,875865,0.9823788546255506,1.0,0.9999771659521512,0.9911111111111112
,Vans,218,14,0,876768,0.9396551724137931,1.0,0.9999840325189158,0.9688888888888889
,Verizon Wireless,2015,13,0,874972,0.9935897435897436,1.0,0.9999851426024446,0.9967845659163987
,Veterans Canteen Service,679,5,0,876316,0.9926900584795322,1.0,0.99999429432822,0.9963316214233309
,Victoria's Secret,1091,9,0,875900,0.9918181818181818,1.0,0.9999897249600129,0.9958922866271109
,Village Inn,376,19,0,876605,0.9518987341772152,1.0,0.9999783259413386,0.9753566796368353
,Virgin Mobile,1023,1,0,875976,0.9990234375,1.0,0.9999988584175156,0.9995114802149487
,Virginia Department of Alcoholic Beverage Control,946,5,0,876049,0.9947423764458465,1.0,0.9999942925892696,0.9973642593568793
,Vistaprint,1022,1,0,875977,0.9990224828934506,1.0,0.9999988584188187,0.9995110024449878
,Vivint,986,1,0,876013,0.9989868287740629,1.0,0.9999988584657323,0.9994931576279777
,Von Maur,2671,0,0,874329,1.0,1.0,1.0,1.0
,Vonage,1120,0,0,875880,1.0,1.0,1.0,1.0
,Vons,1041,6,0,875953,0.994269340974212,1.0,0.9999931503643436,0.9971264367816092
,Vudu,1129,1,0,875870,0.9991150442477876,1.0,0.9999988582793585,0.9995573262505534
,Waffle House,972,0,0,876028,1.0,1.0,1.0,1.0
,Waldbaum's,1051,1,0,875948,0.9990494296577946,1.0,0.9999988583810244,0.9995244888254874
,Walgreens,1518,28,0,875454,0.981888745148771,1.0,0.9999680176177237,0.9908616187989556
,Walmart,7236,29,3,869732,0.9960082587749484,0.9995855781185247,0.9999666575070623,0.9977937120794262
,Washington Gas,978,2,0,876020,0.9979591836734694,1.0,0.999997716952314,0.9989785495403473
,Washington Metropolitan Area Transit Authority,937,0,0,876063,1.0,1.0,1.0,1.0
,Wawa Inc.,1400,7,0,875593,0.9950248756218906,1.0,0.9999920054819552,0.9975062344139651
,Wegmans,1059,3,0,875938,0.9971751412429378,1.0,0.9999965751117941,0.9985855728429986
,Weigel's,505,9,0,876486,0.9824902723735408,1.0,0.9999897318296168,0.9911678115799802
,Weight Watchers,1098,2,0,875900,0.9981818181818182,1.0,0.9999977166395327,0.9990900818926297
,Weis Markets,1107,2,0,875891,0.9981965734896303,1.0,0.9999977166160707,0.9990974729241877
,Wendy's,1259,5,0,875736,0.9960443037974683,1.0,0.9999942905493747,0.9980182322631787
,Wet Seal,977,2,0,876021,0.9979570990806946,1.0,0.9999977169549201,0.9989775051124744
,Whataburger,1048,1,0,875951,0.9990467111534795,1.0,0.9999988583849343,0.9995231282784931
,Which Wich,1008,1,0,875991,0.9990089197224975,1.0,0.9999988584370634,0.9995042141794744
,White Castle,1014,4,0,875982,0.9960707269155207,1.0,0.9999954337169772,0.9980314960629921
,Whole Foods,1110,20,0,875870,0.9823008849557522,1.0,0.999977166082499,0.9910714285714286
,Wienerschnitzel,992,0,0,876008,1.0,1.0,1.0,1.0
,Williams-Sonoma,207,14,0,876779,0.9366515837104072,1.0,0.9999840327192393,0.9672897196261683
,WinCo Foods,1030,9,0,875961,0.9913378248315688,1.0,0.9999897256755368,0.9956500724987917
,Wingstop,1001,4,0,875995,0.9960199004975124,1.0,0.9999954337847418,0.9980059820538384
,Winn-Dixie,1227,2,0,875771,0.9983726606997559,1.0,0.9999977163031973,0.999185667752443
,Woodman's Markets,1044,3,0,875953,0.997134670487106,1.0,0.9999965751704424,0.9985652797704447
,World Vision,235,0,0,876765,1.0,1.0,1.0,1.0
,World Wrestling,926,5,3,876066,0.9946294307196563,0.9967707212055974,0.9999942927000209,0.9956989247311827
,Xbox,1805,0,0,875195,1.0,1.0,1.0,1.0
,Xcel Energy,999,2,0,875999,0.998001998001998,1.0,0.9999977168975834,0.999
,Yankee Candle,266,8,0,876726,0.9708029197080292,1.0,0.999990875225553,0.9851851851851852
,Yard House,1004,0,0,875996,1.0,1.0,1.0,1.0
,Yellow Cab Company,1032,8,0,875960,0.9923076923076923,1.0,0.999990867246292,0.9961389961389961
,YMCA,1137,25,1,875837,0.9784853700516352,0.9991212653778558,0.9999714566906659,0.988695652173913
,Yogurt Land,1077,0,0,875923,1.0,1.0,1.0,1.0
,Zales,1010,1,0,875989,0.9990108803165183,1.0,0.999998858434457,0.9995051954477981
,Zappos,1026,1,0,875973,0.9990262901655307,1.0,0.9999988584136059,0.9995129079396006
,Zara,1000,8,1,875991,0.9920634920634921,0.999000999000999,0.9999908675694835,0.9955201592832256
,Zaxby's,1028,2,0,875970,0.9980582524271845,1.0,0.9999977168219989,0.9990281827016522
,Zipcar,990,0,0,876010,1.0,1.0,1.0,1.0
,Zoes Kitchen,1020,5,0,875975,0.9951219512195122,1.0,0.9999942921071258,0.9975550122249389
,Zulily,937,0,0,876063,1.0,1.0,1.0,1.0
,Zumiez,364,31,0,876605,0.9215189873417722,1.0,0.9999646375462564,0.9591567852437418
,General Electric Company,1067,5,0,875928,0.9953358208955224,1.0,0.9999942918008569,0.9976624590930341
,U.S. Bank,1391,47,1,875561,0.9673157162726008,0.9992816091954023,0.9999463230121242,0.9830388692579506
,Wells Fargo,1310,22,0,875668,0.9834834834834835,1.0,0.9999748769541733,0.991672975018925
