keywords,city,Aggdata Store Number,store_number,address,state,zip_code,
American Eagle Outfitters,Rockford,140,000140 0000140,7200 Harrison Avenue,IL,61112,
American Eagle Outfitters,Elyria,142,000142 0000142,4395 Midway Mall,OH,44035,
American Eagle Outfitters,Akron,143,000143 0000143,2000 Brittain Road,OH,44310,
American Eagle Outfitters,Lewisville,144,000144 0000144,2401 South Stemmons Freeway,TX,75067,
American Eagle Outfitters,Newport News,145,000145 0000145,12300 Jefferson Avenue,VA,23602,
American Eagle Outfitters,Franklin,146,000146 0000146,1800 Galleria Blvd,TN,37064,
American Eagle Outfitters,Horseheads,147,000147 0000147,3300 Chambers Road,NY,14845,
American Eagle Outfitters,Mansfield,148,000148 0000148,606 Richland Mall,OH,44906,
American Eagle Outfitters,Charleston,149,000149 0000149,2070 Sam Rittenberg Blvd.,SC,29407,
American Eagle Outfitters,Hickory,150,000150 0000150,1960 Highway 70 SE,NC,28602,
American Eagle Outfitters,Mobile,151,000151 0000151,3465 Bel Air Mall,AL,36606,
American Eagle Outfitters,Rochester,152,000152 0000152,#313 Apache Mall,MN,55902,
American Eagle Outfitters,Grand Forks,153,000153 0000153,2800 Columbia Road,ND,58201,
American Eagle Outfitters,Bangor,154,000154 0000154,663 Stillwater Avenue,ME,4401,
American Eagle Outfitters,West Dundee,155,000155 0000155,1322 Spring Hill Mall,IL,60118,
American Eagle Outfitters,Joliet,157,000157 0000157,3340 Mall Loop Drive,IL,60431,
American Eagle Outfitters,South Burlington,158,000158 0000158,155 Dorset Street,VT,5403,
American Eagle Outfitters,Scranton,160,000160 0000160,Viewmont Mall,PA,18508,
American Eagle Outfitters,Hurst,161,000161 0000161,1101 Melbourne Road,TX,76053,
American Eagle Outfitters,Albuquerque,162,000162 0000162,10000 Coors By Pass NW,NM,87114,
American Eagle Outfitters,Cedar Rapids,163,000163 0000163,4444 First Avenue NE,IA,52402,
American Eagle Outfitters,OK City,164,000164 0000164,2501 W. Memorial Road,OK,73134,
American Eagle Outfitters,Dothan,165,000165 0000165,900 Common Drive,AL,36303,
American Eagle Outfitters,Jackson,166,000166 0000166,1782 West Michigan Avenue,MI,49202,
American Eagle Outfitters,Wilmington,167,000167 0000167,3500 Oleander Drive,NC,28403,
American Eagle Outfitters,Woodlands,168,000168 0000168,1201 Lake Woodlands Drive,TX,77380,
American Eagle Outfitters,Lynchburg,169,000169 0000169,3405 Chandlers Mtn. Road,VA,24502,
American Eagle Outfitters,Kingston,171,000171 0000171,101 Independence Mall Way,MA,2364,
American Eagle Outfitters,Salisbury,172,000172 0000172,2300 North Salisbury Blvd,MD,21801,
American Eagle Outfitters,Rapid City,173,000173 0000173,2200 North Maple,SD,57701,
American Eagle Outfitters,Columbus,174,000174 0000174,3131 Manchester Expway,GA,31909,
American Eagle Outfitters,Dover,175,000175 0000175,1365 North Dupont Highway,DE,19901,
American Eagle Outfitters,Morgantown,176,000176 0000176,9303 Mall Road,WV,26501,
American Eagle Outfitters,Taylor,177,000177 0000177,2300 Eureka Road,MI,48180,
American Eagle Outfitters,St. Petersburg,178,000178 0000178,6826 Tyrone Square,FL,33710,
American Eagle Outfitters,Erie,180,000180 0000180,120 Millcreek Mall,PA,16565,
American Eagle Outfitters,Springfield,181,000181 0000181,2501 West Wabash Avenue,IL,62704,
American Eagle Outfitters,Overland Park,182,000182 0000182,11549 West 95th Street,KS,66214,
American Eagle Outfitters,Akron,184,000184 0000184,3265 West Market Street,OH,44333,
American Eagle Outfitters,Rocky Mount,185,000185 0000185,1100 N. Wesleyan Blvd,NC,27804,
American Eagle Outfitters,Rockaway,186,000186 0000186,301 Mount Hope Avenue,NJ,7866,
American Eagle Outfitters,Vancouver,187,000187 0000187,8700 NE Vancouver Mall Dr,WA,98662,
American Eagle Outfitters,San Antonio,188,000188 0000188,6301 NW Loop 410,TX,78238,
American Eagle Outfitters,Hagerstown,189,000189 0000189,17301 Valley Mall Road,MD,21740,
American Eagle Outfitters,Greenwood,190,000190 0000190,1251 US 31 North,IN,46142,
American Eagle Outfitters,Camp Hill,191,000191 0000191,3522 Capitol Mall Drive,PA,17011,
American Eagle Outfitters,Frederick,192,000192 0000192,5500 Buckeyestown Pike,MD,21701,
American Eagle Outfitters,Gainesville,193,000193 0000193,6347 West Newberry Road,FL,32605,
American Eagle Outfitters,Hattiesburg,194,000194 0000194,1000 Turtle Creek Drive,MS,39402,
American Eagle Outfitters,Florence,195,000195 0000195,301 Cox Creek Parkway,AL,35630,
American Eagle Outfitters,Minot,197,000197 0000197,2400 Tenth Street SW,ND,58701,
American Eagle Outfitters,St Cloud,198,000198 0000198,4101 West Division St,MN,56301,
American Eagle Outfitters,Topeka,200,000200 0000200,1801 South W.Wanamaker Rd,KS,66604,
American Eagle Outfitters,Brandon,201,000201 0000201,582 Brandon Towne Center Mall,FL,33511,
American Eagle Outfitters,Mentor,203,000203 0000203,7850 Mentor Avenue,OH,44060,
American Eagle Outfitters,Cedar Park,204,000204 0000204,11200 Lakeline Mall Dr,TX,78613,
American Eagle Outfitters,Hoover,205,000205 0000205,2000-268 Riverchase Galleria,AL,35244,
American Eagle Outfitters,Sanford,206,000206 0000206,165 Towne Center Circle,FL,32771,
American Eagle Outfitters,Lafayette,208,000208 0000208,2415 Sagamore Pwky,IN,47905,
American Eagle Outfitters,Mankato,209,000209 0000209,1850 Adams Street,MN,56001,
American Eagle Outfitters,Harrisonburg,210,000210 0000210,1925 E. Market Street,VA,22801,
American Eagle Outfitters,Amarillo,211,000211 0000211,7701 West Interstate 40,TX,79121,
American Eagle Outfitters,Manhattan,212,000212 0000212,100 Manhattan Town Centre,KS,66502,
American Eagle Outfitters,Newington,213,000213 0000213,50 Fox Run Road,NH,3801,
American Eagle Outfitters,Saratoga Springs,214,000214 0000214,3065 Route 50,NY,12866,
American Eagle Outfitters,Fairview Heights,217,000217 0000217,212 Saint Clair Drive,IL,62208,
American Eagle Outfitters,Joplin,218,000218 0000218,101 Range Line Drive,MO,64801,
American Eagle Outfitters,Atlanta,219,000219 0000219,4400 Ashford-Dunwoody Road,GA,30346,
American Eagle Outfitters,Baltimore,220,000220 0000220,8200 Perry Hall Boulevard,MD,21236,
American Eagle Outfitters,Altamonte Springs,221,000221 0000221,451 E. Altamonte Avenue,FL,32701,
American Eagle Outfitters,Sioux City,223,000223 0000223,4400 Sergeant Road,IA,51106,
American Eagle Outfitters,Wichita,224,000224 0000224,4600 West Kellogg,KS,67209,
American Eagle Outfitters,Lincoln,225,000225 0000225,300 Gateway Shopping Centre,NE,68505,
American Eagle Outfitters,Buffalo,226,000226 0000226,3701 McKinley Pkwy,NY,14219,
American Eagle Outfitters,Columbia,227,000227 0000227,2300 Bernadette Drive,MO,65203,
American Eagle Outfitters,La crosse,228,000228 0000228,3800 State Road 16,WI,54601,
American Eagle Outfitters,Lubbock,229,000229 0000229,6002 Slide Road Box 68407,TX,79414,
American Eagle Outfitters,Wausau,231,000231 0000231,A112 Wausau Center,WI,54403,
American Eagle Outfitters,Wilkes Barre,232,000232 0000232,47 Wyoming Valley Mall,PA,18702,
American Eagle Outfitters,Jacksonville,233,000233 0000233,336 Jacksonville Mall,NC,28546,
American Eagle Outfitters,Vienna,234,000234 0000234,255 Grand Central Mall,WV,26101,
American Eagle Outfitters,Monaca,235,000235 0000235,518 Beaver Valley Mall,PA,15061,
American Eagle Outfitters,Fort Gratiot,236,000236 0000236,4350 24th Avenue,MI,48059,
American Eagle Outfitters,Strongsville,237,000237 0000237,240 Southpark Centre,OH,44136,
American Eagle Outfitters,Tuscaloosa,238,000238 0000238,1701 McFarland Boulevard East,AL,35404,
American Eagle Outfitters,St. Clairsville,239,000239 0000239,67800 Mall Road,OH,43950,
American Eagle Outfitters,Jackson,240,000240 0000240,2021 North Highland Avenue,TN,38305,
American Eagle Outfitters,Midland,241,000241 0000241,6800 Eastman Avenue,MI,48642,
American Eagle Outfitters,Memphis,242,000242 0000242,2760 N. Germantown Parkway,TN,38133,
American Eagle Outfitters,Panama City,243,000243 0000243,2150 Cove Boulevard,FL,32405,
American Eagle Outfitters,Albuquerque,246,000246 0000246,6600 Menual Blvd. NE,NM,87110,
American Eagle Outfitters,Wayne,249,000249 0000249,2025 Willowbrook Mall,NJ,7470,
American Eagle Outfitters,Bethesda,250,000250 0000250,7101 Democracy Boulevard,MD,20817,
American Eagle Outfitters,Altoona,251,000251 0000251,RR 220 & Goods Lane,PA,16602,
American Eagle Outfitters,Florence,252,000252 0000252,2701 David McLeod Blvd,SC,29501,
American Eagle Outfitters,Glen Allen,253,000253 0000253,10101 Brook Road,VA,23059,
American Eagle Outfitters,Independence,254,000254 0000254,1148 Independence Center Drive,MO,64057,
American Eagle Outfitters,Marlborough,256,000256 0000256,601 Donald Lynch Boulevard,MA,1752,
American Eagle Outfitters,Waldorf,257,000257 0000257,11110 Mall Circle,MD,20603,
American Eagle Outfitters,Springfield,258,000258 0000258,2825 South Glenstone,MO,65804,
American Eagle Outfitters,Lancaster,260,000260 0000260,1635 River Valley Circle South,OH,43130,
American Eagle Outfitters,Ashland,261,000261 0000261,500 Winchester Avenue,KY,41101,
American Eagle Outfitters,Morrow,262,000262 0000262,2450 Southlake Mall,GA,30260,
American Eagle Outfitters,Spartanburg,263,000263 0000263,205 West Blackstock Road,SC,29301,
American Eagle Outfitters,St. Peters,264,000264 0000264,1012 Mid Rivers Mall,MO,63376,
American Eagle Outfitters,Biloxi,265,000265 0000265,2600 Beach Boulevard,MS,39531,
American Eagle Outfitters,Lombard,266,000266 0000266,158 Yorktown Mall,IL,60148,
American Eagle Outfitters,Roseville,267,000267 0000267,32347 Gratiot Road,MI,48066,
American Eagle Outfitters,Bridgeport,268,000268 0000268,2460 Meadowbrook Mall,WV,26330,
American Eagle Outfitters,Clarksville,269,000269 0000269,2801 Wilma Rudolph Blvd,TN,37040,
American Eagle Outfitters,Paducah,270,000270 0000270,5101 Hinkleville Road,KY,42001,
American Eagle Outfitters,Johnson City,271,000271 0000271,2011 North Roan Street,TN,37601,
American Eagle Outfitters,Albany,275,000275 0000275,2601 Dawson Road,GA,31707,
American Eagle Outfitters,Winchester,276,000276 0000276,1850 Apple Blossom Drive,VA,22601,
American Eagle Outfitters,Fayetteville,277,000277 0000277,4201 North Shiloh Drive,AR,72703,
American Eagle Outfitters,Meridan,278,000278 0000278,1470 Bonita Lakes Circle,MS,39301,
American Eagle Outfitters,Bossier City,279,000279 0000279,2950 East Texas Street,LA,71111,
American Eagle Outfitters,Duluth,280,000280 0000280,1600 Miller Trunk Highway,MN,55811,
American Eagle Outfitters,Butler,281,000281 0000281,1521 North Main Street Ext.,PA,16001,
American Eagle Outfitters,Valdosta,282,000282 0000282,1700Norman Drive,GA,31601,
American Eagle Outfitters,Rome,283,000283 0000283,516 Mt. Berry Square,GA,30165,
American Eagle Outfitters,Deptford,285,000285 0000285,1750 Deptford Center Rd,NJ,8096,
American Eagle Outfitters,Farmington,287,000287 0000287,427 Westfarms,CT,6032,
American Eagle Outfitters,Dubuque,288,000288 0000288,555 John F. Kennedy Road,IA,52002,
American Eagle Outfitters,Bloomington,289,000289 0000289,3034 E. Third Street,IN,47401,
American Eagle Outfitters,North Charleston,290,000290 0000290,2150 Northwood Boulevard,SC,29406,
American Eagle Outfitters,Eau Claire,291,000291 0000291,4800 Golf Road,WI,54701,
American Eagle Outfitters,Waterbury,293,000293 0000293,495 Union Street,CT,6702,
American Eagle Outfitters,Baton Rouge,294,000294 0000294,6401 Blue Bonnet Blvd,LA,70836,
American Eagle Outfitters,Middletown,295,000295 0000295,1 North Galleria Drive,NY,10941,
American Eagle Outfitters,Muncie,296,000296 0000296,3401 Granville Avenue,IN,47303,
American Eagle Outfitters,Ithaca,298,000298 0000298,40 Catherwood Road,NY,14850,
American Eagle Outfitters,New Hartford,299,000299 0000299,Rts 5 and 5A,NY,13413,
American Eagle Outfitters,Findlay,300,000300 0000300,1800 Tiffin Avenue,OH,45840,
American Eagle Outfitters,Bluefield,301,000301 0000301,Rt 25 and US Rt 460,WV,24701,
American Eagle Outfitters,York,302,000302 0000302,2899 Whiteford Rd,PA,17402,
American Eagle Outfitters,Eatontown,304,000304 0000304,State Highway 35 and 36 North,NJ,7724,
American Eagle Outfitters,Cranberry Twp.,305,000305 0000305,20111 Route 19,PA,16066,
American Eagle Outfitters,Coralville,306,000306 0000306,1451 Coral Ridge Avenue,IA,52241,
American Eagle Outfitters,Goldsboro,307,000307 0000307,611 F Berkeley Boulevard,NC,27534,
American Eagle Outfitters,Janesville,308,000308 0000308,2500 Milton Avenue,WI,53545,
American Eagle Outfitters,Bloomington,309,000309 0000309,248 N. Garden,MN,55425,
American Eagle Outfitters,Houston,310,000310 0000310,1234 Willowbrook Mall,TX,77070,
American Eagle Outfitters,McLean,311,000311 0000311,7912 Tysons Corner Center,VA,22102,
American Eagle Outfitters,Cape Girardeau,312,000312 0000312,3049 William St,MO,63703,
American Eagle Outfitters,Fredericksburg,314,000314 0000314,175 Spotsylvania Mall,VA,22407,
American Eagle Outfitters,Lake Charles,315,000315 0000315,598 N. Prien Lake Road,LA,70601,
American Eagle Outfitters,Sarasota,317,000317 0000317,8201 South Tamiami Trail,FL,34238,
American Eagle Outfitters,St. Louis,320,000320 0000320,2063 Saint Louis Galleria,MO,63117,
American Eagle Outfitters,Kenner,322,000322 0000322,1401 W. Esplanade Boulevard,LA,70065,
American Eagle Outfitters,Concord,323,000323 0000323,270 Loudon Road,NH,3301,
American Eagle Outfitters,Greenville,325,000325 0000325,714 SE Greenville Boulevard,NC,27858,
American Eagle Outfitters,Gadsden,326,000326 0000326,1001 Rainbow Drive,AL,35901,
American Eagle Outfitters,Tampa,327,000327 0000327,8084 Citrus Park Town Center Mall,FL,33625,
American Eagle Outfitters,Willow Grove,328,000328 0000328,2500 Moreland Road,PA,19090,
American Eagle Outfitters,Selinsgrove,329,000329 0000329,1 Susquehanna Valley,PA,17870,
American Eagle Outfitters,Pottstown,330,000330 0000330,Rt 724 and 100 Bypass,PA,19465,
American Eagle Outfitters,Manassas,331,000331 0000331,8300 Sudley Road,VA,20109,
American Eagle Outfitters,Beaumont,332,000332 0000332,6155 Eastex Freeway,TX,77706,
American Eagle Outfitters,Tacoma,334,000334 0000334,4502 S. Steele Street,WA,98409,
American Eagle Outfitters,Decatur,335,000335 0000335,1801 Beltline Road SW,AL,35601,
American Eagle Outfitters,Metairie,338,000338 0000338,3301 Veterans Memoral,LA,70002,
American Eagle Outfitters,State College,339,000339 0000339,2900 East College Avenue,PA,16801,
American Eagle Outfitters,Christiansburg,340,000340 0000340,744 New River Road,VA,24073,
American Eagle Outfitters,Mesquite,342,000342 0000342,2063 Town East Blvd,TX,75150,
American Eagle Outfitters,Hicksville,343,000343 0000343,882 Broadway Mall,NY,11801,
American Eagle Outfitters,Bay Shore,344,000344 0000344,1701 Sunrise Highway,NY,11706,
American Eagle Outfitters,Humble,345,000345 0000345,20131 Highway 59,TX,77338,
American Eagle Outfitters,Auburn,346,000346 0000346,385 Southbridge Street,MA,1501,
American Eagle Outfitters,Concord,347,000347 0000347,1480 Concord Parkway N.,NC,28025,
American Eagle Outfitters,Saugus,349,000349 0000349,Route 1 South,MA,1906,
American Eagle Outfitters,Pennsdale,350,000350 0000350,300 Lycoming Mall Circle,PA,17756,
American Eagle Outfitters,Lima,353,000353 0000353,2400 Elida Road,OH,45805,
American Eagle Outfitters,Athens,354,000354 0000354,3700 Atlanta Highway,GA,30606,
American Eagle Outfitters,Auburn,355,000355 0000355,1627 Opelika Road,AL,36830,
American Eagle Outfitters,Plymouth Meeting,360,000360 0000360,500 West Germanton Pike,PA,19462,
American Eagle Outfitters,Stamford,361,000361 0000361,100 Greyrock Place,CT,6901,
American Eagle Outfitters,Beachwood,362,000362 0000362,26300 Cedar Road,OH,44122,
American Eagle Outfitters,Norfolk,363,000363 0000363,300 Monticello Avenue,VA,23510,
American Eagle Outfitters,Provo,365,000365 0000365,1200 Towne Centre Boulevard,UT,84601,
American Eagle Outfitters,Boise,366,000366 0000366,350 Milwaukee,ID,83704,
American Eagle Outfitters,Fort Smith,367,000367 0000367,5111 Rodgers Avenue,AR,72903,
American Eagle Outfitters,Lakeland,368,000368 0000368,3800 US Highway 98 North,FL,33809,
American Eagle Outfitters,Ocala,369,000369 0000369,3100 College Road,FL,34474,
American Eagle Outfitters,Clearwater,370,000370 0000370,27001 US Highway 19 North,FL,33761,
American Eagle Outfitters,Bensalem,371,000371 0000371,630 Neshaminy Mall,PA,19020,
American Eagle Outfitters,Silverdale,372,000372 0000372,10315 Silverdale Way NW,WA,98383,
American Eagle Outfitters,Providence,373,000373 0000373,192 Providence Place Mall,RI,2903,
American Eagle Outfitters,Paramus,374,000374 0000374,1 Garden State Plaza,NJ,7652,
American Eagle Outfitters,Oxford,375,000375 0000375,700 Quintard Drive,AL,36203,
American Eagle Outfitters,Braintree,377,000377 0000377,250 Granite Street,MA,2184,
American Eagle Outfitters,Natick,378,000378 0000378,1245 Worcester Street,MA,1760,
American Eagle Outfitters,St. Paul,380,000380 0000380,3001 White Bear Avenue,MN,55109,
American Eagle Outfitters,Sandusky,383,000383 0000383,4314 Milan Road,OH,44870,
American Eagle Outfitters,St. Louis,384,000384 0000384,322 S County Center Way,MO,63129,
American Eagle Outfitters,Richmond,385,000385 0000385,3801 National Road East,IN,47374,
American Eagle Outfitters,Milford,386,000386 0000386,1201 Boston Post Road,CT,6460,
American Eagle Outfitters,Bellingham,387,000387 0000387,1 Bellis Fair Parkway,WA,98226,
American Eagle Outfitters,Vineland,388,000388 0000388,3849 S. Delsea Drive,NJ,8360,
American Eagle Outfitters,Federal Way,389,000389 0000389,1920A S. Commons,WA,98003,
American Eagle Outfitters,Dulles,390,000390 0000390,21100 Dulles Town Circle,VA,20166,
American Eagle Outfitters,Staten Island,391,000391 0000391,2655 Richmond Avenue,NY,10314,
American Eagle Outfitters,Towson,392,000392 0000392,825 Dulaney Valley Road,MD,21204,
American Eagle Outfitters,Douglasville,393,000393 0000393,6700 Douglas Boulevard,GA,30135,
American Eagle Outfitters,Lone Tree,394,000394 0000394,8405 Park Meadows Center Drive,CO,80124,
American Eagle Outfitters,Peabody,395,000395 0000395,210 Andover Street,MA,1960,
American Eagle Outfitters,Hyannis,396,000396 0000396,769 Iyannough Road,MA,2601,
American Eagle Outfitters,Gastonia,397,000397 0000397,246 N. New Hope Road,NC,28054,
American Eagle Outfitters,Spokane Valley,399,000399 0000399,14700 East Indiana,WA,99216,
American Eagle Outfitters,Spokane,401,000401 0000401,4750 North Division Street,WA,99207,
American Eagle Outfitters,Puyallup,403,000403 0000403,3500 South Meridian,WA,98373,
American Eagle Outfitters,Tulsa,404,000404 0000404,4107 Yale Avenue South,OK,74135,
American Eagle Outfitters,Cary,405,000405 0000405,1105 Walnut Street,NC,27511,
American Eagle Outfitters,Friendswood,406,000406 0000406,1136 Baybrook Mall,TX,77546,
American Eagle Outfitters,Harrisburg,408,000408 0000408,4600 Jonestown Road,PA,17109,
American Eagle Outfitters,Orlando,409,000409 0000409,8001 S. Orange Blossom Trail,FL,32809,
American Eagle Outfitters,Grand Island,410,000410 0000410,3404 West 13th Street,NE,68803,
American Eagle Outfitters,Ft. Worth,411,000411 0000411,1908 Green Oaks Road,TX,76116,
American Eagle Outfitters,San Francisco,412,000412 0000412,865 Market Street,CA,94103,
American Eagle Outfitters,Lynnwood,413,000413 0000413,3000 184th Street SW,WA,98037,
American Eagle Outfitters,Zanesville,415,000415 0000415,3575 Maple Avenue,OH,43701,
American Eagle Outfitters,Eugene,417,000417 0000417,254 Valley River,OR,97401,
American Eagle Outfitters,Johnstown,418,000418 0000418,500 Galleria Drive,PA,15904,
American Eagle Outfitters,Chambersburg,420,000420 0000420,908 Chambersburg Mall,PA,17201,
American Eagle Outfitters,Henderson,421,000421 0000421,1300 West Sunset Road,NV,89014,
American Eagle Outfitters,Forsyth,422,000422 0000422,1375 Hickory Point Mall,IL,62535,
American Eagle Outfitters,Citrus Heights,423,000423 0000423,SUNRISE MALL 00423,CA,95610,
American Eagle Outfitters,Medford,424,000424 0000424,1600 N. Riverside,OR,97501,
American Eagle Outfitters,Portland,425,000425 0000425,12000 SE 82 Avenue,OR,97086,
American Eagle Outfitters,Sandy,427,000427 0000427,10450 South State Street,UT,84070,
American Eagle Outfitters,Leominster,428,000428 0000428,100 Commercial Road,MA,1453,
American Eagle Outfitters,Buford,429,000429 0000429,3333 Buford Drive,GA,30519,
American Eagle Outfitters,North Dartmouth,430,000430 0000430,106 North Dartmouth Mall,MA,2747,
American Eagle Outfitters,Fargo,431,000431 0000431,3902 13th Avenue SW,ND,58103,
American Eagle Outfitters,Waco,432,000432 0000432,6001 W. Waco Drive,TX,76710,
American Eagle Outfitters,Mount Hope,434,000434 0000434,37 Crossroads Mall,WV,25880,
American Eagle Outfitters,INpolis,436,000436 0000436,49 West Maryland Street,IN,46204,
American Eagle Outfitters,Lafayette,437,000437 0000437,5725 Johnston Street,LA,70503,
American Eagle Outfitters,North Olmsted,438,000438 0000438,550 Great Northern Mall,OH,44070,
American Eagle Outfitters,Green Bay,441,000441 0000441,900 Bay Park Square,WI,54304,
American Eagle Outfitters,Longview,442,000442 0000442,3500 McCann Road,TX,75605,
American Eagle Outfitters,Newark,444,000444 0000444,541 Christiana Mall,DE,19702,
American Eagle Outfitters,Mason City,445,000445 0000445,100 S. Federal Way,IA,50401,
American Eagle Outfitters,WA,446,000446 0000446,1500 W. Chestnut Street,PA,15301,
American Eagle Outfitters,Yorktown Heights,448,000448 0000448,650 Lee Boulevard,NY,10598,
American Eagle Outfitters,Westland,449,000449 0000449,35000 W. Warren,MI,48185,
American Eagle Outfitters,Anderson,450,000450 0000450,3131 N. Main Street,SC,29621,
American Eagle Outfitters,Modesto,451,000451 0000451,3401 Dale Road,CA,95356,
American Eagle Outfitters,Bel Air,454,000454 0000454,610 Baltimore Pike,MD,21014,
American Eagle Outfitters,Louisville,458,000458 0000458,4801/C564 Outer Loop,KY,40219,
American Eagle Outfitters,Shreveport,459,000459 0000459,1133 St. Vincent Avenue,LA,71104,
American Eagle Outfitters,Heath,463,000463 0000463,771 S. 30th Street,OH,43056,
American Eagle Outfitters,Phoenix,465,000465 0000465,4550-254 East Cactus Road,AZ,85032,
American Eagle Outfitters,Tucson,466,000466 0000466,5870 E. Broadway Boulevard,AZ,85711,
American Eagle Outfitters,Tucson,468,000468 0000468,4500N. Oracle Road,AZ,85705,
