DESCRIPTION|factual_id|IS_PHYSICAL_TRANSACTION|name
CHECKCARD 1017 ST JOHNS BAR & GRILL SUNNYVALE CA 24013393290001066162760|05c1fd49-f2b4-4bd6-aad3-e809c517e4a0|1|
CHECKCARD 0818 BLACKBEAR DINER- M MADERA CA 24224433231105006465166|05eec924-9939-42d2-96d4-e1a8921dbf3b|1|Black Bear Diner
TOWER BURGER             SAN FRANCISCOCA|066e8aa5-ac27-43b6-99b6-77d5f333cc34|1|Tower Burger
BOUDIN BAKER'S HALL SAN FRANCISCOCA|07788be8-c02a-4521-89de-c86793b2cf67|1|Boudin Sourdough Bakery and Cafe
CHECKCARD 0430 JACK'S PRIME SAN MATEO CA 24224433122105005465193|0a0a07cd-d5e7-4db3-b184-299de8a5ce5b|1|
CHECKCARD 1114 JACK'S PRIME SAN MATEO CA 24224433320105009474928|0a0a07cd-d5e7-4db3-b184-299de8a5ce5b|1|Jack's Prime
SPARKYS DINER SAN FRANCISCOCA|0a25020a-998b-45ef-9a68-8561ec3834ae|1|Sparkys 24 Hr Diner
SAFEWAY 1476 09/08 #000559884 PURCHASE 1300 WEST SAN CAR SAN JOSE CA|0b0190ae-67d8-4eb8-acf1-434284a42897|1|
SAFEWAY 1476 09/22 #000910966 PURCHASE 1300 WEST SAN CAR SAN JOSE CA|0b0190ae-67d8-4eb8-acf1-434284a42897|1|
CHECKCARD 0415 ANZA PARKING CORPORATIO BURLINGAME CA 24755423105161056865517|0b5a9de8-0158-42f9-bbd9-9d22c441f3c8|1|Airport Parking By Anza Parking
CHECKCARD 0109 DA KINE ISLAND GRILL SUNNYVALE CA 24492153010401438005647|0b6f0f28-c707-4365-9e73-ed6efb6167bd|1|Da Kine Cafe
CHECKCARD 0307 DA KINE ISLAND GRILL SUNNYVALE CA 24492153066401437000030|0b6f0f28-c707-4365-9e73-ed6efb6167bd|1|Da Kine Cafe
CHECKCARD 0324 DA KINE ISLAND GRILL SUNNYVALE CA 24492153083401438000129|0b6f0f28-c707-4365-9e73-ed6efb6167bd|1|Da Kine Cafe
TACO BELL #28837    PALO ALTO       CAUS|0b9b68c8-3120-4d4c-acb9-eba74a0e7e7c|1|
CHECKCARD 0129 RED ROCK COFFEE MOUNTAIN VIEWCA 24071053030158158148067|0ba5f85d-8957-4784-935b-0989b881da1f|1|
DOJIMA ANN SAN FRANCISCOCA|0be33495-75ef-4792-91e1-4d59e6015378|1|Dojima-Ann
CHECKCARD 0529 VITAMIN SHOPPE #525 SUNNYVALE CA 24692163150000788647458|0c07c0fd-f256-4608-964b-21ce959b202a|1|
VITAMIN SHOPPE 06/06 #000487553 PURCHASE 126 EAST EL CAMIN SUNNYVALE CA|0c07c0fd-f256-4608-964b-21ce959b202a|1|The Vitamin Shoppe
VITAMIN SHOPPE 06/11 #000520277 PURCHASE 126 EAST EL CAMIN SUNNYVALE CA|0c07c0fd-f256-4608-964b-21ce959b202a|1|The Vitamin Shoppe
NEW GARDEN RESTAURANT SAN FRANCISCO CA|0c089c49-0c4d-4a95-a190-d4f41c7a1553|1|The Garden Restaurant
TRIMMERS SAN FRANCISCO CA|0c438d72-ba10-4e2b-8cc0-b0375b13ae31|1|Trimmers
CHECKCARD POMPEI'S GROTTO SAN FRANCISCO CA|0c85dce0-cd40-012e-5616-003048cad9da|1|Pompei's Grotto
BI-RITE MARKET           SAN FRANCISCOCA|0c90132d-d174-4fc8-90fd-a609970ea187|1|Bi-Rite Market
THIRSTY BEAR BREWING C SAN FRANCISCO CA|0c9fc4bc-6d4c-48c7-bc33-991db4eb68b5|1|Thirsty Bear Brewing Co.
CHECKCARD 0813 SAIGON CUISINE QUE HUO SAN BRUNO CA 24071053226987124866590|0ca22b30-cd40-012e-5616-003048cad9da|1|
ZPIZZA SANFRANCISCO CA|0caca9f0-cd40-012e-5616-003048cad9da|1|Zpizza
ANCHOR OYSTER BAR INC SAN FRANCISCOCA|0cb36078-f8a4-4005-9da1-a7ea5ddc3dab|1|Anchor Oyster Bar
POS Debit CASA MEXICANA SAN FRANCISCOCA|0d911252-e5c4-41e6-bb82-1ff674a87141|1|Casa Mexicana
BCF - 1600 SAR 06/02 #000065900 PURCHASE BCF - 1600 SARATO SAN JOSE CA|0d957118-4f9c-42c3-8f7e-080d3634fa60|1|
YOUR MARKET SAN FRANCISCO CA|0d9aae9a-7b1a-4f77-a80d-e52a3e05488c|1|Your Market
CHECKCARD ADELAIDE HOSTEL SAN FRANCISCO CA|0da77f65-d27e-4da5-96c7-26f4c8754a28|1|Adelaide Hostel
CHECKCARD 0403 TOKYO STAR MANGO BAY REDWOOD CITY CA...|0dda5423-2139-4c44-930e-3283c48f044e|1|Tokyo Star
EL METATE MEXICAN R BELMONT         CAUS|0e365d10-e41d-012e-239f-003048cbf952|1|
ABSINTHE BRASSERIE       SAN FRANCISCOCA|0f11379a-fd51-46da-92fa-b294dbb4013c|1|Absinthe Brasserie and Bar
BLUE BARN GOURMET DELI SAN FRANCISCO CA|10575415-e13c-48ec-83d0-8425622c60e1|1|Blue Barn Gourmet
THE WHITE HOUSE GARAGE SAN FRANCISCO CA|1194791d-5f60-4b1b-a459-10591d314ba0|1|White House Garage
ONE DOLLAR ONLY SAN FRANCISCO CA|11d8ef29-031d-485b-b525-a23efa983c47|1|One Dollar Only
THEP PHANOM THAI CUISI SAN FRANCISCO CA|134d705a-ca97-4bd5-81bf-a5b29906c9bd|1|Thep Phanom Restaurant
OFFICE DEPOT 0 04/05 #000818558 PURCHASE 121 EAST EL CAMIN SUNNYVALE CA|13cb0c53-ee22-463e-8de3-9bba5039755f|1|
CHECKCARD BART-POWELL QPS SAN FRANCISCO CA|13ffc60e-8190-4700-85c5-9ede7d4efd12|1|BART Powell St Station
WORKING GIRLS CAFE #2 SAN FRANCISCO CA|140efbeb-5815-47c3-8c35-e36d4aeef972|1|Working Girls Cafe
NEW HING LUNG RESTAURA SAN FRANCISCO CA|14f29763-af0d-4dd0-847b-31ffdb8fe144|1|New Hing Lung Restaurant
CAFFE SAPORE SAN FRANCISCO CA|1501b8d8-c179-4126-9c85-add05d24c7aa|1|Caffe Sapore
CHECKCARD 1203 PIZZA MY HEART PALO ALTO CA 24013393338000199654879|1535001f-2ca9-4ad4-8bc0-8e1dd40e8277|1|
CENTURY THEATRES 49 SAN BRUNO       CAUS|15658bb2-2a2e-42b6-9023-0f82395c4a97|1|
CENTURY THEATRES 49 SAN BRUNO       CAUS|15658bb2-2a2e-42b6-9023-0f82395c4a97|1|
096 REDWOOD JOHNNY  REDWOOD CITY    CAUS|159641fd-0b6a-4a83-83c3-21872f444a7f|1|Johnny Rockets
TRADER JOE'S # 11/22 #000877061 PURCHASE TRADER JOE'S # SUNNYVALE CA|1716a696-5c44-4227-8cc6-0e740398bfda|1|
BART SAN BRUNO 01/21 #000149366 PURCHASE BART SAN BRUNO ST SAN BRUNO CA|17194bc8-347f-4f40-a0cb-5cad547866a0|1|San Bruno BART Station
BART SAN BRUNO 06/12 #000153033 PURCHASE BART SAN BRUNO ST SAN BRUNO CA|17194bc8-347f-4f40-a0cb-5cad547866a0|1|San Bruno BART Station
BART SAN BRUNO 06/19 #000406956 PURCHASE BART SAN BRUNO ST SAN BRUNO CA|17194bc8-347f-4f40-a0cb-5cad547866a0|1|San Bruno BART Station
BART SAN BRUNO 08/01 #000266625 PURCHASE BART SAN BRUNO ST SAN BRUNO CA|17194bc8-347f-4f40-a0cb-5cad547866a0|1|San Bruno BART Station
BART SAN BRUNO 08/13 #000190509 PURCHASE BART SAN BRUNO ST SAN BRUNO CA|17194bc8-347f-4f40-a0cb-5cad547866a0|1|San Bruno BART Station
BART SAN BRUNO 12/02 #000007164 PURCHASE BART SAN BRUNO ST SAN BRUNO CA|17194bc8-347f-4f40-a0cb-5cad547866a0|1|San Bruno BART Station
NOPA SAN FRANCISCO CA|195047c5-fa71-4849-9c01-381f6ec5a431|1|Nopa
PORT OF SAN FRANCI QPS   SAN FRANCISCOCA|197d64db-ceb1-4d26-8bda-4d3d5318fc79|1|Port of San Francisco
YMCA SILICON VALLEY SANTA CLARA     CAUS|19b891e1-d8c9-4b85-8acc-a4362e4deb17|1|
YMCA SILICON VALLEY SANTA CLARA     CAUS|19b891e1-d8c9-4b85-8acc-a4362e4deb17|1|
CHECKCARD 0527 MILLBRAE MARKET & GASOL MILLBRAE CA 24765793148980019478503|1a6761a5-fcf6-49df-a755-04b9278dd060|1|
CHECKCARD 0123 STUDIO 5 HAIR SALON SUNNYVALE CA 24122473024900019300107|1a6e07c4-c101-424b-bff9-ceea9d86fd64|1|
CHECKCARD 0227 STUDIO 5 HAIR SALON SUNNYVALE CA 24122473059900012100049|1a6e07c4-c101-424b-bff9-ceea9d86fd64|1|
PHOENIX IRISH BAR SAN FRANCISCO CA|1a6ed6f5-7071-4a5c-98a6-b45f3e79fff7|1|The Phoenix Bar and Restaurant
PALO ALTO CREAMERY  PALO ALTO       CAUS|1ba689c6-f5c6-48fd-be99-0654cae2a93f|1|
LE ZINC                  SAN FRANCISCOCA|1bd17f48-42bd-45b9-9149-5b754fb6ef64|1|Le Zinc
CHKCARD VALERO #7262 SAN FRANCISCO CA|1be11c1a-04f8-4fb6-93f1-445512f20d19|1|Lombard Valero and Food Mart
CHECKCARD 0424 MOUNTAIN MIKES PIZZA BELMONT CA 24254773115461169830222|1bfbedb0-f62f-4df8-a5a9-1633d39c617c|1|
HAYES VALLEY BAKEWORKS SAN FRANCISCOCA|1c0104ee-44a6-4a42-85a3-bab4ccbcace9|1|Hayes Valley Bakeworks
AM VALERO FOOD 08/16 #000099854 PURCHASE 1502 E YOSEMITE A MADERA CA|1c7ee582-2491-4348-8e50-d10b88b8df87|1|Valero
NEW CHEF HUNG S RESTAURANSAN FRANCISCOCA|1ca63ed4-508b-4ba4-b5ba-4b5787d65d37|1|Chef Hung's
Misc. Debit PHO VIETNAM SAN FRANCISCOCA|1d4e27d4-e653-41a4-87fb-973332e32fd1|1|Pho Vietnam
TANDOORI OVEN       PALO ALTO       CAUS|1d92ab8e-9395-490e-970e-cd86c23d64bf|1|
Visa Check Card COLIBRI SAN FRANCISCOCA|1dc3f025-2bc4-420b-9e11-b2e9b1986c38|1|Colibri Mexican Bistro
TWOMEY CELLARS      CALISTOGA       CAUS|1df5303c-c509-44c5-ba8f-8bdc920c1e63|1|
CHECKCARD 0106 HANA SUSHI TOGO SANTA CLARA CA 24122473007900013100140|1e326c51-a768-4d79-a306-8a05e3d01ef4|1|Hana Maki Sushi
TRICK DOG SAN FRANCISCO CA|1e8cb3a9-8218-4e4b-8746-8730dc4e2a33|1|Trick Dog
CHECKCARD 0823 TGI FRIDAY'S CUPERTINO CUPERTINO CA 24431053236207888700783|1f4edeb9-9890-4306-8597-3aaac2e1422b|1|
CHECKCARD 0918 HOBEE'S #4 BELMONT CA 24431053261207188500345|1fb97c88-8a07-4b99-8fac-68aa05876bab|1|Hobee's Restaurant
SANPPO JAPANESE RESTAURANSAN FRANCISCOCA|2021719f-fd41-45a5-9e8a-3f37009e8b2f|1|Sanppo Restaurant
CHECKCARD 1118 KATANA SUSHI & SAKE SUNNYVALE CA 24707803323980162402222|202643c1-37b2-4a96-905c-b2bc3c179141|1|
CHECKCARD 0813 DR CHARLES MOLOSKY DDS SAN FRANCISCOCA...|2054a1df-f3fa-4a7d-99b4-0a9166ae99e0|1|Molosky Charles J II DDS
CHECKCARD 1202 DR CHARLES MOLOSKY DDS SAN FRANCISCOCA...|2054a1df-f3fa-4a7d-99b4-0a9166ae99e0|1|Molosky Charles J II DDS
YUM YUM FISH SAN FRANCISCO CA|2106d32f-b2b8-465b-ad70-cd34ffa24063|1|Yum Yum Fish
CHECKCARD 0607 ROK SUNNYVALE CA 24643733160700664290467|21f79432-41e6-43c9-883f-035f940a694a|1|Rok Bistro
ARCO PAYPOINT 06/08 #000431971 PURCHASE 18605 MONTEREY RD MORGAN HILL CA|21fbb8fb-fbe6-4ef8-a198-ec2dc4a0feb9|1|
ARCO PAYPOINT 06/08 #000915386 PURCHASE 18605 MONTEREY RD MORGAN HILL CA|21fbb8fb-fbe6-4ef8-a198-ec2dc4a0feb9|1|
CHECKCARD 0121 GREEN PAPAYA RESTAURANT SAN FRANCISCOCA...|226f2fd9-65ba-40b8-92bc-f6c59d0a3b09|1|Green Papaya SF
PALISADES DELI      CALISTOGA       CAUS|22e58b0c-f3a6-41e2-b442-e58ab790f7fe|1|
UCSF ORTHOPEDICS SAN FRANCISCO CA|240af3cb-b54b-4ad4-8eaf-b540385f8802|1|Ucsf Orthopaedic Surgery Faculty Practice
CHECKCARD 0813 TATAMI BUFFET CUPERTINO CA 24431063226207602400083|2614bc14-eff6-4220-a1c4-a5e6c0e1701e|1|
CHECKCARD 1009 TATAMI BUFFET CUPERTINO CA 24431063283207602800381|2614bc14-eff6-4220-a1c4-a5e6c0e1701e|1|
MARDINI DELI & CAFE MENLO PARK      CAUS|273d918e-00a9-4035-bb20-f699441215e9|1|
MARDINI DELI & CAFE MENLO PARK CAUS|273d918e-00a9-4035-bb20-f699441215e9|1|
FRJTZ VALENCIA SAN FRANCISCOCA|27856b0e-6302-492e-ba12-5f3fffb146db|1|Frjtz
CHECKCARD 0830 RABBIT'S FOOT MEADERY SUNNYVALE CA 24506013243980123666572|2887c675-ed25-4ca0-8abf-25ebc57f4e56|1|Rabbits Foot Meadery
RABBIT'S FOOT MEADE SUNNYVALE       CAUS|2887c675-ed25-4ca0-8abf-25ebc57f4e56|1|
RABBIT'S FOOT MEADE SUNNYVALE CAUS|2887c675-ed25-4ca0-8abf-25ebc57f4e56|1|
TRATTORIA PINOCCHIO SAN FRANCISCOCA|29b32c29-6c3c-43fc-ac92-f8bb0e2ad953|1|Trattoria Pinocchio
CHECKCARD 0827 FOG HARBOR FISH HOUSE SAN FRANCISCOCA 24071053240158141237098|2a88723c-61f9-4d38-a23a-e1c59503b0c4|1|Fog Harbor Fish House
MACY'S 34 08/02 #000110826 PURCHASE 200 W WASHINGTON SUNNYVALE CA|2aa2611e-8f2c-436c-83fd-618e001302f3|1|
PEASANT PIES MISSIOQPS SAN FRANCISCO CA|2abeede3-0edd-4d74-b133-9a9526f3f81e|1|Peasant Pies
MIETTE CAKES             SAN FRANCISCOCA|2b65de90-0355-012f-b33e-003048cacd48|1|Miette Cakes
NEW COUNTRY SKY SAN FRANCISCO CA|2b68c850-0355-012f-b33e-003048cacd48|1|Country Sky
CHKCARD KIKI JAPANESE RESTAURAN SAN FRANCISCOCA|2b766770-0355-012f-b33e-003048cacd48|1|Kiki Japanese Restaurant
HAYSTACK PIZZA INC       SAN FRANCISCOCA|2d7f7b3d-ff81-437d-bc4e-d8efe63f4a5b|1|Haystack Pizza Restaurant Pick Up and Delivery
ZCREPES SAN FRANCISCO CA|2db2d934-2d39-4b82-9312-b77f4cc2d9d4|1|Z Crepes
CAFE ZOE            MENLO PARK      CAUS|2de6fd90-ff2a-4aaf-b2a3-43387da2c88a|1|Cafe Zoe
CAFE ZOE            MENLO PARK      CAUS|2de6fd90-ff2a-4aaf-b2a3-43387da2c88a|1|Cafe Zoe
CAFE ZOE            MENLO PARK      CAUS|2de6fd90-ff2a-4aaf-b2a3-43387da2c88a|1|Cafe Zoe
ORCHIDHOLIC SAN FRANCISCO CA|2eb94e1b-a862-4fd4-abac-dc0cac9ed7fe|1|Orchid Barn
LE CAFE DU SOLEIL SAN FRANCISCO CA|2f530a25-bc2c-4756-aa73-a69f5b61c370|1|Cafe Du Soleil
SANJALISCO RESTAURANT    SAN FRANCISCOCA|30002af7-2c86-4f09-9f51-2edd64f3a65d|1|San Jalisco
CHECKCARD 1219 ROUND TABLE PI00003228 SAN CARLOS CA 24164073354074240175527|3041744d-b38f-4615-a01a-2551ccfb94e6|1|Round Table Pizza
CHECKCARD 1219 ROUND TABLE PI00003228 SAN CARLOS CA 24164073354074240175568|3041744d-b38f-4615-a01a-2551ccfb94e6|1|Round Table Pizza
NEW ERITREA RSTRT & BA SAN FRANCISCO CA|308b051d-4eee-4b22-8b0f-87fd30f05f9b|1|New Eritrea Restaurant and Bar
CAL MART               CALISTOGA    CAUS|3111f7d7-e002-4fce-9f74-2dbadd6ab786|1|
POS PUR GRUMPY'S SAN FRANCISCO CA|32687fa3-525c-42dd-a363-f05bf80b88b5|1|Grumpys Restaurant and Pub
TARGET T0321 REDWOOD CIREDWOOD CITY CAUS|32fcba34-0261-463d-a652-8c90e8ae5fae|1|
TARGET T0321 REDWOOD CIREDWOOD CITY CAUS|32fcba34-0261-463d-a652-8c90e8ae5fae|1|
MARLOWE LLC SAN FRANCISCOCA|330d0a1a-9557-4bed-9031-5ddadcdf542a|1|Marlowe
BIG 5 SPORTING 05/06 #000024778 PURCHASE BIG 5 SPORTING GO SUNNYVALE CA|3325d66a-339d-44a1-ba3b-1d5fc8db1582|1|Big 5 Sporting Goods
BIG 5 SPORTING 06/18 #000014839 PURCHASE BIG 5 SPORTING GO SUNNYVALE CA|3325d66a-339d-44a1-ba3b-1d5fc8db1582|1|Big 5 Sporting Goods
BIG 5 SPTG GDS 02/20 #000462508 PURCHASE BIG 5 SPTG GDS-00 SUNNYVALE CA|3325d66a-339d-44a1-ba3b-1d5fc8db1582|1|Big 5 Sporting Goods
ZUSHI - PUZZLE SAN FRANCISCO CA|3368c341-b710-4475-84f9-6d7e42236a5e|1|Zushi-Puzzle
POS PUR ALCATRAZ SAN FRANCISCOCA|337060f9-4a99-4709-a67c-c593b36d5260|1|Alcatraz Island
TARGET SAN FRANCISCOCA|350854f4-93e2-40b5-824f-79a02acb4207|1|City Target
SPUD SAN FRANCISCO SAN FRANCISCO CA|367cf300-9aae-453c-9f2b-4eded042d0c7|1|Spud
CHECKCARD 0914 I SUSHI CUUPERTINO CA 24431063257200617600559|36abf1b9-a1d0-4fdf-b62a-17f40047b675|1|
CHECKCARD 0921 OPA AUTHENTIC GREEK CUS 408-3997417 CA 24744553265134511772374|370585ee-8e2c-48fe-881a-29690ebdcc2a|1|
OLD NAVY USA 06/02 #000006025 PURCHASE OLD NAVY USA SAN JOSE CA|379e7025-215a-4eeb-8c2f-57c557d70f84|1|Old Navy
OLD NAVY USA 08/03 #000007006 PURCHASE OLD NAVY USA SAN JOSE CA|379e7025-215a-4eeb-8c2f-57c557d70f84|1|Old Navy
OLD NAVY USA 10/17 #000006617 PURCHASE OLD NAVY USA SAN JOSE CA|379e7025-215a-4eeb-8c2f-57c557d70f84|1|Old Navy
CHECKCARD 0429 HUNTER LABORATORIES CAMPBELL CA 24492153120693011036075|38b7fa5f-4646-4120-ad9a-a4c3093ba5ee|1|Hunter Labortories
WALGREENS 05/04 #000516935 PURCHASE 121 E EL CAMINO R MOUNTAIN VIEW CA|392181ed-84c6-4383-9b6c-7826cfcf3eed|1|
CHECKCARD MCDONALD'S F11742 SAN FRANCISCOCA|395daaf1-0108-49f1-b408-252de925838d|1|McDonald's
YEAH YEAH PONY PRINCE SAN FRANCISCO CA|3b81791b-bd98-4f63-ae6a-2a865f424254|1|Yeah Yeah Pony Prince
CENTURY THEATRES 48 REDWOOD CITY    CAUS|3c5c9f97-cf01-420d-bc6c-992e691edd31|1|
CENTURY THEATRES 48 REDWOOD CITY    CAUS|3c5c9f97-cf01-420d-bc6c-992e691edd31|1|
POS PUR FUJIYAMAYA SAN FRANCISCOCA|3c63cc68-1b5d-4265-ab88-2a0ffceff65d|1|Fujiyama-Ya Japanese Restaurant
QUIZNOS SUB #8615 QPS SAN FRANCISCO CA|3ca74e76-6ba5-4c72-9de3-0def8baaea97|1|Quiznos
COFFEE BAR 1 LLC SAN FRANCISCO CA|3cc19c1b-e3ed-4db1-8eda-1a981a5664a6|1|Coffee Bar
KULETO'S SAN FRANCISCO CA - EATING PLACES|3d00b9e5-e0cd-4c8b-9506-a71d8ce6452b|1|Kuleto's
ARAMARK SHORELINE A MOUNTAIN VIEW   CAUS|3d2a797a-9cec-4de5-8084-4384dde61ff8|1|
KUSHITSURU RESTAURANT SAN FRANCISCO CA|3db27521-4ce0-4db1-9e62-53b5ab134972|1|Kushitsuru
JAMBA JUICE #45     REDWOOD CITY    CAUS|3fef9d75-bc09-405e-bb23-06c9da62b0f6|1|
MI PUEBLO FOODS 1731 E. BAYSHORE BLVD. E. PALO ALTO CAUS|405765eb-cd7b-461c-890d-1129a70feaf5|1|Mi Pueblo
MI PUEBLO FOODS 1731 E. BAYSHORE BLVD. E. PALO ALTO CAUS|405765eb-cd7b-461c-890d-1129a70feaf5|1|Mi Pueblo
MI PUEBLO FOODS 1731 E. BAYSHORE BLVD. E. PALO ALTO CAUS|405765eb-cd7b-461c-890d-1129a70feaf5|1|Mi Pueblo
76                  MENLO PARK      CAUS|405e29c3-148c-425f-9cd5-ddffaa2644e2|1|76
A & S 76        710 WILLOW RD          MENLO PARK   CAUS|405e29c3-148c-425f-9cd5-ddffaa2644e2|1|76
NORDSTROM #0426 SAN FRANCISCO CA|4076a049-bfe2-4483-87ac-abb0e7116e72|1|Nordstrom Stonestown Galleria
CHECKCARD 0420 THAI PEPPER CUISINE LLC SUNNYVALE CA 24431063110286857500028|4105e7e6-3547-4e3c-97d4-557c09dc208f|1|Thai Pepper Cuisine
CHECKCARD 0524 THAI PEPPER CUISINE LLC SUNNYVALE CA 24431063145286857001356|4105e7e6-3547-4e3c-97d4-557c09dc208f|1|Thai Pepper Cuisine
CHECKCARD 0821 THAI PEPPER CUISINE LLC SUNNYVALE CA 24431063234286857700983|4105e7e6-3547-4e3c-97d4-557c09dc208f|1|Thai Pepper Cuisine
CHECKCARD 0924 THAI PEPPER CUISINE LLC SUNNYVALE CA 24431063268286857100670|4105e7e6-3547-4e3c-97d4-557c09dc208f|1|
CHECKCARD 1005 THAI PEPPER CUISINE LLC SUNNYVALE CA 24431063279286857201012|4105e7e6-3547-4e3c-97d4-557c09dc208f|1|Thai Pepper Cuisine
CHECKCARD 1201 THAI PEPPER CUISINE LLC SUNNYVALE CA 24431063336286857800699|4105e7e6-3547-4e3c-97d4-557c09dc208f|1|
KAISER 02090371 1150 VETERANS BLVD     REDWOOD CITY CAUS|4180d4e4-8afa-464f-bd2a-91960775307e|1|
CHECKCARD 0830 EL CAMINO MONGOLIAN BBQ SANTA CLARA CA 24122583243980013731367|4227bc33-0333-45f7-90c3-07b015a7d9e8|1|
DENNY'S #6820       REDWOOD CITY    CAUS|42953ee0-f4de-47e8-9858-f5c00cd93402|1|
DENNY'S #6820       REDWOOD CITY    CAUS|42953ee0-f4de-47e8-9858-f5c00cd93402|1|
SHELL Service 11/18 #000530556 PURCHASE SHELL Service S MOUNTAIN VIEW CA|434b3455-2112-4ca8-af84-6ef3a74c67f7|1|
SHELL Service 12/18 #000748555 PURCHASE SHELL Service S MOUNTAIN VIEW CA|434b3455-2112-4ca8-af84-6ef3a74c67f7|1|
SHELL Service 02/12 #000476158 PURCHASE SHELL MOUNTAIN VIEW CA|434b3455-2112-4ca8-af84-6ef3a74c67f7|1|
SHELL Service 05/03 #000156643 PURCHASE SHELL MOUNTAIN VIEW CA|434b3455-2112-4ca8-af84-6ef3a74c67f7|1|
SHELL Service 07/30 #000427992 PURCHASE SHELL MOUNTAIN VIEW CA|434b3455-2112-4ca8-af84-6ef3a74c67f9|1|
CHECKCARD 0308 21ST AMENDMENT BRE SAN FRANCISCOCA 24224433068105013518906|44304903-661d-49f1-adbb-c0a73eaf886c|1|21st Amendment Brewery Cafe
LAVA VINE           CALISTOGA       CAUS|45027d14-6912-4f8f-ae9f-2a2694542489|1|
YMCA SILICON VALLEY EAST PALO ALT   CAUS|466074d6-95f9-4627-a588-a5a11105a045|1|
CASA LUCAZ #3 SAN FRANCISCO CA|46b88435-1c42-4398-8647-176af5865548|1|Casa Lucaz 3
HARVS SANTA CLARA      SANTA CLARA  CAUS|4a254667-926a-4927-8f81-a1bf059cf40a|1|
EUROSPA & INN       CALISTOGA       CAUS|4c940701-6db4-4d63-a5df-7e7ffd0fc989|1|
THE SPA AT EUROSPA  CALISTOGA       CAUS|4c940701-6db4-4d63-a5df-7e7ffd0fc989|1|
MISS TOMATO SANDWICH S   SAN FRANCISCOCA|4c96d4c5-21a3-4344-9a64-1579639101ca|1|Miss Tomato Sandwich Shop
EL RANCHO MARKET       MENLO PARK   CAUS|4f01e715-e991-4621-a620-74a0ad5b285c|1|
EL RANCHO MARKET       MENLO PARK   CAUS|4f01e715-e991-4621-a620-74a0ad5b285c|1|
EL RANCHO MARKET       MENLO PARK   CAUS|4f01e715-e991-4621-a620-74a0ad5b285c|1|
EL RANCHO MARKET       MENLO PARK   CAUS|4f01e715-e991-4621-a620-74a0ad5b285c|1|
7-ELEVEN 02/03 #000186601 PURCHASE 1430 FRUITDALE AV SAN JOSE CA|508667fc-ee4c-4a99-973d-c2c7ab3cae6c|1|7-Eleven
7-ELEVEN 03/10 #000101978 PURCHASE 1430 FRUITDALE AV SAN JOSE CA|508667fc-ee4c-4a99-973d-c2c7ab3cae6c|1|7-Eleven
CHECKCARD 0224 MURPHY'S LAW SUNNYVALE CA 24431063055207794301178|512fb58d-4969-44b1-8a1d-02cac484d40a|1|Murphy's Law
SANKAKU T3               SAN FRANCISCOCA|52859575-d66e-4d0e-bf58-d7317437e0fa|1|Sankaku
CHECKCARD MARRIOTT 337F2 SAN FRAN|52d401c1-6ba1-4652-9fc0-a1256643976d|1|San Francisco Marriott Marquis
CHECKCARD 0804 CALTRAIN TVM SAN CARLOS CA 24492793217436300074283|54c41fdd-b00f-41ce-8fb3-da99b6305446|1|
