** LATE CHARGE ,
APPLEBEE'S #32           COVINGTON    GA ,Applebees
AQUARIUM DENVER OCN JR   DENVER       CO ,
ARBYS 7524    00075242   CANTON       MI ,Arby's
ARM ASSOCIATES L P       281-5060831  TX ,
APL*APPLE ITUNES STORE   866-712-7753 CA ,APPLE
ARONS KISSENA FARM       FLUSHING     NY ,
USAA.COM PMT - THANK YOU SAN ANTONIO  TX ,USAA
ARTFUL HOME              877-3448453  WI ,
ASF*HEALTH CLUB DUES     800-525-8967 CO ,
ASHLEY FURN HOME STORE   SUMTER       SC ,Ashley Furniture Home Store
AT&T TLG GLF             08003310500  GA ,
ATL AIRPORT S PLZ EXPR   ATLANTA      GA ,
USAA.COM PMT - THANK YOU SAN ANTONIO  TX ,USAA
USAA FSB-OVERDRAFT       SAN ANTONIO  TX ,USAA
ATT*BILL PAYMENT         800-288-2020 TX ,AT&T
ATTM*292945474 ILL ,
AUDIO ELECTRONICS   INDIANANPOL 66380006    317-253-2495 ,
AUTOPAY PAYMENT - THANK YOU ,
USAA.COM PMT - THANK YOU SAN ANTONIO  TX ,USAA
AVIS RENT A CAR #2       ANCHORAGE    AK ,Avis
B & H PHOTO-VIDEO.COM    800-9479950  NY ,
BABIES R US #8863  QPS   KNOXVILLE    TN ,
BALTIMORE GARAGE         PROVIDENCE   RI ,
BARNES & NOBLE #1978     SAN DIEGO    CA ,Barnes & Noble
CVSPHARMACY #3429  Q03   VERO BEACH   FL ,CVS Pharmacy
BARNES & NOBLE #2074     COLUMBIA     MO ,Barnes & Noble
BARNES & NOBLE #2575     SANTA MONICA CA ,Barnes & Noble
WAL-MART #1565           WILLISTON    ND ,WALMART
BARNES&NOBLE*COM         800-843-2665 NJ ,Barnes & Noble
BARWOOD TAXI             KENSINGTON   MD ,
BASS PRO SHOPS STORE 35  PEARL        MS ,Bass Pro Shops
BEALLS-DEPT-STORE #0TAMPA       43573138    9417472355 ,Bealls Department Store
BELDEN'S                 HOUSTON      TX ,
BEST BUY      00003707   LEES SUMMIT  MO ,Best Buy
BEST BUY      00008359   NEW YORK     NY ,Best Buy
BEST BUY CO    134       DUBLIN       CA ,Best Buy
BEST BUY MHT  00004200   VIRGINIA BEACVA ,Best Buy
BESTBUY.COM   00009944   RICHFIELD    MN ,Best Buy
BIG LOTS #05091 BIG LOTS ORLANDO      FL ,Big Lots
BLOCKBUSTEREXPRESS       ORANGE PARK  FL ,Blockbuster
BOBALICIOUS LLC          MECHANICSVILLVA ,Bobalicious
BODEN                    866-206-9508 DE ,
BOLONEY'S SANDWICH SHO   BARRINGTON   IL ,
BORDERBROOK ANML HOSP    MURRYSVILLE  PA ,
BORSHEIMS                OMAHA        NE ,
BUCKY'S EXPRES #73 QPS   LA VISTA     NE ,Bucky's Express
C BERRYS                 LINCOLN      NE ,
USAA FSB-OVERDRAFT       SAN ANTONIO  TX ,USAA
CABELAS RETAIL BILLING   BILLINGS     MT ,
CABLE ONE INC 1          877-6922253  AZ ,
CALIFORNIA PIZZA 290     SEAL BEACH   CA ,
MCDONALD'S F1796         HAMPTON      VA ,Mcdonalds
APL*APPLE ITUNES STORE   866-712-7753 CA ,APPLE
CARIBOU COFFEE 10 Q86    DETROIT      MI ,Caribou Coffee
CARIBOU COFFEE#1223      EAGAN        MN ,Caribou Coffee
CARPENTER BROS HAR       ANN ARBOR    MI ,
CARTER'S #751            JOHNSON CREEKWI ,
CH WOMENHEALTH ASSOCIA   PHILADELPHIA PA ,
CHARLOTTE RUSSE 331      COLUMBUS     GA ,
CHATHAM VILLAGE MARK     CHATHAM      MA ,
CHICK-FIL-A #02258       INDEPENDENCE MO ,Chick-Fil-A
CHICK-FIL-A #02289       WEST COLUMBIASC ,Chick-Fil-A
CHIPOTLE 0360            WINTER PARK  FL ,Chipotle
WAL-MART #0919           FT WALTON BE FL ,WALMART
CHRISTS CHURCH           JACKSONVILLE FL ,
CINCO DE MAYO            GRAND RAPIDS MI ,
USAA.COM PMT - THANK YOU SAN ANTONIO  TX ,USAA
USAA.COM PMT - THANK YOU SAN ANTONIO  TX ,USAA
CLARK ONLINE             301-5955300  MD ,
USAA.COM PMT - THANK YOU SAN ANTONIO  TX ,USAA
COMFORT INN&SUITES HOT   GREAT BARINGTMA ,Comfort Inn
COMFORT SUITES           ALEXANDRIA   LA ,Comfort Inn
CONVENIENCE CHECK 4541   SAN ANTONIO  TX ,
COSTCO WHSE #0633 0000000HELENA       MT ,Costco
COSTCO WHSE #0689 0000000SAN ANTONIO  TX ,Costco
CREDIT FOREIGN TRAN CHG ,
DAFFY'S #401             PHILADELPHIA PA ,
DAVID DEANGELO COMMUNI   SANTA MONICA CA ,
DD/BR #340769      Q35   NEW MARKET   MD ,
DIAMONDS INTL 755        CABO SAN LUCAMX ,
DMI* DELL SM BUS         800-456-3355 TX ,
DOC'S                    THATCHER     AZ ,
DOUGHERTY'S PUB          BALTIMORE    MD ,
EAGLE GUNS & RANGE       CONCORD      NC ,
EAST COOPER BAPTIST CHURC843-8563222  SC ,
EDWARDS TEMECULA STDM    TEMECULA     CA ,
E-MEALZ                  02054015340  AL ,
REDBOX *DVD RENTAL       OAKBRKTERRACEIL ,Redbox
ENMARK ASHVILLE 84Q77    ASHEVILLE    NC ,
ENTERPRISE RENT-A-CAR    WATERTOWN    NY ,Enterprise Rent a Car
ENVISION IMAGING OF FR   FRISCO       TX ,
EUREST AT GAO 11219441   WASHINGTON   DC ,
EXCHANGE CATALOG/ONLIN   08005823289  TX ,
EXPEDIA*8010991342893    800-367-3476 NV ,
EXPERIAN    *CREDITREP   866-2528810  CA ,
EXPERIAN    *CREDITREP   INFOEXD.COM  CA ,
EXXONMOBIL    45944048   ENNIS        MT ,Exxon mobil
EXXONMOBIL    47305297   ROY          UT ,Exxon mobil
APL*APPLE ITUNES STORE   866-712-7753 CA ,Apple
EXXONMOBIL    47882618   MURFREESBORO TN ,Exxon mobil
USAA.COM PMT - THANK YOU SAN ANTONIO  TX ,USAA
FABRIC TREE              DANBURY      CT ,
FIRESIDE LODGE           BIG BEAR LAKECA ,
FIRESTONE     00219972   DE SOTO      TX ,
FONG'S PIZZA             DES MOINES   IA ,Fongs Pizza
FOODLAND KAILUA          KAILUA       HI ,
FOREIGN TRAN CHG ,
FOREIGN TRAN CHG ,
CVS PHARMACY #2222 Q03   PHILADELPHIA PA ,CVS Pharmacy
FOREVER 21 #3533         MONTEREY     CA ,Forever 21
USAA INS PREMIUM         SAN ANTONIO  TX ,USAA
FRESH MKT-014 SPA ,
FRESH MXN FOOD - ROSE    SAN DIEGO    CA ,
FRGNC                    ALBUQUERQUE  NM ,
FRYS-FOOD-DRG #137       TUCSON       AZ ,
FRYS-FUEL #7689          MARANA       AZ ,
FT BELVOIR SHOP/CLASFORT BELVOI 36509696   GOVERNMENT SERVICE ,
FT LAUD P PARKING METE   FT LAUDERDALEFL ,
FUZZYS TACO SHOP         MCKINNEY     TX ,Fuzzy's Taco Shop
GAP ONLINE ,Gap
GE 800 LRR    30031140   STAMFORD     CT ,
GILT GROUPE              877-2800545  NY ,
GO! CALENDARS            TUCSON       AZ ,
GOLDS GYM ROSSLYN        866-465-3775 VA ,
GOOGLE *GAMELOFT         GOOGLE.COM/CHCA ,
GOOGLE *RUBICON          GOOGLE.COM/CHCA ,
GRIP PHONE PROTECTION    LAS VEGAS    NV ,
GRUBHUB FOOD ORDER       877-585-7878 IL ,GrubHub
GUESS #3156              WILLIAMSBURG VA ,Guess
HAVEN IN PARIS           978-4059420  MA ,
HCTRA REBILL             281-8753279  TX ,
HENNESSEYS TAVERN #5     MANHATTAN BEACA ,
USAA FSB-OVERDRAFT       SAN ANTONIO  TX ,USAA
HERALD-LDR CIRCULATION   800-999-8881 KY ,
HESS 38363               ALLENTOWN    PA ,
HOBBY-LOBBY #0123        SAN ANTONIO  TX ,
HOLIDAY INN EXPRESS &    CONWAY       AR ,Holiday Inn
HOLIDAY INNS APPLETON    APPLETON     WI ,Holiday Inn
HOLLYWOOD THEATERS # 8   LAWRENCE     KS ,
HONEYBAKED HAM #1201     LITTLE ROCK  AR ,Honeybaked Ham
HOTEL VALENCIA - RI      SAN ANTONIO  TX ,
HOTELS.COM US            800-219-4606 NV ,Hotels.com
HOTELS.COM US            800-219-4606 WA ,Hotels.com
IHOP 4401                DALTON       GA ,IHOP
IKEA COLLEGE PARK        COLLEGE PARK MD ,Ikea
INDIANA TOLL ROADS       8668995849   PA ,
INTEGRITY DESIGNS &      GATLINBURG   TN ,
Interest on Cash Advances ,
Interest on Purchases ,
Interest on Purchases ,
IRA TOYOTA SCION TEWKS   TEWKSBURY    MA ,
JACK IN THE BOX 5339ROSAMOND    63600173    661-256-5920 ,Jack in the Box
JACK IN THE BOX 726QPS   LAS VEGAS    NV ,Jack in the Box
JACKSONVILLE NAS COMMISS JACKONSVILLE FL ,
JEREMY STORE 00403428    PARK CITY    UT ,
JIMMY JOHNS - 277        O FALLON     IL ,
JOS A BANK #86 0082 BURLINGTON  08601001    111-111-1111 ,
USAA.COM PMT - THANK YOU SAN ANTONIO  TX ,USAA
JSIX RESTAURANT (2) ,
K & W CAFETERIAS #46     GREENVILLE   NC ,
KABUKI JAPANESE STEAKH   VIRGINIA BEACVA ,
KAHULUI AIRPORT PARKING AKAHULUI HI ,
KANGAROO                 NORTH CHARLESSC ,
KANGAROO EXPRESS 6162    GAINESVILLE  FL ,
KCE POPEYES CHICKEN      APO          XX ,
KFC L367009   24570095   BRIDGEWATER  NJ ,KFC
KFC/TACO BELL #2081Q65   SAN ANTONIO  TX ,KFC
KING KONG SHOE REPA      LEWISVILLE   TX ,
KOHL'S #0204             FAIRBORN     OH ,Kohls
KOHL'S #0205 DAYTON OH ,Kohls
KRYSTAL DFWF02           GRAND PRAIRIETX ,
USAA INS PREMIUM         SAN ANTONIO  TX ,USAA
KWIK SHOP #300           HORN LAKE    MS ,
LA CARRETA MEXICAN RES   MANCHESTER   NH ,
LA FITNESS               09492558100  CA ,
WAL-MART #1682           CHESAPEAKE   VA ,WALMART
LA PINATA                SAN DIEGO    CA ,
LANDS END                08003324700  WI ,
LIFE TIME CAFE 148Q46    COLUMBIA     MD ,Life Time Café
LIFE TIME CAFE 194       CENTENNIAL   CO ,Life Time Café
LINCOLN JOURNAL STAR C   LINCOLN      NE ,
LIVING ROOM OF LAJ QPS LA JOLLA     CA ,
LL*ETIHAD G 341541       SWITZERLAND  CH ,
LOWES #00223*            GAITHERSBURG MD ,Lowes
USAA INS PREMIUM         SAN ANTONIO  TX ,USAA
LOWES #00775*            TEMECULA     CA ,Lowes
USAA FSB LOAN PAYMENT    SAN ANTONIO  TX ,USAA
LOWES #01033*            HENDERSON    NV ,Lowes
LULULEMON BILTMORE  PHOENIX     000113      SPORTING GOODS STORE ,
LUVERNE FARM STORE       LUVERNE      MN ,
MACY*S .COM #0129        800-289-6229 OH ,Macy's
MACY'S #003 HERALD S 0030NEW YORK     NY ,Macy's
MACY'S EAST #501         SHERMAN OAKS CA ,Macy's
MADIGAN GAS PUMPS   FT LEWIS    36412648   GOVERNMENT SERVICE ,
MAPCO MART #3540         MONTEAGLE    TN ,
AAFES HILL MINI MALL G   HILL AFB     UT ,AAFES
MARATHON OIL 063578      BOWLING GREENKY ,
MARATHON PETRO012377   NORMAL       IL ,
MARATHON PETRO063719     CLARKSVILLE  TN ,
MARSHALLS #155           KENOSHA      WI ,Marshalls
MASTERCARD CASH REWARD   THANK YOU    MO ,
MAUERMUSEUM AM CHECKPO   BERLIN       DF ,
MCCARRAN INT L AIRPORT   LAS VEGAS    NV ,
MCCS MARINE CO91010017   KANEOHE BAY  HI ,
MCCS-QUANTICA 12010047   QUANTICO     VA ,
MCGUCKIN HARDWARE        BOULDER      CO ,
MCKEEVER PRICE CHO       LENEXA       KS ,
MEIJER INC #035    Q01   TAYLOR       MI ,
MENARDS 3124             SCHERERVILLE IN ,
MHS*MEDCO HEALTH STORE 866-375-4780 NJ ,
MIDTOWN                  WASHINGTON   DC ,
MISMO GYMNASTICS         MISSOULA     MT ,
MCDONALD'S F5618         CHICAGO      IL ,Mcdonalds
MISSIONS DOOR            888-955-5455 CO ,
USAA INS PREMIUM         SAN ANTONIO  TX ,USAA
MISSISSIPPI MARKET - S   SAINT PAUL   MN ,
APL*APPLE ITUNES STORE   866-712-7753 CA ,APPLE
MOBILE POINTS REDEMPTION ,
MWR BEACH PATI10280170   KEY WEST     FL ,
MY GOODS 76   10069623   TIGARD       OR ,
N CAHOOTS                SHREVEPORT   LA ,
USAA.COM PMT - THANK YOU SAN ANTONIO  TX ,USAA
NAPLES COMMISSARY        ITALY        AE ,
NAVTEQ                   08664628837  UT ,
NAVY EXCHANGE 050002     NORFOLK      VA ,
NAVY EXCHANGE 060122     ATLANTIC BEACFL ,
NCSU ALL CAMPUS MICQPS   RALEIGH      NC ,
NEBRASKA FURNITURE       OMAHA        NE ,
NEWTON FARM 140          JOHNS ISLAND SC ,
NEX FUEL 050039        NORFOLK      VA ,
NFI*WWW.NETFLIX.COM/CC   NETFLIX.COM  CA ,Netflix
NFI*WWW.NETFLIX.COM/CC   NETFLIX.COM  CA ,Netflix
NICK'S LAKE HOUSE        LAKE HARMONY PA ,
USAA.COM PMT - THANK YOU SAN ANTONIO  TX ,USAA
NICOLINOS                AMSTERDAM    NY ,
NOODLES & CO 855         RALEIGH      NC ,
NORDSTROM #0736          AUSTIN       TX ,Nordstroms
NORTHUP'S IMPORTED CAR   WAKEFIELD    RI ,
NYC TAXI MED 2J44 0901026NEW YORK     NY ,
ONLINE PAYMENT FROM SAV 9 ,
ONSTARCALLINGMINUTESTELECOMM 10896340   134560713        48083 ,
OVR*O.CO/OVERSTOCK.COM   800-8432446  UT ,
PACSUN #0152             CINCINNATI   OH ,
WAL-MART #1068           SEBASTIAN    FL ,WALMART
PAGODA.COM               800-311-5393 PA ,
PANDA EXPRESS 1210       BRANDON      FL ,Panda Express
PANERA BREAD #3072       LONE TREE    CO ,Panera Bread
PAPA JOHNS #2088.COM     BURKE        VA ,
USAA.COM PMT - THANK YOU SAN ANTONIO  TX ,USAA
PAULS OF NEW YORK ITAL   WILSON       NC ,
PAYLESS SHOES #0992 MIRAMAR     PAYLESS SHOESOURCE MI ,Payless Shoe Source
PAYMENT - THANK YOU ,
USAA.COM PMT - THANK YOU SAN ANTONIO  TX ,USAA
PAYMENT - THANK YOU ,
PAYMENT - THANK YOU ,
PAYPAL *BEERMONKEY7      402-935-7733 CA ,PayPal
PAYPAL *DEADSTOCK        4029357733   CA ,PayPal
MCDONALD'S F34006        FAYETTEVILLE WV ,Mcdonalds
PAYPAL *PIG NEWTON       402-935-7733 CA ,PayPal
PAYPAL *SEARSHOLDIN      402-935-7733 CA ,PayPal
PC ONE COMPANY           DOHA         QA ,
PC&F ESCONDIDO10080687   ESCONDIDO    CA ,
PEPE'S TACOS             DURANGO      CO ,Pepe's Tacos
PERICOS MEXICAN RESTSAN ANTONIO 10156320111 2104026006 ,
PHOENIX ASIAN CUISINE    GREENSBORO   NC ,
USAA.COM PMT - THANK YOU SAN ANTONIO  TX ,USAA
PIER 98 CONVENIENCE      PANAMA CITY  FL ,
PILOT         00009340   KNOXVILLE    TN ,
PLAZA AZTECA             HAMPTON      VA ,
AAFES HEIDELBERG MAIN    APO          AE ,AAFES
PLUM DISTRICT            04157773757  CA ,
APL*APPLE ITUNES STORE   866-712-7753 CA ,Apple
PRICE CHOPPER #288       KANSAS CITY  MO ,
PRICE CHOPPER #288       KANSAS CITY  MO ,
PT'S OLD FASHIONED GRI   WILMINGTON   NC ,
PURCHASE INTEREST CHARGE ,
PUBLIX #1303             FORT WALTON BFL ,Publix
QUARTER MASTER           562-3047300  CA ,
QVC 384774184101         800-367-9444 PA ,
RACETRAC609   00006098   DALLAS       TX ,
RACEWAY766    80507668   PUNTA GORDA  FL ,
RACINE PLUMBING          CHICAGO      IL ,
RAMPARTS                 ALEXANDRIA   VA ,
RAMSTEIN KMCC MACGRILL   APO          AE ,
RANDALLS FUEL 10046126   PEARLAND     TX ,Randalls Fuel
RED ROBIN NORTHWOODS#363 SAN ANTONIO  TX ,Red Robin
REGAL CINEMAS ATLANTIC   ATLANTA      GA ,Regal Cinemas
REGAL CINEMAS LIVE OAK   LIVE OAK     TX ,Regal Cinemas
REGAL CINEMAS MAGNOLIA   CORAL SPRINGSFL ,Regal Cinemas
RITE AID #7093     Q05   ENTERPRISE   AL ,
RODITYS RESTAURANTS      CHICAGO      IL ,
KROGER #0543             ARLINGTON    TX ,Kroger
RST*RESTAURANT.COM       800-9798985  IL ,
S*MICHIKO LONDON         CLAREMONT    ZA ,
SAINSBURYS S/MKTS        BANBURY      GB ,
SAVWAY FINE WINES & SP   OAK BROOK    IL ,
USAA.COM PMT - THANK YOU SAN ANTONIO  TX ,USAA
SECURITY ADJUSTMENT (OF) ,
SEVEN DWARF'S MINE       LAKE BUENA VIFL ,
SHELL OIL 574418255QPS   PALM SPRINGS CA ,Shell
SHELL OIL 574421400QPS   LOVES PARK   IL ,Shell
USAA.COM PMT - THANK YOU SAN ANTONIO  TX ,USAA
WALMART.COM              08009666546  AR ,WALMART
SHELL OIL 574421934QPS   SILVERTON    OR ,Shell
SHELL OIL 574429940QPS   OAK VIEW     CA ,Shell
SHELL OIL 57542572706    SAN ANTONIO  TX ,Shell
SHELL OIL 57543701908    OCOEE        FL ,Shell
SHELL OIL 57544009004    SAN ANTONIO  TX ,Shell
SHELL OIL 57544195001    DUNWOODY     GA ,Shell
SHELL OIL 57545003709    LIVINGSTON   AL ,Shell
SHENANIGAN'S IRISH ,
SHIPBOARD CHARGES D      LAKE BUENA VIFL ,
WAL-MART #2599           SAN ANTONIO  TX ,WALMART
SHORT STOP #5      QPS   HOPE MILLS   NC ,
SMASHBURGER #1022 5429298SALT LAKE CITUT ,
SMITHSONIAN STUDENT TRAVE888-3339756  MA ,
SOBO 151                 DENVER       CO ,
SOCCER USA INC 04        FARRAGUT     TN ,
SOFRA                    CAMBRIDGE    MA ,
CVS #8966                HAYMARKET    VA ,CVS Pharmacy
SOUTHWES 5260603745026   DALLAS       TX ,
STAMPEDE PEST CONTROL    8328897474   TX ,
STAPLES       00116210   GRANDVILLE   MI ,
STARBUCKS CORP00054544   CARLSBAD     CA ,Starbucks
USAA INS PREMIUM         SAN ANTONIO  TX ,USAA
STARBUCKS D AT201523 5311ATLANTA      GA ,Starbucks
STARBUCKS F8 O31281512 ,Starbucks
SAMSCLUB #6354           MIDLOTHIAN   VA ,SAMSCLUB
STEAMPOWERED.COM         BELLEVUE     WA ,
STEIN-MART #0118         NORTH LITTLE AR ,Stein Mart
STOP & SHOP #855         WHITING      NJ ,Stop Shop
SUBWAY        00245589   FISHERS      IN ,Subway
SUBWAY        00487793 DOVER        DE ,Subway
SUBWAY 00253518 ,Subway
SUNFLOWER MARKETS  DEN   DENVER       CO ,
SUNOCO 0301787800        DUPONT       PA ,Sunoco
SUNOCO 0613442301      STUART       FL ,Sunoco
SUNOCO 0943457200        PUNTA GORDA  FL ,Sunoco
SUNPASS OPERATIONS       5612189574   FL ,
SUNRISE VILLAGE BIGFOO   PUYALLUP     WA ,
USAA.COM PMT - THANK YOU SAN ANTONIO  TX ,USAA
SUNSET SHAPERS           SAN FRANCISCOCA ,
SWAT 650000000033236     COSTA MESA   CA ,
USAA.COM PMT - THANK YOU SAN ANTONIO  TX ,USAA
T J MAXX #1126           MONROE       LA ,TJ Maxx
USAA INS PREMIUM         SAN ANTONIO  TX ,USAA
T.H.E. CHIROPRACTIC &    COLUMBIA     MO ,
TACO BELL #026778 0267   PENSACOLA    FL ,Taco Bell
TACO BELL #16200162172   CLARKSVILLE  TN ,Taco Bell
TACONY                   PHILADELHPHIAPA ,
TALBOTS #0273            COCKEYSVILLE MD ,
TARGET        00011411   PHOENIX      AZ ,Target
TARGET        00014357   HOUSTON      TX ,Target
TARGET        00015396   SHILOH       IL ,Target
CVS #5952                MCKINNEY     TX ,CVS Pharmacy
TARGET        00023002   RICHFIELD    MN ,Target
SAMSCLUB #4816           AURORA       CO ,SAMSCLUB
TARGET T2458 2458        AURORA       CO ,Target
TARKA ROUND ROCK L       ROUND ROCK   TX ,
THE CAPTAINS TABLE       MONROE       NY ,
THE FIRM FITNESS CENTE   REHOBOTH BCH DE ,
THE HOME DEPOT 1028      TEMECULA     CA ,The Home Depot
KROGER 356 000000356     MARIETTA     GA ,Kroger
THE HOME DEPOT 4608 FALLS CHURH 033531950   800-326-7990 ,The Home Depot
THE HOME DEPOT 588       SAN ANTONIO  TX ,The Home Depot
THE MAILING STATION IN   INDIANAPOLIS IN ,
THE MENS WEARHOUSE #8101 800-851-6744 TX ,
THE OLIVE GARD00010041   DAYTONA BEACHFL ,Olive Garden
THE OLIVE GARD00014670   ASHEVILLE    NC ,Olive Garden
THE OLIVE OIL SHOPS LL   LAKE GEVENA  WI ,Mens Warehouse
THE RITZ CARLTON RYNLD   GREENSBORO   GA ,Ritz Carlton
THE SOCIAL ROOM          COLUMBUS     OH ,
TIPS AND TOES            ROCHESTER    MN ,
T-MOBILE RECURRING PMT   800-937-8997 WA ,T-Mobile
TOMMY HILFIGER #059 0076 SEDONA       AZ ,Tommy Hilfiger
TOTAL 4118 SHAMROCK      HIGHLANDS RA CO ,
TPWD - STATE PARKS       AUSTIN       TX ,
TRACFONE    *AIRTIME     TRACFONE.COM FL ,
TRADER JOE'S #042  QPS   LA CANADA    CA ,Trader Joes
TRADER JOE'S #650  QPS 65ANNAPOLIS    MD ,Trader Joes
TRADER JOE'S #664 QPS ,Trader Joes
APL*APPLE ITUNES STORE   866-712-7753 CA ,APPLE
WAL-MART #0956           MELBOURNE    FL ,Walmart
TRADER JOE'S #732  QPS   MARIETTA     GA ,Trader Joes
SAMSCLUB #6330           DOVER        DE ,SAMSCLUB
TRADER JOE'S #741  QPS CARY         NC ,Trader Joes
TRAVEL GUARD GROUP       08008261300  WI ,
CHEVRON G & M OIL CO.,
TRIO RESTAURANT          PALM SPRINGS CA ,
TROPICAL SMOOTHIE AR-12  JACKSONVILLE FL ,
TWX*601SR0*INSTYLE       800-607-9869 NY ,
UA WEST TOWER CINEMAS 10 RICHMOND     VA ,
URBAN-OUTFITTERS-DIR #219972-550-2751 PA ,
USPS 03522695523800543   MESA         AZ ,USPS
AAFES OFFUTT AFB MAIN    OFFUTT AFB   NE ,AAFES
USPS 05678103011026168   AP           CA ,USPS
USPS 07233095520306189   BRIGHTON     CO ,USPS
USPS 16549605630747307   NASHVILLE    IL ,USPS
USPS PO BOXES 66101510   WASHINGTON   DC ,USPS
VALERO 1731              LAFAYETTE    LA ,Valero
VALU HOME CNT 0814 QPS   WILLIAMSVILLENY ,
VEGASCOM CONTACT CNTR  800-431-2140 NV ,
APL*APPLE ITUNES STORE   866-712-7753 CA ,APPLE
VEND AT E PORT           8668995849   PA ,
VERIZON*ONETIMEPAY       800-VERIZON  TX ,Verizon
VETERINARY SPECIALISW HARTFORD  8602363273 ,
VICTORIA SECRET          800-888-1500 OH ,
VIRGIN MOBILE USA        888-322-1122 VA ,
VONAGE *PRICE+TAXES      866-243-4357 NJ ,Vonage
VONAGE *PRICE+TAXES      866-243-4357 NJ ,Vonage
VONS     STORE00024208   BAKERSFIELD  CA ,Vons
VONS     STORE00026815 UPLAND       CA ,Vons
VZW APOCC                800-922-0204 NJ ,Verizon
VZWRLSS*APOCC VISE       800-922-0204 NJ ,Verizon
WALL STREET WINE MERCH   NEW YORK     NY ,
WALL STREET WINE MERCH   NEW YORK     NY ,
WASH METRORAIL00012328   BETHESDA     MD ,
WATERMANS HB ,
WAWA 915      00009159   MEDFORD      NJ ,
CVS PHARMACY #3075       FAIRFIELD    CA ,CVS Pharmacy
WAWA 957      00009571   LUMBERTON    NJ ,
PALM,
WEGMANS #063             PENFIELD     NY ,Wegmans
WENDYS #0103       Q25   GAITHERSBURG MD ,Wendy's
WENDYS #2499       Q25   SOUTH EASTON MA ,Wendy's
WEST MARINE 1267         WILMINGTON   NC ,
WHITE WOLF CAFE          ORLANDO      FL ,
WHOLEFDS HGM 10159       HINGHAM      MA ,Whole Foods
WHOLEFDS PPK 10146       COLORADO SPRICO ,Whole Foods
WHOLEFDS RES 10061       RESTON       VA ,Whole Foods
WHOLEFDS RWF 10235       ROCKVILLE    MD ,Whole Foods
WHOLEFDS SPR 10056       SPRINGFIELD  VA ,Whole Foods
WILSON RESORT MANAGEMENT 800-2983706  FL ,
WINE CELLAR LIQUOR STO   ELIZABETH    NJ ,
